batch,interactions,recall_existing,precision_existing,ndcg_existing,hr_existing,mrr_existing,recall_new_content,precision_new_content,ndcg_new_content,hr_new_content,mrr_new_content,recall_overall_content,precision_overall_content,ndcg_overall_content,hr_overall_content,mrr_overall_content,n_new_users,pct_new_users,n_users_trained,id_resolution_emissions_mg,recovered_history_seed_emissions_mg,expand_embeddings_emissions_mg,gt_split_emissions_mg,scoring_emissions_mg,history_update_emissions_mg,apply_content_seeds_emissions_mg,batch_emissions_mg,update_emissions_mg,updated
1,1000,0.029757217847769028,0.004133858267716535,0.015606667803340453,0.04133858267716536,0.013160854893138356,0.009335624284077892,0.002061855670103093,0.006353497187920807,0.020618556701030927,0.00781786941580756,0.024113643558088,0.0035612535612535613,0.013049523787113371,0.03561253561253561,0.011684303350970019,194,0.27635327635327633,65679,0.12095817303952254,0.4639445826990369,1.50121352952037,0.12051573755010954,0.1503997985154244,0.1206246145793306,0.13500618023730768,2.612662616141102,0.0,False
2,2000,0.016584158415841585,0.0019801980198019802,0.00871553019508882,0.019801980198019802,0.006716171617161716,0.026255707762557076,0.0036529680365296807,0.0216438434025041,0.0319634703196347,0.021961295933898672,0.01950966850828729,0.0024861878453038676,0.01262616637246996,0.023480662983425413,0.01132761115495922,205,0.28314917127071826,65679,0.1215918977557452,0.48104147872228703,1.5541536301957248,0.12226322386294168,0.15340410903194973,0.12082312140866469,0.14087090788548,2.6941483688627934,5.1492454162530015,True
3,3000,0.030243612596553768,0.00411764705882353,0.01779872381738059,0.0392156862745098,0.016118892001244944,0.023206751054852322,0.0025316455696202536,0.010874395623043666,0.02531645569620253,0.008766994842944211,0.028011034035130417,0.0036144578313253013,0.015601848607129116,0.03480589022757698,0.013786362380739891,207,0.27710843373493976,65679,0.12186315199689626,0.5057000862167301,1.4321944086963598,0.12167560839523878,0.1544901339301045,0.12592071879659036,0.13182721217165141,2.5936713202035713,0.0,False
4,4000,0.01350189198486412,0.002352941176470588,0.006352256803139382,0.023529411764705882,0.006603641456582633,0.016870748299319727,0.0038095238095238095,0.01273089602201143,0.02857142857142857,0.01575963718820862,0.01448447507658034,0.002777777777777778,0.008212693241977062,0.025,0.00927414021164021,179,0.24861111111111112,65679,0.12172971997399551,0.39494942226747537,1.5844748548730507,0.12151056619945087,0.15606833282191415,0.12067366366721063,0.12620886878861662,2.625615428591714,5.464740184380602,True
5,5000,0.023120425815036594,0.0027944111776447103,0.013354672489335551,0.027944111776447105,0.010697652314418781,0.03271585166204,0.005381165919282512,0.01973183530262671,0.053811659192825115,0.02072033596697274,0.026075923002718583,0.0035911602209944752,0.015318909101716668,0.03591160220994475,0.013784749627291065,178,0.24585635359116023,65679,0.12408980727340803,0.4452183667512254,1.573093158778404,0.12143336277142669,0.15491615687269522,0.12174134155802444,0.14162927613227472,2.682121470137459,0.0,False
6,6000,0.0274859943977591,0.003991596638655463,0.015798190610852796,0.037815126050420166,0.0147984193677471,0.014150943396226415,0.0023584905660377358,0.01004762872817842,0.02358490566037736,0.014150943396226415,0.023376937984496124,0.0034883720930232558,0.014026215147005458,0.03343023255813953,0.014598906423034328,169,0.24563953488372092,65679,0.12129925162425136,0.3938357149047575,1.4431959815370965,0.12051119432507908,0.1556264092419696,0.12188342632373712,0.13328490585686176,2.489636883813753,5.789311269424659,True
7,7000,0.021875,0.002916666666666667,0.010441075895629724,0.029166666666666667,0.007789351851851851,0.018069306930693068,0.003465346534653465,0.011641425958136498,0.0297029702970297,0.013008800880088009,0.02074780058651026,0.0030791788856304987,0.010796604799773958,0.02932551319648094,0.009335288367546433,147,0.2155425219941349,65679,0.12225804787508376,0.3923448256389414,1.5988923329738565,0.12055894600736336,0.20940280645195505,0.12092480021202182,0.14016158678995747,2.7045433459491792,0.0,False
8,8000,0.029352226720647773,0.004453441295546559,0.01662270023579658,0.04048582995951417,0.016809652335968126,0.030158730158730156,0.0033333333333333335,0.021945852909168572,0.03333333333333333,0.02,0.02959280303030303,0.0041193181818181815,0.01821057248211493,0.03835227272727273,0.01776131854256854,151,0.21448863636363635,65679,0.12128465250777658,0.4128618964106286,1.6060169034593836,0.12263976043040595,0.16088559098013153,0.13094675363170316,0.13440971143809827,2.689045268858128,5.463894082190681,True
9,9000,0.03417922283901665,0.003917525773195876,0.017529994750272827,0.03917525773195876,0.01312796596301751,0.021797302991993256,0.005752212389380531,0.018039388807369147,0.05309734513274336,0.024963126843657816,0.03024347897765619,0.00450070323488045,0.017691911848590362,0.04360056258790436,0.016889915835063517,160,0.2250351617440225,65679,0.1217135480587617,0.4223592333981523,1.5983693861814874,0.12098949493053726,0.1603961320703276,0.12149354882907194,0.13923219814660148,2.6845535416149398,0.0,False
10,10000,0.020396505376344087,0.0028225806451612906,0.009964812571689617,0.028225806451612902,0.00985103046594982,0.026272577996715927,0.0029556650246305425,0.013503765973320562,0.029556650246305417,0.010344827586206895,0.02210300429184549,0.002861230329041488,0.010992577293479433,0.02861230329041488,0.009994436496582418,151,0.21602288984263232,65679,0.12148633765642715,0.4234053534716604,1.71689387967996,0.12191727105968715,0.15866630253771494,0.12146756624766979,0.13758336418097913,2.8014200748340983,5.529995729638202,True
