timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-07-14T19:01:48,codecarbon,f22fe348-6793-46e3-83ff-dffb10a768e2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.5044306125491858,1.1698239814818837e-05,7.775858665224001e-06,40.22898016,0.0,70.0,1.1211208248847316e-05,0.0,1.949686319049862e-05,3.070807143934594e-05,0.0,Germany,DEU,bavaria,,,Linux-5.4.0-91-generic-x86_64-with-glibc2.31,3.12.3,3.2.6,96,AMD EPYC 7443 24-Core Processor,0,,11.4802,48.1872,251.5762596130371,machine,0,0,0,0,N,1.0,0.0
