batch,interactions,recall_existing,precision_existing,ndcg_existing,hr_existing,mrr_existing,recall_new_content,precision_new_content,ndcg_new_content,hr_new_content,mrr_new_content,recall_overall_content,precision_overall_content,ndcg_overall_content,hr_overall_content,mrr_overall_content,n_new_users,pct_new_users,n_users_trained,id_resolution_emissions_mg,recovered_history_seed_emissions_mg,expand_embeddings_emissions_mg,gt_split_emissions_mg,scoring_emissions_mg,history_update_emissions_mg,apply_content_seeds_emissions_mg,batch_emissions_mg,update_emissions_mg,updated
1,1000,0.029757217847769028,0.004133858267716535,0.015606667803340453,0.04133858267716536,0.013160854893138356,0.009335624284077892,0.002061855670103093,0.006353497187920807,0.020618556701030927,0.00781786941580756,0.024113643558088,0.0035612535612535613,0.013049523787113371,0.03561253561253561,0.011684303350970019,194,0.27635327635327633,65679,11.73259494864924,37.15671900805166,155.76573019968336,11.660862267982202,14.76745606375301,11.669779369171048,12.71185000992377,255.46499186721428,0.0,False
2,2000,0.016584158415841585,0.0019801980198019802,0.00871553019508882,0.019801980198019802,0.006716171617161716,0.026255707762557076,0.0036529680365296807,0.0216438434025041,0.0319634703196347,0.021961295933898672,0.01950966850828729,0.0024861878453038676,0.01262616637246996,0.023480662983425413,0.01132761115495922,205,0.28314917127071826,65679,11.764231952975427,37.72913819008439,153.93550821976413,11.66574590433277,14.858201984487485,11.6924999102369,13.886876085215938,255.53220224709705,0.0,False
3,3000,0.03220439691027926,0.004313725490196079,0.01855497532118222,0.041176470588235294,0.01644880174291939,0.0189873417721519,0.002109704641350211,0.009181087061402655,0.02109704641350211,0.007735583684950773,0.028011034035130417,0.0036144578313253013,0.015580930451613604,0.03480589022757698,0.013684367098021715,207,0.27710843373493976,65679,11.819485561154371,51.4264368806093,158.32429131318585,11.684294594617016,14.76191705417399,11.689675835320273,13.832596568901346,273.53869780796214,0.0,False
4,4000,0.01546267629858961,0.0025490196078431374,0.006732912791890686,0.025490196078431372,0.00631730469965764,0.015918367346938776,0.0033333333333333335,0.01231088242002985,0.02857142857142857,0.015918367346938776,0.015595586187691449,0.002777777777777778,0.00835982060009794,0.02638888888888889,0.009117614638447973,179,0.24861111111111112,65679,11.748398605411275,43.43023408529966,153.9937856609734,11.663648189649171,14.630534910930288,11.666451701945181,12.8917122763745,260.0247654305835,0.0,False
5,5000,0.021623419827012644,0.0023952095808383238,0.013438500734088735,0.023952095808383235,0.011377245508982036,0.03357000498256103,0.005381165919282512,0.019126712606106145,0.04932735426008968,0.016228913089899637,0.025303100061387352,0.0033149171270718232,0.015190532843839956,0.031767955801104975,0.012871612733491187,178,0.24585635359116023,65679,11.795600979076609,38.31074718077618,142.42426360647448,11.65936561312573,15.139546562703034,11.688346303109169,13.813146279522673,244.83101652478788,0.0,False
6,6000,0.02906162464985994,0.004201680672268907,0.01579322997549973,0.03991596638655462,0.013674636521275178,0.012971698113207548,0.0023584905660377358,0.010065115219714104,0.018867924528301886,0.010220125786163521,0.024103682170542633,0.003633720930232558,0.014028171358891367,0.03343023255813953,0.01261016519010705,169,0.24563953488372092,65679,11.866701126849204,36.41352957651014,157.4974170630971,11.666241549349552,14.685041768948718,11.668783121373355,14.11613440705688,257.91384861318494,0.0,False
7,7000,0.013888888888888888,0.0020833333333333333,0.007408088128895929,0.020833333333333332,0.006128472222222222,0.007178217821782178,0.0014851485148514854,0.00738850220353967,0.01485148514851485,0.010451045104510451,0.011901270772238515,0.0019061583577712614,0.007402287019039675,0.01906158357771261,0.0074087650700553915,147,0.2155425219941349,65679,11.839448208833579,39.389852376775636,150.6224964632763,11.725462075258454,14.626907638402592,11.70274947023299,13.384220446512138,253.2911366792917,0.0,False
8,8000,0.025978407557354928,0.004251012145748988,0.01432178403639014,0.03643724696356275,0.013941906047169206,0.015873015873015872,0.0019047619047619048,0.012521024972853326,0.01904761904761905,0.012585034013605442,0.022964015151515152,0.0035511363636363635,0.01378462579300558,0.03125,0.013537157287157287,151,0.21448863636363635,65679,11.808505777663111,34.28218097442214,143.0005740584556,11.667673366049046,14.902987580308562,11.6686072846252,12.866866408561915,240.19739545008562,0.0,False
9,9000,0.0274781919111816,0.0032989690721649486,0.013511671200204944,0.032989690721649485,0.009953362788414334,0.018109987357774967,0.004424778761061947,0.012058380621562927,0.04424778761061947,0.015228613569321533,0.024500394120647282,0.0036568213783403666,0.013049725109103542,0.03656821378340366,0.011630165427633782,160,0.2250351617440225,65679,11.758163952142828,31.316985273715463,135.73600244566566,11.664569149949598,14.572484939387714,11.668497792251697,12.857544205724555,229.57424775883752,0.0,False
10,10000,0.016767473118279568,0.002620967741935484,0.008784244647227242,0.024193548387096774,0.008142921146953405,0.02134646962233169,0.0024630541871921183,0.012519639163227908,0.024630541871921183,0.010509031198686371,0.018097281831187407,0.002575107296137339,0.009869058791359053,0.024320457796852647,0.008830074709903036,151,0.21602288984263232,65679,11.741759044361661,32.62580705332141,141.60066879558528,11.703731930454673,14.635565789287204,11.768306835357578,12.883645681779303,236.9594851301471,0.0,False
11,11000,0.02949260042283298,0.004228329809725159,0.013462602413772031,0.042283298097251586,0.011967683479311386,0.014027777777777776,0.002916666666666667,0.008716997846678178,0.029166666666666667,0.0109375,0.02428705002337541,0.0037868162692847127,0.011865203962015335,0.037868162692847124,0.01162091765177319,152,0.2131837307152875,65679,11.853720972971031,32.99444409987553,148.97286671130888,11.70067814911576,14.697301886749253,11.7206519969844,12.714361265786858,244.65402508279172,0.0,False
12,12000,0.026595999520900707,0.004150197628458498,0.01449722489908274,0.039525691699604744,0.016465901248509947,0.00628415300546448,0.001639344262295082,0.004694326452107692,0.01639344262295082,0.006505334374186833,0.01998787878787879,0.0033333333333333335,0.011308015271000192,0.032,0.013225396825396824,158,0.21066666666666667,65679,11.826319235743247,32.11483109453539,138.28286642138733,11.663287913847576,14.763628168325619,11.67653788454329,12.562159788147374,232.8896305065298,0.0,False
13,13000,0.03261494252873563,0.004310344827586207,0.014809005767160554,0.040948275862068964,0.012439278872468526,0.02055800293685756,0.003524229074889868,0.010193228249221135,0.030837004405286344,0.012261380323054334,0.02865412445730825,0.004052098408104197,0.01329267943348147,0.03762662807525326,0.012380837525555325,141,0.2040520984081042,65679,11.735680058009603,30.12573341005381,139.79297736756115,11.687576924905226,14.695003300769713,11.717213107340866,13.204623930289545,232.9588080989299,0.0,False
