training_emissions_mg,id_mapping_emissions_mg,checkpoint_load_emissions_mg,build_user_history_emissions_mg,embedding_snapshot_emissions_mg,content_build_emissions_mg,total_batch_emissions_mg,total_update_emissions_mg,n_updates,avg_emissions_per_update_mg,streaming_emissions_mg
1832435.5559161347,137.13422366632932,141.29037576639712,50.71611490663956,17.81345717786532,0.0,126124.83323865243,2691.7403623589325,3,897.2467874529775,129163.52777252863
