batch,interactions,strategy,recall_at_10,precision_at_10,ndcg_at_10,hr_at_10,recall_at_20,precision_at_20,ndcg_at_20,hr_at_20,mrr,update_emissions_mg,updated
1,1000,full_retrain,0.05520788030258373,0.11481481481481481,0.12031361844656975,0.5555555555555556,0.08399368089800002,0.0962962962962963,0.12325311609945944,0.6666666666666666,0.23925977798526818,0.0,False
2,2000,full_retrain,0.07740033580310829,0.08571428571428572,0.1073293465085967,0.5,0.11884817389388047,0.0773809523809524,0.12232321823206448,0.6666666666666666,0.24924722414218212,0.0,False
3,3000,full_retrain,0.04668478578088874,0.13030303030303034,0.13746286707128416,0.48484848484848486,0.06812906719039717,0.09696969696969697,0.12213992265154613,0.6060606060606061,0.24757290639643578,0.0,False
4,4000,full_retrain,0.07163121994360878,0.13513513513513514,0.1498620344832649,0.5135135135135135,0.11774162125905625,0.11351351351351349,0.14949526493752704,0.7027027027027027,0.28257249228611453,0.0,False
5,5000,full_retrain,0.0646155914331144,0.19999999999999998,0.21348129558317253,0.6538461538461539,0.10303548157591545,0.175,0.19841993972171512,0.8461538461538461,0.4136427674889213,0.0,False
6,6000,full_retrain,0.07526461443898558,0.10270270270270272,0.126034761417777,0.5405405405405406,0.1332993231031824,0.0972972972972973,0.1412547359224407,0.7567567567567568,0.25905025905025897,0.0,False
7,7000,full_retrain,0.046127699227721516,0.11562499999999999,0.11740022599287678,0.5625,0.07816626646858676,0.0890625,0.11033601956977439,0.625,0.22435628607503605,0.0,False
8,8000,full_retrain,0.06227894461376145,0.09705882352941175,0.10811540094205804,0.5,0.08964153227688944,0.07647058823529411,0.10596125279210977,0.6470588235294118,0.21404619202606817,0.0,False
9,9000,full_retrain,0.07752498083155546,0.08611111111111111,0.11071669234068533,0.5555555555555556,0.16373357057190363,0.08749999999999998,0.1454870975454103,0.75,0.2487845601203444,0.0,False
10,10000,full_retrain,0.08751626160138128,0.12500000000000003,0.14597740273653376,0.6071428571428571,0.11109665521484789,0.09821428571428571,0.14190827680803259,0.6785714285714286,0.29342185592185593,0.0,False
11,11000,full_retrain,0.057405764829092626,0.11875000000000001,0.12439922038408735,0.5625,0.10539172959975038,0.0953125,0.12659476921252397,0.6875,0.25769898504273503,0.0,False
12,12000,full_retrain,0.06941402215006132,0.09473684210526315,0.09534111553451867,0.6052631578947368,0.11727325389394187,0.09210526315789473,0.1166159802259596,0.6842105263157895,0.20027151211361738,0.0,False
13,13000,full_retrain,0.035856353468430996,0.07027027027027029,0.06835493275897121,0.40540540540540543,0.06692434474877727,0.07027027027027029,0.07755659172192222,0.5675675675675675,0.1440913926208044,0.0,False
14,14000,full_retrain,0.08153165498780329,0.10666666666666666,0.12350534542479875,0.5555555555555556,0.14059331934017666,0.09888888888888887,0.13967746103960224,0.7111111111111111,0.2457075422761697,0.0,False
15,15000,full_retrain,0.060525919744059256,0.08666666666666668,0.10363384673470373,0.5,0.11002799115117064,0.09166666666666666,0.12178146929646463,0.7,0.262711345671872,0.0,False
16,16000,full_retrain,0.048007348254639384,0.09142857142857143,0.10316444569749887,0.5142857142857142,0.110958146751191,0.09714285714285716,0.12294036261304161,0.6857142857142857,0.24473459080601936,0.0,False
17,17000,full_retrain,0.061191053957855256,0.1125,0.12138686634816243,0.625,0.1199331276514748,0.1171875,0.14053283181109838,0.75,0.28140094688807926,0.0,False
18,18000,full_retrain,0.0682849129699705,0.07547169811320754,0.09563168668227505,0.4716981132075472,0.11356532117137132,0.06981132075471698,0.10880316543632726,0.5849056603773585,0.20710869319359884,0.0,False
19,19000,full_retrain,0.06057209545970867,0.07906976744186048,0.09080663861052343,0.4418604651162791,0.1102690763079197,0.08023255813953487,0.1118694136258799,0.6046511627906976,0.19877040983672134,0.0,False
20,20000,full_retrain,0.05324165818814838,0.12400000000000003,0.12496058278363624,0.56,0.0926242836953564,0.11,0.13170464329244563,0.72,0.2103203463203463,138884.7128758603,True
21,21000,full_retrain,0.04059108023473779,0.06388888888888888,0.07146417970553935,0.3888888888888889,0.0764306457618033,0.05416666666666667,0.07752223071260983,0.4444444444444444,0.16148519690186355,0.0,False
22,22000,full_retrain,0.06913224151978174,0.09411764705882354,0.09988567626025235,0.5294117647058824,0.1332829889802293,0.08823529411764706,0.1214756696748197,0.6764705882352942,0.18261481165892932,0.0,False
23,23000,full_retrain,0.04585691269499654,0.1,0.10950376783923926,0.5454545454545454,0.09522483548397927,0.10454545454545455,0.12306036512674319,0.7727272727272727,0.2704488062442608,0.0,False
24,24000,full_retrain,0.060315703092062634,0.1148148148148148,0.14350112845426366,0.4444444444444444,0.09416705513078577,0.09074074074074075,0.1405939178340781,0.6296296296296297,0.2770160546304337,0.0,False
25,25000,full_retrain,0.06356505157790941,0.1125,0.1126963361131402,0.40625,0.08545429300940435,0.0890625,0.11499948010447121,0.5,0.15788915945165946,0.0,False
26,26000,full_retrain,0.08223794951661437,0.1259259259259259,0.1373806209454281,0.5185185185185185,0.13104003242979667,0.1148148148148148,0.1532509212588009,0.6666666666666666,0.2149130190796857,0.0,False
27,27000,full_retrain,0.0707690070866322,0.10714285714285714,0.1200254030231207,0.42857142857142855,0.10863562794583134,0.09642857142857145,0.13056867329418198,0.5714285714285714,0.2198619832548404,0.0,False
28,28000,full_retrain,0.0797891798105476,0.09487179487179487,0.11183793714355006,0.41025641025641024,0.15615297176033596,0.09743589743589744,0.1427902884349962,0.6923076923076923,0.2222885481369644,0.0,False
29,29000,full_retrain,0.06894206341396172,0.08571428571428573,0.10454582309492289,0.47619047619047616,0.11161344297830542,0.07857142857142858,0.11494662508243143,0.6904761904761905,0.22106471182101434,0.0,False
30,30000,full_retrain,0.0330498093283996,0.07600000000000001,0.06964904497162826,0.4,0.08104369016107947,0.088,0.08950034984683419,0.64,0.1360863025863026,0.0,False
31,31000,full_retrain,0.08925419466648682,0.16774193548387098,0.18812998117284552,0.6451612903225806,0.15463903663337583,0.1338709677419355,0.189745206700802,0.7741935483870968,0.3541614299678815,0.0,False
32,32000,full_retrain,0.04497344576220994,0.08571428571428573,0.09980393147295162,0.35714285714285715,0.08247140515806631,0.08392857142857142,0.1099032840537748,0.6071428571428571,0.21137385530215028,0.0,False
33,33000,full_retrain,0.06872636640572416,0.10285714285714287,0.1228241743631863,0.5428571428571428,0.10286248643614762,0.09285714285714286,0.13022391685652743,0.7142857142857143,0.26860544217687077,0.0,False
34,34000,full_retrain,0.0548689367383296,0.10833333333333335,0.11782450674861034,0.5277777777777778,0.12226602679264609,0.11388888888888887,0.14216321479581395,0.6388888888888888,0.2418399745154131,0.0,False
35,35000,full_retrain,0.05948195027819413,0.19130434782608696,0.19330751890408432,0.6956521739130435,0.09482749925386658,0.1434782608695652,0.16523520561665003,0.782608695652174,0.3546384774645643,0.0,False
36,36000,full_retrain,0.052090003605813305,0.10540540540540541,0.11377880331221922,0.5135135135135135,0.09743475542478922,0.09324324324324323,0.11958025181287846,0.6756756756756757,0.24827677180618357,0.0,False
37,37000,full_retrain,0.04561089684187976,0.08787878787878789,0.08667570854487736,0.48484848484848486,0.12133484004078562,0.09848484848484848,0.11927804115813524,0.7272727272727273,0.18130329266692902,0.0,False
38,38000,full_retrain,0.0544271360304788,0.1090909090909091,0.11211205350265059,0.5757575757575758,0.08934901392944523,0.09393939393939396,0.11553098537890216,0.696969696969697,0.20689975008156825,0.0,False
39,39000,full_retrain,0.047727039799349495,0.07500000000000001,0.08630875703282068,0.3409090909090909,0.08823579445064934,0.06477272727272726,0.09211839030623846,0.5454545454545454,0.19255932298695458,0.0,False
40,40000,full_retrain,0.06527960074314257,0.07241379310344828,0.076255658360428,0.4482758620689655,0.09149083660316541,0.07413793103448275,0.0930578682011138,0.5172413793103449,0.12018460466736326,259061.2773242593,True
41,41000,full_retrain,0.06221511190640308,0.09999999999999999,0.11297174796330492,0.4318181818181818,0.11560045361929973,0.08977272727272728,0.12448627323312335,0.6363636363636364,0.23033466830258267,0.0,False
42,42000,full_retrain,0.0555498578995731,0.12580645161290324,0.13505283704262572,0.5161290322580645,0.09671101850469808,0.10322580645161289,0.13053727746137295,0.6129032258064516,0.2605779077553271,0.0,False
43,43000,full_retrain,0.08431758648468732,0.11555555555555554,0.12733693289331385,0.6,0.14023715264554376,0.10333333333333332,0.14053741938043982,0.7777777777777778,0.2386030807857433,0.0,False
44,44000,full_retrain,0.059796966371696535,0.084,0.10387455056853678,0.5,0.1008139264706478,0.067,0.1078575400211369,0.6,0.2596434019197177,0.0,False
45,45000,full_retrain,0.05395051367964429,0.06153846153846154,0.07342919070733497,0.38461538461538464,0.0989642359359736,0.056730769230769224,0.0885767656075389,0.5576923076923077,0.16187173654651027,0.0,False
46,46000,full_retrain,0.07102311871486273,0.09565217391304347,0.11084700661067562,0.4782608695652174,0.11958311067598086,0.08152173913043478,0.1199954726794642,0.6739130434782609,0.23205657833215376,0.0,False
47,47000,full_retrain,0.0628807583441585,0.06744186046511629,0.09189673503269406,0.4186046511627907,0.11998787066659455,0.06744186046511629,0.11315648479860083,0.6976744186046512,0.22710710781846213,0.0,False
48,48000,full_retrain,0.056583675563678014,0.08823529411764706,0.10993109181496409,0.4117647058823529,0.10132548970012938,0.07549019607843137,0.11507545049627854,0.5882352941176471,0.24823545704988062,0.0,False
49,49000,full_retrain,0.09132177606561026,0.1022222222222222,0.12180345496743339,0.6222222222222222,0.16931638123987147,0.08888888888888889,0.151019359526343,0.7555555555555555,0.28241990398853145,0.0,False
50,50000,full_retrain,0.07289782258832728,0.1106382978723404,0.12974261176689572,0.6170212765957447,0.11595703142021249,0.09148936170212765,0.13224212369685803,0.7021276595744681,0.29793618285483114,0.0,False
51,51000,full_retrain,0.0552895406114657,0.10444444444444442,0.11582295883572898,0.5555555555555556,0.11294566185564887,0.09333333333333334,0.12439640166935367,0.7333333333333333,0.2713346221679555,0.0,False
52,52000,full_retrain,0.09435648214085943,0.1340909090909091,0.15309891589821925,0.5227272727272727,0.13811688408333955,0.10909090909090911,0.15916931408717863,0.6363636363636364,0.2614206055382526,0.0,False
53,53000,full_retrain,0.05808243568215848,0.11707317073170731,0.13154903106798824,0.4878048780487805,0.08353270003151878,0.09146341463414634,0.11921319248950962,0.5609756097560976,0.2672250513713928,0.0,False
54,54000,full_retrain,0.08387292335065621,0.08867924528301885,0.1084270570545783,0.5849056603773585,0.12372356824625386,0.07547169811320754,0.1180173589750511,0.7547169811320755,0.23397395550558706,0.0,False
55,55000,full_retrain,0.05347903189775026,0.10606060606060606,0.11867253222999555,0.45454545454545453,0.09737676493390951,0.09848484848484848,0.12608938425272395,0.6666666666666666,0.23609538609538608,0.0,False
56,56000,full_retrain,0.05561209376604128,0.12368421052631577,0.15029793923261722,0.631578947368421,0.09815892318257496,0.10263157894736843,0.14039743275895636,0.7894736842105263,0.37774558387948476,0.0,False
57,57000,full_retrain,0.0875026765507164,0.1577777777777778,0.185311096201849,0.5777777777777777,0.1386866825137683,0.12333333333333335,0.17890806187945227,0.7111111111111111,0.36754208754208745,0.0,False
58,58000,full_retrain,0.07151336148609619,0.1216216216216216,0.12146248260592026,0.5945945945945946,0.11210976862876278,0.10405405405405405,0.12780403812617422,0.6756756756756757,0.21264478764478764,0.0,False
59,59000,full_retrain,0.05750837669345081,0.12333333333333332,0.1524684034424905,0.5,0.10245711963977744,0.10166666666666666,0.14401482430807405,0.6666666666666666,0.33397256882551,0.0,False
60,60000,full_retrain,0.08259842828107697,0.11250000000000002,0.1416165232611592,0.71875,0.13470440786093765,0.103125,0.15627627565721613,0.78125,0.3236895610516934,110955.56644721174,True
61,61000,full_retrain,0.06669893640199356,0.12608695652173912,0.14711054278331834,0.5217391304347826,0.1359520305750907,0.11413043478260869,0.15893581326402517,0.6956521739130435,0.3196653676672858,0.0,False
