batch,interactions,strategy,recall_at_10,precision_at_10,ndcg_at_10,hr_at_10,recall_at_20,precision_at_20,ndcg_at_20,hr_at_20,mrr,batch_emissions_mg,update_emissions_mg,updated
383,383000,incremental,0.018764878385371744,0.010967741935483872,0.018872082556768435,0.09032258064516129,0.0397744526631973,0.011612903225806452,0.02697168075448487,0.18064516129032257,0.045117204887503495,159.24938601928616,0.0,False
384,384000,incremental,0.026717023942400775,0.01676646706586827,0.02294209966528978,0.15568862275449102,0.04002806763750394,0.012275449101796409,0.026470810974142653,0.18562874251497005,0.05114520559126703,154.13852101056614,0.0,False
385,385000,incremental,0.02262259764382005,0.015053763440860214,0.020024456730570402,0.10752688172043011,0.03990944759196032,0.012365591397849464,0.026230478750209868,0.1881720430107527,0.038656332658504836,154.19756732490407,0.0,False
386,386000,incremental,0.024124292131466104,0.01584699453551913,0.02630107726475347,0.12568306010928962,0.04734183051293891,0.013661202185792353,0.03366645667927885,0.21311475409836064,0.06230381304545138,154.24604662080122,0.0,False
387,387000,incremental,0.0193330350724043,0.015584415584415586,0.01783146189522013,0.14285714285714285,0.04755272915282684,0.015584415584415586,0.02797602659482956,0.2532467532467532,0.040356485608485926,157.89081552297634,0.0,False
388,388000,incremental,0.02082444185254613,0.014583333333333334,0.021032741012021596,0.1111111111111111,0.034497482996360726,0.012500000000000002,0.026603841131357022,0.18055555555555555,0.050317405947404664,155.18971952410698,0.0,False
389,389000,incremental,0.02688060864856445,0.016574585635359115,0.02676842346006592,0.13259668508287292,0.0392769829924526,0.012983425414364643,0.03104857260196361,0.20441988950276244,0.06172490799562622,152.40944962087443,0.0,False
390,390000,incremental,0.03577241239813494,0.021965317919075147,0.026301952949623415,0.1791907514450867,0.05103986812801841,0.015606936416184972,0.031656305957163094,0.2254335260115607,0.04543999107922943,153.29888516701917,0.0,False
391,391000,incremental,0.02952394120041179,0.018823529411764708,0.028932897429995327,0.14705882352941177,0.05094217523501411,0.016764705882352942,0.03729216068301891,0.22941176470588234,0.06320654019183432,153.78861720714843,0.0,False
392,392000,incremental,0.03840516015247198,0.019444444444444445,0.029621985062158115,0.15555555555555556,0.05680607753889661,0.015833333333333335,0.03710452690728484,0.22777777777777777,0.057493889314064746,153.23881244554138,0.0,False
393,393000,incremental,0.038452867650251715,0.024137931034482762,0.032869306173058305,0.2,0.06176115784547996,0.019655172413793102,0.04063533750566002,0.2896551724137931,0.06431740530918496,154.9128849327591,0.0,False
394,394000,incremental,0.026678748016998804,0.017808219178082195,0.025345862548635356,0.136986301369863,0.0436032048387159,0.01404109589041096,0.030927588699341108,0.2054794520547945,0.04993619923907468,157.8284299836863,0.0,False
395,395000,incremental,0.02558482486246305,0.014070351758793969,0.02033137013951324,0.1306532663316583,0.047564945523488236,0.013316582914572866,0.028726370020505813,0.23618090452261306,0.046317530713776645,163.40430423565644,0.0,False
396,396000,incremental,0.042161042057056924,0.025165562913907286,0.04148988112669921,0.2052980132450331,0.05192791609545414,0.016556291390728478,0.04434295596549263,0.2251655629139073,0.09173196193063743,154.57929298504092,0.0,False
397,397000,incremental,0.047437205651491364,0.027142857142857146,0.04279108210755743,0.22857142857142856,0.07150304124958502,0.022142857142857145,0.052920045948835016,0.3357142857142857,0.09440347351061637,155.3056131326086,0.0,False
398,398000,incremental,0.02363603618863086,0.014516129032258065,0.02200004735146063,0.12365591397849462,0.034438696789678556,0.011021505376344087,0.02594677490156183,0.1774193548387097,0.05018708889676632,154.42762162604095,0.0,False
399,399000,incremental,0.028886556000705756,0.019135802469135803,0.02705205668205747,0.16049382716049382,0.046056385932210404,0.015432098765432098,0.032695055207618985,0.21604938271604937,0.051285881640772135,157.9323901437224,0.0,False
400,400000,incremental,0.02793706179821091,0.015294117647058824,0.02580893578087834,0.12941176470588237,0.053147782450108025,0.015,0.03582212441723905,0.23529411764705882,0.05518359031243752,156.78842597185994,576.8842312473405,True
401,401000,incremental,0.036285816397214524,0.02392638036809816,0.037356014499395976,0.18404907975460122,0.06303318071803703,0.01901840490797546,0.046157019858353986,0.26380368098159507,0.08418758714846959,158.86055074078308,0.0,False
402,402000,incremental,0.020390289883799578,0.013966480446927373,0.016925559754479767,0.12290502793296089,0.034127321009098856,0.011452513966480445,0.021747129053022646,0.16759776536312848,0.03530442245526045,158.5154276089601,0.0,False
403,403000,incremental,0.02998120498120498,0.014054054054054054,0.028777362208668895,0.11891891891891893,0.04537768912768913,0.011621621621621621,0.034884575614057264,0.1837837837837838,0.06097850765807422,157.49370576845223,0.0,False
404,404000,incremental,0.03570508819469817,0.01684782608695652,0.028730770903894663,0.14130434782608695,0.04932514114899025,0.011956521739130435,0.03343498911295986,0.19021739130434784,0.05387353659412484,157.7188585268202,0.0,False
405,405000,incremental,0.01849003492990835,0.014556962025316457,0.020088392887379583,0.10759493670886076,0.03941705199286282,0.014240506329113924,0.027619049532302237,0.20253164556962025,0.049178049795040424,156.60711098323955,0.0,False
406,406000,incremental,0.02964754161020434,0.0192090395480226,0.031875024486167074,0.13559322033898305,0.04517184832959149,0.015536723163841809,0.03750302490342246,0.1864406779661017,0.0699470279729502,158.7988743561586,0.0,False
407,407000,incremental,0.02934383334171992,0.016167664670658683,0.02283943219231878,0.1437125748502994,0.053241489327676084,0.015269461077844312,0.031173794216342348,0.23353293413173654,0.04920968611876271,156.82220966646565,0.0,False
408,408000,incremental,0.026067261255122525,0.013872832369942198,0.028316653051204874,0.12716763005780346,0.04289578960036361,0.0115606936416185,0.03444666582600547,0.2023121387283237,0.07220108263456392,158.46546691478113,0.0,False
409,409000,incremental,0.01974367111585157,0.013714285714285717,0.01869512773301266,0.13142857142857142,0.03700497964858867,0.012285714285714287,0.025487633574210744,0.21142857142857144,0.049203145471168476,158.31597480310543,0.0,False
410,410000,incremental,0.023276796689495102,0.01216931216931217,0.019341312262442144,0.1164021164021164,0.04609006258419647,0.011640211640211642,0.02830683343855704,0.20634920634920634,0.042806531546764476,160.3539802482179,0.0,False
411,411000,incremental,0.032594833903734424,0.01884816753926702,0.030934062877101536,0.16230366492146597,0.04880794016919671,0.014659685863874347,0.037654384355501745,0.2198952879581152,0.07083472701958592,161.54120820226214,0.0,False
412,412000,incremental,0.031889036109311174,0.017346938775510204,0.029771860217048383,0.1377551020408163,0.05889480745924344,0.015816326530612244,0.04034666423156128,0.22959183673469388,0.06368809678383507,155.08136921263406,0.0,False
413,413000,incremental,0.025162688910651182,0.019078947368421056,0.026320190830344675,0.11842105263157894,0.03570896877385583,0.013815789473684212,0.02880989955174866,0.17763157894736842,0.05320893402738156,156.2823583144829,0.0,False
414,414000,incremental,0.02544609736141994,0.022500000000000003,0.030559487693438254,0.18333333333333332,0.036252671313155176,0.017916666666666668,0.033298995333035666,0.21666666666666667,0.07251022126022126,155.97138398859568,0.0,False
415,415000,incremental,0.0332819989149103,0.024050632911392405,0.03680438156401988,0.2088607594936709,0.056462994421855185,0.020253164556962026,0.04464507583405338,0.2721518987341772,0.09018199885660794,167.4457301753529,0.0,False
416,416000,incremental,0.029519201021716502,0.018421052631578946,0.02993480663200409,0.15789473684210525,0.04989195960558189,0.015789473684210527,0.037285013057088374,0.21710526315789475,0.06699243738717423,156.8077975350468,0.0,False
417,417000,incremental,0.03397421946602274,0.021311475409836068,0.025960551578857047,0.16393442622950818,0.042536242260352616,0.013387978142076503,0.028332279330357354,0.20765027322404372,0.044314756432200474,158.27142869014043,0.0,False
418,418000,incremental,0.023793770695892197,0.012568306010928964,0.024027467609022368,0.12021857923497267,0.043222835217628604,0.011202185792349727,0.03137758121771762,0.20218579234972678,0.05791476482805214,160.29338352767374,0.0,False
419,419000,incremental,0.03815646358749807,0.021264367816091954,0.03135361189042434,0.1839080459770115,0.05238670677645269,0.015804597701149427,0.036644308405067536,0.25862068965517243,0.06363431050363899,155.50354965204738,0.0,False
420,420000,incremental,0.014824185166597401,0.011038961038961041,0.015533976450471488,0.08441558441558442,0.03788599813115636,0.012012987012987014,0.023460049662925784,0.18181818181818182,0.03750193840710909,149.89571217108312,583.7261648070635,True
421,421000,incremental,0.02228747039292348,0.01511627906976744,0.021960070150409385,0.13953488372093023,0.03590825551531245,0.01191860465116279,0.026836388536217313,0.19767441860465115,0.057794684320847105,160.58967044274564,0.0,False
422,422000,incremental,0.028081176675994805,0.022875816993464054,0.03197243496967987,0.1568627450980392,0.05030870204876548,0.01895424836601307,0.03844113245446301,0.24836601307189543,0.07883184887221796,162.48674972699217,0.0,False
423,423000,incremental,0.035849782645198607,0.01989247311827957,0.029835613574971224,0.16129032258064516,0.050967291056425175,0.015591397849462367,0.03586220860628302,0.21505376344086022,0.059335496130163055,150.95963513339638,0.0,False
424,424000,incremental,0.02181919196883077,0.014035087719298248,0.0232562878183927,0.10526315789473684,0.03792011558105291,0.013450292397660818,0.030178281558821612,0.19883040935672514,0.055109777533192884,151.2196184149106,0.0,False
425,425000,incremental,0.023197469230848037,0.014743589743589745,0.02068936327946498,0.12179487179487179,0.031709996744211676,0.009935897435897437,0.02260098571984712,0.16666666666666666,0.040886667870027,149.53581029152062,0.0,False
426,426000,incremental,0.02365069633855761,0.011560693641618497,0.023476422484962275,0.09826589595375723,0.04278486434492968,0.010982658959537574,0.03109057349357433,0.1791907514450867,0.05350241947823329,150.27415233612174,0.0,False
427,427000,incremental,0.03333160067722719,0.020329670329670334,0.030678096887844567,0.16483516483516483,0.05673795622643988,0.015659340659340663,0.03901719273851356,0.24725274725274726,0.06797954230718835,152.93257231847878,0.0,False
428,428000,incremental,0.020783255220206794,0.014364640883977903,0.019931742022530032,0.13812154696132597,0.03284573233793253,0.011602209944751382,0.023853618927397176,0.18232044198895028,0.05078787791165705,150.9341270105602,0.0,False
429,429000,incremental,0.033225589517281454,0.015979381443298968,0.0270015816259533,0.13402061855670103,0.05123132423192975,0.013144329896907215,0.0338717230538353,0.20103092783505155,0.05522810416525906,152.3057438672093,0.0,False
430,430000,incremental,0.016946833220427723,0.012105263157894739,0.01627033518151118,0.1,0.04233212506001319,0.011842105263157895,0.025065600675425175,0.17894736842105263,0.03904156375824129,152.82992679134523,0.0,False
431,431000,incremental,0.03131943357846972,0.018072289156626505,0.03019696438571204,0.13855421686746988,0.05760553034649419,0.016265060240963858,0.04023090731256167,0.22289156626506024,0.06323202029960955,151.2052804740205,0.0,False
432,432000,incremental,0.025535943307027645,0.015060240963855422,0.025953842695233736,0.12650602409638553,0.03911054891588278,0.012349397590361445,0.03143120802387948,0.1927710843373494,0.062121565013084655,150.2421834892881,0.0,False
