training_emissions_mg,incremental_id_mapping_emissions_mg,incremental_checkpoint_load_emissions_mg,incremental_build_user_history_emissions_mg,incremental_batch_scoring_emissions_mg,incremental_update_total_emissions_mg,incremental_streaming_emissions_mg,incremental_n_updates,incremental_avg_emissions_per_update_mg
125522.72833458475,40.54011126977441,57.17088448583587,19.317500708933927,5803.770391547431,2442.1851698296214,8362.984057841597,8,305.2731462287027
