training_emissions_mg,no_update_id_mapping_emissions_mg,no_update_checkpoint_load_emissions_mg,no_update_build_user_history_emissions_mg,no_update_total_batch_emissions_mg,no_update_total_update_emissions_mg,no_update_streaming_emissions_mg
125522.72833458475,44.59556493977853,56.22020687338889,19.579174975707613,13245.890767004219,0.0,13366.285713793093
