training_emissions_mg,no_update_id_mapping_emissions_mg,no_update_checkpoint_load_emissions_mg,no_update_build_user_history_emissions_mg,no_update_batch_scoring_emissions_mg,no_update_update_total_emissions_mg,no_update_streaming_emissions_mg
1800197.1478978004,127.64342486467007,123.46925854800877,45.27344540905374,69401.2271766736,0.0,69697.61330549532
