batch,interactions,recall_existing,precision_existing,ndcg_existing,hr_existing,mrr_existing,recall_new_content,precision_new_content,ndcg_new_content,hr_new_content,mrr_new_content,recall_overall_content,precision_overall_content,ndcg_overall_content,hr_overall_content,mrr_overall_content,n_new_users,pct_new_users,n_users_trained,id_resolution_emissions_mg,recovered_history_seed_emissions_mg,expand_embeddings_emissions_mg,gt_split_emissions_mg,scoring_emissions_mg,history_update_emissions_mg,apply_content_seeds_emissions_mg,batch_emissions_mg,update_emissions_mg,updated
25,25000,0.0401926030958289,0.00806451612903226,0.022540623696382683,0.07603686635944701,0.024730268451466607,0.036458333333333336,0.006250000000000001,0.016549376575283225,0.0625,0.012772817460317458,0.03951620706337688,0.007735849056603773,0.0214554166706741,0.07358490566037736,0.022564390536088653,63,0.11886792452830189,59868,11.735221690973436,20.683249735523567,127.58900932568172,11.665070420796043,13.868455654713827,11.674672056209006,11.662654446785783,208.87833333068338,0.0,False
26,26000,0.0511532738095238,0.008928571428571428,0.02740318655838451,0.08482142857142858,0.026601473922902494,0.06875,0.00875,0.03095613223372897,0.0875,0.02496031746031746,0.05381944444444445,0.008901515151515152,0.027941511660709427,0.08522727272727272,0.026352813852813853,48,0.09090909090909091,59868,11.762297106121187,21.970132485804076,125.8548108974888,11.671520119676918,13.933474422392692,11.668713914147686,11.658666856657028,208.51961580228837,0.0,False
27,27000,0.03944350042480884,0.007710280373831777,0.021592680225633765,0.07476635514018691,0.022619974781189735,0.052884615384615384,0.008653846153846154,0.02615905723795657,0.08653846153846154,0.022435897435897436,0.04207108680792891,0.007894736842105263,0.02248535543105025,0.07706766917293233,0.022583989736245376,72,0.13533834586466165,59868,11.712969388299326,21.392057556406975,124.81496441748685,11.657379716276637,14.155678311792222,11.66511095966171,11.656302109750923,207.05446245967465,0.0,False
28,28000,0.05663862097270675,0.010609480812641084,0.03318675746050398,0.09932279909706546,0.0354742197857322,0.06172839506172839,0.008333333333333335,0.02331665314777081,0.08333333333333333,0.014609053497942386,0.05763625364351317,0.010163339382940109,0.031252145362908365,0.09618874773139746,0.03138449572206378,72,0.1306715063520871,59868,11.697329729394578,20.854543982908037,125.40430714110765,11.665274303266845,13.928762396446178,11.670516932138671,11.66143002760689,206.88216451286885,0.0,False
29,29000,0.035725760183591505,0.006987951807228917,0.02525016339329549,0.06506024096385542,0.030371007840887355,0.05451713395638629,0.010280373831775701,0.02769550059187117,0.08411214953271028,0.02289719626168224,0.03957763181901113,0.007662835249042145,0.025751410673463298,0.06896551724137931,0.028839019643617344,69,0.13218390804597702,59868,11.71353740300491,21.49624653003269,126.64818195761308,11.659894802783754,14.116577772778188,11.680813959878689,11.660508837761132,208.97576126385246,0.0,False
30,30000,0.043358302122347064,0.008089887640449439,0.0262876742162386,0.07865168539325842,0.030688425182807205,0.018518518518518517,0.0030303030303030307,0.007150942816704977,0.030303030303030304,0.0044893378226711555,0.03883782679738562,0.007169117647058824,0.022805070524044062,0.06985294117647059,0.02592057656395892,55,0.10110294117647059,59868,11.74068592924276,18.81851888868493,123.41569896608551,11.659915377850577,13.80346407681317,11.674286810575001,11.659233577866052,202.771803627118,0.0,False
31,31000,0.03907484518471065,0.00695067264573991,0.0196882262079644,0.06502242152466367,0.019567228984269342,0.040880503144654086,0.007547169811320755,0.02408810189577061,0.0660377358490566,0.023831985624438452,0.03942158385093167,0.007065217391304349,0.020533129872651823,0.06521739130434782,0.02038618587531631,73,0.1322463768115942,59868,11.697423430735537,21.20578837812824,133.41384980495707,11.664896170500427,13.843859719353361,11.674398458054458,11.661674435566038,215.1618903972951,0.0,False
32,32000,0.04214285714285714,0.007912087912087912,0.028426560322628046,0.07472527472527472,0.03161433804290947,0.05087719298245614,0.008421052631578947,0.020225267180792206,0.08421052631578947,0.01477861319966583,0.04365151515151515,0.008,0.027009973325401854,0.07636363636363637,0.028706349206349204,53,0.09636363636363636,59868,11.719187728896976,18.676327940381903,124.3277834677781,11.669297484806496,13.842484891671974,11.672984853891913,11.663290700067614,203.57135706749497,0.0,False
33,33000,0.04706366921768707,0.008035714285714287,0.022770931811748028,0.078125,0.02068452380952381,0.061403508771929814,0.009210526315789475,0.03187825564841423,0.07894736842105263,0.03007518796992481,0.04914349327517266,0.00820610687022901,0.024091841375844653,0.07824427480916031,0.022046528535078158,49,0.09351145038167939,59868,11.722191689024497,17.688468484243664,133.9138935109972,11.670439718751076,14.020633919866258,11.703898255105774,11.721959145302371,212.44148472329087,0.0,False
34,34000,0.03773620559334845,0.0070294784580498875,0.02435035483691243,0.07029478458049887,0.032028578627218085,0.05421686746987952,0.008433734939759036,0.032187915954661396,0.07228915662650602,0.02631956397016638,0.040346692111959286,0.007251908396946565,0.025591800586479536,0.07061068702290077,0.031124288137646915,62,0.1183206106870229,59868,11.770153959063737,25.1761903422177,138.44509287006673,11.666038913026034,14.152663526939904,11.66394029441381,11.66575576822676,224.53983567395466,0.0,False
35,35000,0.03241393984187776,0.005321507760532151,0.017579002665519462,0.05321507760532151,0.016309435821630944,0.07092198581560283,0.009574468085106383,0.036722309385761924,0.0851063829787234,0.026372002701789937,0.03905569456028172,0.006055045871559633,0.02088078400809339,0.05871559633027523,0.01804499781564002,62,0.11376146788990826,59868,11.710672815325868,20.587224050501103,125.49073917020836,11.661186288255271,13.84619915050997,11.664545500460546,11.678796977117322,206.6393639523784,0.0,False
