training_emissions_mg,id_mapping_emissions_mg,checkpoint_load_emissions_mg,build_user_history_emissions_mg,embedding_snapshot_emissions_mg,content_build_emissions_mg,total_batch_emissions_mg,total_update_emissions_mg,n_updates,avg_emissions_per_update_mg,streaming_emissions_mg
1800197.1478978004,152.307546512093,137.96238579552374,48.26571919882433,16.45030575407494,0.0,128408.06137852435,15858.63793324366,26,609.9476128170638,144621.68526902868
