batch,interactions,recall_existing,precision_existing,ndcg_existing,recall_new_user,precision_new_user,ndcg_new_user,recall_overall,precision_overall,ndcg_overall,pct_new_user,n_new_users,n_new_user_interactions,n_unique_users,window_unique_users,n_users_trained
412,412000,0.025309048350523004,0.0038402457757296467,0.013022245065570356,0.004310344827586207,0.0008620689655172415,0.0018828227311910705,0.022133233997640774,0.0033898305084745757,0.011337534516954973,0.054758800521512385,42,130,767,7174,59868
413,413000,0.022681704260651626,0.0027067669172932333,0.010922342030472031,0.007751937984496124,0.0007751937984496124,0.004890928322259361,0.020256087321578502,0.002392947103274559,0.009942427208860653,0.060453400503778336,48,150,794,7679,59868
414,414000,0.036048064085447265,0.004672897196261682,0.01858329585469217,0.0,0.0,0.0,0.02978488692774407,0.003861003861003861,0.015354537887660712,0.07722007722007722,60,152,777,8162,59868
415,415000,0.01983493077742279,0.0028753993610223646,0.008104504751640651,0.0,0.0,0.0,0.016445916114790283,0.0023841059602649007,0.006719761555664965,0.052980132450331126,40,151,755,8614,59868
416,416000,0.013604336043360435,0.0021138211382113825,0.00803898746631457,0.0,0.0,0.0,0.011336946702800362,0.0017615176151761522,0.006699156221928807,0.06097560975609756,45,148,738,9049,59868
417,417000,0.022014821860262355,0.0030911901081916537,0.012927510189172493,0.0,0.0,0.0,0.01833151833151833,0.002574002574002574,0.010764606296518152,0.06306306306306306,49,150,777,9506,59868
418,418000,0.020036288232244685,0.002799377916018663,0.008549288489922037,0.0,0.0,0.0,0.01668825561312608,0.0023316062176165805,0.007120715672305531,0.06217616580310881,48,154,772,9942,59868
419,419000,0.018346774193548385,0.0025806451612903226,0.010523851834148064,0.0,0.0,0.0,0.015186915887850467,0.002136181575433912,0.008711332626397594,0.07610146862483311,57,156,749,10356,59868
420,420000,0.03466872110939907,0.004006163328197226,0.014957459075755963,0.0,0.0,0.0,0.029182879377431907,0.0033722438391699094,0.01259064972784127,0.05188067444876784,40,142,771,10765,59868
421,421000,0.016289023162134944,0.0021148036253776435,0.007515230217046113,0.0,0.0,0.0,0.013684433164128594,0.0017766497461928932,0.006313556349853461,0.044416243654822336,35,145,788,788,59868
422,422000,0.017594037094817126,0.0024960998439937598,0.010161028310197277,0.004424778761061947,0.0008849557522123895,0.0015684892635756437,0.015620394930739759,0.0022546419098143236,0.008873287047242046,0.054376657824933686,41,135,754,1489,59868
423,423000,0.013620071684587814,0.002457757296466974,0.008072795885662353,0.0,0.0,0.0,0.011515151515151516,0.002077922077922078,0.006825181976059989,0.04285714285714286,33,135,770,2161,59868
424,424000,0.017425431711145998,0.00282574568288854,0.009787432677926415,0.006993006993006993,0.0006993006993006993,0.0024909593504057496,0.015512820512820512,0.002435897435897436,0.008449745901214294,0.06025641025641026,47,156,780,2811,59868
425,425000,0.025585023400936036,0.0035881435257410295,0.013523550728671018,0.0,0.0,0.0,0.02172185430463576,0.0030463576158940393,0.011481584128580295,0.06357615894039735,48,132,755,3397,59868
426,426000,0.011624869383490073,0.0021943573667711595,0.007039257169798438,0.016,0.0016,0.006540234922463478,0.012341633901266929,0.0020969855832241153,0.0069575038527383195,0.053735255570117955,41,136,763,3987,59868
427,427000,0.019150641025641024,0.003044871794871795,0.009977738546785919,0.0,0.0,0.0,0.015723684210526313,0.0025,0.00819224849104528,0.06710526315789474,51,158,760,4540,59868
428,428000,0.021453373015873016,0.002529761904761905,0.012030461162547666,0.0070921985815602835,0.0007092198581560284,0.0035460992907801418,0.01896268962689627,0.0022140221402214026,0.010559003568551082,0.06642066420664207,54,156,813,5107,59868
429,429000,0.01776281035393555,0.003011093502377179,0.010340670618354987,0.0,0.0,0.0,0.014689820882481431,0.0024901703800786373,0.00855172104873132,0.06815203145478375,52,152,763,5632,59868
