batch,interactions,recall_existing,precision_existing,ndcg_existing,recall_new_user,precision_new_user,ndcg_new_user,recall_overall,precision_overall,ndcg_overall,pct_new_user,n_new_users,n_new_user_interactions,n_first_time_new_user_interactions,n_untrained_users_active,pct_untrained_users,n_unique_users,window_unique_users,window_unique_untrained_users,n_users_trained
35,35000,0.029238505747126435,0.0038793103448275866,0.01388680256386963,0.010582010582010581,0.0010582010582010583,0.004749361904983433,0.01599916562369629,0.0018773466833541927,0.007402536163884057,0.5957446808510638,476,671,561,567,0.7096370463078848,799,11062,8490,65679
36,36000,0.02102803738317757,0.0028037383177570096,0.008000622265737334,0.006390328151986183,0.0010362694300518136,0.0036935473284200864,0.010340479192938208,0.0015132408575031528,0.004855860111000024,0.6116015132408575,485,694,572,579,0.7301387137452712,793,11720,8998,65679
37,37000,0.039060785604564406,0.005529953917050692,0.024964646832045904,0.014536557282671272,0.0018998272884283248,0.009404883922581665,0.02122218234027279,0.002889447236180905,0.013646678585086362,0.6369346733668342,507,719,632,579,0.7273869346733668,796,12393,9518,65679
38,38000,0.031938325991189426,0.003964757709251102,0.01384434787864455,0.005119453924914676,0.0005119453924914677,0.0018368486820407798,0.012607626076260762,0.0014760147601476014,0.00518949605919829,0.6223862238622386,506,681,567,586,0.7207872078720787,813,13080,10049,65679
39,39000,0.026570048309178744,0.0028985507246376816,0.011844477287747072,0.007355516637478109,0.001050788091068301,0.0034875037291085325,0.012467866323907454,0.0015424164524421597,0.005711017259491795,0.6298200514138818,490,720,607,571,0.7339331619537275,778,13719,10565,65679
40,40000,0.027814716312056734,0.003723404255319149,0.010737813766257029,0.005707762557077626,0.0006849315068493151,0.0029427934191583443,0.011091321243523316,0.0014248704663212437,0.004841062622855951,0.6308290155440415,487,702,560,584,0.7564766839378239,772,14347,11070,65679
41,41000,0.006228956228956229,0.0030303030303030307,0.0045731051647284054,0.002294893861158921,0.0005163511187607574,0.0009824970566085765,0.0032948224219084294,0.0011553273427471118,0.0018951291559766463,0.6290115532734275,490,702,579,581,0.7458279845956355,779,779,581,65679
42,42000,0.01060090702947846,0.002380952380952381,0.007777015227504077,0.006129597197898424,0.0007005253940455342,0.0020779163812080746,0.007331870007926346,0.0011523687580025609,0.003610324521697397,0.5992317541613317,468,698,557,571,0.7311139564660691,781,1529,1134,65679
43,43000,0.014772727272727272,0.0018181818181818182,0.00655150663570533,0.0017421602787456446,0.00017421602787456446,0.0006205700123833139,0.0053526448362720405,0.0006297229219143577,0.002263902578039288,0.5957178841309824,473,699,553,574,0.7229219143576826,794,2286,1688,65679
44,44000,0.019183168316831683,0.0029702970297029708,0.0076861364406717765,0.0023961661341853034,0.0003194888178913738,0.0019239335424736201,0.006491545893719807,0.0009661835748792271,0.003329688355802156,0.6400966183574879,530,736,606,626,0.7560386473429952,828,3055,2280,65679
45,45000,0.018883792048929662,0.003211009174311927,0.012147472847508962,0.005018248175182482,0.0007299270072992701,0.002320600833043605,0.00896431679721497,0.0014360313315926894,0.005117282424627741,0.5939947780678851,455,682,565,548,0.7154046997389034,766,3763,2800,65679
46,46000,0.0020833333333333333,0.0010416666666666667,0.0013180285531769283,0.006299212598425197,0.0006299212598425198,0.002352585441003084,0.00532043530834341,0.0007255139056831922,0.002112398110334859,0.656590084643289,543,753,629,635,0.7678355501813785,827,4525,3411,65679
47,47000,0.01977547495682211,0.004145077720207254,0.013008058126102583,0.006019261637239166,0.0009630818619582666,0.0028517856036075822,0.009272875816993464,0.001715686274509804,0.00525394319777613,0.6433823529411765,525,730,596,623,0.7634803921568627,816,5264,3992,65679
48,48000,0.03155339805825243,0.0033980582524271844,0.015998907891186482,0.010863586358635864,0.0014851485148514854,0.006695400042379982,0.016112479474548438,0.001970443349753695,0.009055649570525473,0.6231527093596059,506,733,600,606,0.7463054187192119,812,5986,4552,65679
49,49000,0.029850746268656716,0.0034825870646766175,0.022476530153263678,0.005384615384615384,0.0006153846153846154,0.0018613842651185048,0.011163337250293772,0.001292596944770858,0.006730531531296154,0.6298472385428907,536,740,601,650,0.763807285546416,851,6735,5143,65679
50,50000,0.005319148936170213,0.0005319148936170213,0.00189471908036182,0.004815409309791332,0.0004815409309791333,0.002646408209273606,0.004932182490752158,0.0004932182490752158,0.002472157215148556,0.6362515413070283,516,741,603,623,0.7681874229346486,811,7461,5719,65679
