batch,interactions,recall_existing,precision_existing,ndcg_existing,recall_new_user,precision_new_user,ndcg_new_user,recall_overall,precision_overall,ndcg_overall,pct_new_user,n_new_users,n_new_user_interactions,n_unique_users,window_unique_users,n_users_trained,n_first_time_new_user_interactions,n_untrained_users_active,pct_untrained_users,window_unique_untrained_users
75,75000,0.0282954545454545,0.0038636363636363,0.0175598049137336,0.0,0.0,0.0,0.0172916666666666,0.0023611111111111,0.0107309918917261,0.1277777777777777,92,408,720,7863,65679,143,280,0.3888888888888889,2941
76,76000,0.0192640692640692,0.0025974025974025,0.0116703867616101,0.0021645021645021,0.0004329004329004,0.0007672696397577,0.0135642135642135,0.0018759018759018,0.0080360143876593,0.0981240981240981,68,371,693,8249,65679,121,231,0.3333333333333333,3068
77,77000,0.029906962785114,0.003781512605042,0.0164260281063544,0.0007692307692307,0.0003846153846153,0.0004348207759918,0.0196137422360248,0.0025815217391304,0.0107769602994328,0.1290760869565217,95,370,736,8645,65679,137,260,0.3532608695652174,3224
78,78000,0.0252533507682249,0.0036613272311212,0.0136395637028042,0.0054744525547445,0.0007299270072992,0.0020855054891025,0.017631103074141,0.0025316455696202,0.0091869449256533,0.1223628691983122,87,398,711,9028,65679,129,274,0.3853727144866385,3373
79,79000,0.0235983528666455,0.0028824833702882,0.011332572483681,0.0077854671280276,0.001038062283737,0.0054040389810604,0.0174227799227799,0.0021621621621621,0.0090172398049548,0.1108108108108108,82,421,740,9411,65679,118,289,0.39054054054054055,3532
80,80000,0.0188661607830199,0.0030023094688221,0.0120607749218267,0.0017985611510791,0.0003597122302158,0.0007351884805341,0.0121927533319938,0.0019690576652601,0.0076324865523761,0.1111111111111111,79,387,711,9781,65679,109,278,0.3909985935302391,3673
81,81000,0.0255555555555555,0.0042222222222222,0.0134307288095383,0.0,0.0,0.0,0.0154155495978552,0.0025469168900804,0.0081016460647349,0.1152815013404825,86,412,746,746,65679,124,296,0.3967828418230563,296
82,82000,0.0226658950617283,0.0034722222222222,0.0107373442799641,0.005420054200542,0.0008130081300813,0.00320063412837,0.0164085545722713,0.0025073746312684,0.0080027857293857,0.1091445427728613,74,399,678,1368,65679,159,246,0.36283185840707965,517
83,83000,0.0196155871511321,0.0033175355450236,0.0128673599018827,0.0009398496240601,0.000375939849624,0.0005677429256684,0.0123950258397932,0.0021802325581395,0.0081119847337533,0.1046511627906976,72,406,688,1954,65679,117,266,0.3866279069767442,740
84,84000,0.0129629629629629,0.0017777777777777,0.0076456219442297,0.0039251207729468,0.0010869565217391,0.0027730008918359,0.0095270890725436,0.0015151515151515,0.0057932205524106,0.1157024793388429,84,399,726,2545,65679,139,276,0.38016528925619836,960
85,85000,0.0274004683840749,0.0037470725995316,0.0155438624007206,0.0025940337224383,0.0007782101167315,0.0013008595717214,0.0180799220272904,0.0026315789473684,0.0101923247880703,0.0950292397660818,65,419,684,3050,65679,111,257,0.3757309941520468,1142
86,86000,0.019271948608137,0.0023554603854389,0.0091303994855401,0.0006968641114982,0.0003484320557491,0.0003939142918392,0.0122015915119363,0.0015915119363395,0.0058049734237468,0.1193633952254641,90,391,754,3604,65679,136,287,0.3806366047745358,1348
87,87000,0.0229729729729729,0.0029279279279279,0.0128358766783685,0.0,0.0,0.0,0.0142657342657342,0.0018181818181818,0.0079708101331407,0.1076923076923077,77,401,715,4127,65679,147,271,0.37902097902097903,1537
88,88000,0.0194733680416499,0.0030837004405286,0.0103277818207236,0.0057575757575757,0.001090909090909,0.0025725482883006,0.0142993723240636,0.0023319615912208,0.0074022822028685,0.1124828532235939,82,400,729,4632,65679,122,275,0.3772290809327846,1730
89,89000,0.0184695512820512,0.0028846153846153,0.0111989299002468,0.0064638783269961,0.0011406844106463,0.0040976638920575,0.0138193421698576,0.0022091310751104,0.0084483658941293,0.0957290132547864,65,420,679,5052,65679,144,263,0.3873343151693667,1891
90,90000,0.0241078208048595,0.0036446469248291,0.0130272524392738,0.0075187969924812,0.0007518796992481,0.0061313148630505,0.0178486997635933,0.0025531914893617,0.0104253809566137,0.100709219858156,71,407,705,5501,65679,141,266,0.3773049645390071,2064
91,91000,0.0216198530152018,0.0033826638477801,0.012088335116456,0.0,0.0,0.0,0.0138754280545325,0.0021709633649932,0.0077581852239942,0.0746268656716417,55,367,737,5962,65679,82,264,0.3582089552238806,2219
92,92000,0.0283124128312412,0.003765690376569,0.0127248761509442,0.0023234200743494,0.0007434944237918,0.0011952116989783,0.0189535921463632,0.002677376171352,0.0085729621782818,0.1151271753681392,86,384,747,6447,65679,134,269,0.36010709504685406,2400
93,93000,0.0205193891902752,0.0029535864978902,0.0119406299313792,0.0035460992907801,0.000354609929078,0.0013718184653707,0.0141880826404635,0.0019841269841269,0.0079982954956458,0.0952380952380952,72,373,756,6900,65679,109,282,0.373015873015873,2566
94,94000,0.0188505747126436,0.0029885057471264,0.0118222781666564,0.0100671140939597,0.0010067114093959,0.0046107038520604,0.0152796725784447,0.0021828103683492,0.00889042394326,0.1173260572987721,86,406,733,7349,65679,130,298,0.40654843110504774,2742
95,95000,0.0234366677319697,0.0026845637583892,0.0128442329011249,0.0034482758620689,0.0003448275862068,0.0012283006452,0.0155714931834334,0.0017639077340569,0.0082735132888885,0.1099050203527815,81,414,737,7781,65679,137,290,0.39348710990502034,2919
96,96000,0.0191428571428571,0.0030588235294117,0.0087632386291892,0.0038732394366197,0.001056338028169,0.0032278089691029,0.013026395325408,0.0022566995768688,0.0065459438147118,0.078984485190409,56,419,709,8158,65679,87,284,0.4005641748942172,3059
97,97000,0.0165932452276064,0.0030837004405286,0.0097574801574441,0.0017605633802816,0.0003521126760563,0.0008352032139763,0.0108852755194218,0.0020325203252032,0.0063239752090093,0.0934959349593495,69,383,738,8546,65679,99,284,0.38482384823848237,3201
98,98000,0.0303491351697629,0.0042600896860986,0.0191864447206407,0.0105721393034825,0.0022388059701492,0.0050509234477479,0.0229258370014672,0.003501400560224,0.0138806748310955,0.1050420168067226,75,389,714,8952,65679,120,268,0.3753501400560224,3351
99,99000,0.0193319118692253,0.003411513859275,0.0102029623511991,0.0017921146953405,0.0003584229390681,0.0007828223541869,0.012789661319073,0.0022727272727272,0.0066893005073938,0.1016042780748663,76,390,748,9343,65679,105,279,0.3729946524064171,3511
100,100000,0.0190531177829099,0.0032332563510392,0.0099844625404158,0.0035211267605633,0.0003521126760563,0.001254250658831,0.0129009762900976,0.002092050209205,0.0065264706654227,0.1115760111576011,80,458,717,9729,65679,147,284,0.39609483960948394,3668
101,101000,0.0149162861491628,0.0018264840182648,0.0060711269533736,0.0052419354838709,0.0009677419354838,0.0029703773342269,0.010906862745098,0.0014705882352941,0.0047860569240481,0.1096256684491978,82,440,748,748,65679,145,310,0.4144385026737968,310
102,102000,0.0105421686746987,0.0016867469879518,0.0053346891380966,0.0126353790613718,0.0014440433212996,0.007431497729705,0.0113800578034682,0.0015895953757225,0.0061740185887837,0.1199421965317919,83,403,692,1371,65679,119,277,0.40028901734104044,548
103,103000,0.0135677330799282,0.0019955654101995,0.0053689146163227,0.0084459459459459,0.0010135135135135,0.0041741397041104,0.0115382163574934,0.0016064257028112,0.0048954830580699,0.0990629183400267,74,425,747,2000,65679,121,296,0.3962516733601071,786
104,104000,0.0339435545385202,0.0045766590389016,0.0207524330637686,0.0012626262626262,0.0003787878787878,0.0017775709319043,0.0216357584403233,0.0029957203994293,0.013606407952767,0.0912981455064194,64,408,701,2580,65679,127,264,0.37660485021398005,999
105,105000,0.0196376811594202,0.0026086956521739,0.0103539528988303,0.0076470588235294,0.0015686274509803,0.0065025581365368,0.0153613053613053,0.0022377622377622,0.0089803785430473,0.0951048951048951,68,380,715,3140,65679,98,255,0.35664335664335667,1195
106,106000,0.0138688085676037,0.0028915662650602,0.0106256721531906,0.0019011406844106,0.0003802281368821,0.0007018087330021,0.0092264831202884,0.0019174041297935,0.006776149912026,0.1091445427728613,74,399,678,3631,65679,136,263,0.387905604719764,1384
107,107000,0.0228794642857142,0.003125,0.0162919383429577,0.0011614401858304,0.0003484320557491,0.0005450391707581,0.0143990929705215,0.0020408163265306,0.0101431491423845,0.0938775510204081,69,412,735,4166,65679,107,287,0.3904761904761905,1587
108,108000,0.0287742899850523,0.0033632286995515,0.015129612402253,0.0032679738562091,0.0003267973856209,0.002061861939776,0.0183953900709219,0.002127659574468,0.0098121501130004,0.1103723404255319,83,417,752,4701,65679,124,306,0.40691489361702127,1808
109,109000,0.0213850837138508,0.0029680365296803,0.0106027830776868,0.0068493150684931,0.0006849315068493,0.0022098356624175,0.0155707762557077,0.0020547945205479,0.0072456041115791,0.0835616438356164,61,428,730,5187,65679,95,292,0.4,1993
110,110000,0.0090622537431048,0.0011820330969267,0.0047623007622777,0.0030084235860409,0.0007220216606498,0.0032824155369361,0.0066666666666666,0.001,0.0041766890373926,0.1014285714285714,71,416,700,5644,65679,118,277,0.39571428571428574,2172
