metric,mean_existing,mean_new_user,mean_overall,pct_existing,pct_new_user
Recall@10,0.019059323216633183,0.0035387311026265724,0.012538092669185784,52.011344304977804,-71.7761608883022
Precision@10,0.002734130798184641,0.0006822611891601662,0.0018760450689370733,45.739078631716495,-63.63300645294622
NDCG@10,0.010178955006775629,0.0020991925197543127,0.006789876545560908,49.91369781870975,-69.0834950286876
