batch,interactions,strategy,recall_at_10,precision_at_10,ndcg_at_10,hr_at_10,recall_at_20,precision_at_20,ndcg_at_20,hr_at_20,mrr,id_resolution_emissions_mg,expand_embeddings_emissions_mg,scoring_emissions_mg,update_prep_emissions_mg,history_update_emissions_mg,batch_emissions_mg,update_emissions_mg,updated
1,1000,no_update,0.021533713200379865,0.0029914529914529917,0.011293714022930128,0.029914529914529916,0.03048772215438882,0.002136752136752137,0.013678020364925828,0.042735042735042736,0.01036033450563365,11.733900000368655,144.38497471744287,20.4587730141181,11.655254508678086,11.663500274867294,199.89640251547502,0.0,False
2,2000,no_update,0.013639502762430939,0.0016574585635359118,0.006838365109454622,0.016574585635359115,0.036705801104972374,0.0022099447513812156,0.012894513738935465,0.04419889502762431,0.006995551008591307,11.698849593753838,143.70596732823904,21.85149728218714,11.656534025548579,11.666114659374571,200.57896288910314,0.0,False
3,3000,no_update,0.023994969778102306,0.0032128514056224897,0.014299122959332125,0.030789825970548863,0.03884223763741836,0.0024765729585006693,0.018020306857738557,0.04685408299866131,0.01377863718480054,11.727409954494727,141.8282829754587,21.02912138731046,11.654969748479049,11.663378019093972,197.90316208483694,0.0,False
4,4000,no_update,0.013730506822612086,0.0020833333333333333,0.005608771148566481,0.020833333333333332,0.027735136452241713,0.0020833333333333333,0.009262717916398152,0.04027777777777778,0.0060195923286093566,11.693488560020793,144.01324176747454,20.222502214845093,11.656151375581636,11.666464160378123,199.25184807830018,0.0,False
5,5000,no_update,0.016843155310006137,0.0020718232044198894,0.011014691321305581,0.020718232044198894,0.025974524248004914,0.0017265193370165745,0.013590255004594827,0.03314917127071823,0.010710000558066856,11.725303637277188,142.54211388912975,22.594454059975728,11.657985499955933,11.666671923841239,200.18652901017987,0.0,False
6,6000,no_update,0.02131782945736434,0.0031976744186046516,0.011704173300952537,0.030523255813953487,0.03766957364341085,0.0027616279069767446,0.016178418134672332,0.05377906976744186,0.011902010059893548,11.726225122479782,145.21349644360362,20.916561459656275,11.656953940011915,11.663768632065413,201.17700559781696,0.0,False
7,7000,no_update,0.01063049853372434,0.0017595307917888565,0.00570153037043285,0.017595307917888565,0.035606060606060606,0.002712609970674487,0.012561214693950622,0.051319648093841645,0.007220330406665445,11.737347669947248,145.421720144065,20.209713983630664,11.65730892839262,11.667840553901366,200.69393127993686,0.0,False
8,8000,no_update,0.021543560606060604,0.00340909090909091,0.012576607987260114,0.029829545454545456,0.03935735192837465,0.0029829545454545456,0.017402884610944316,0.05539772727272727,0.013760891678430554,11.740274373744962,142.60836881666387,20.622081996663237,11.657378829381697,11.664830912650523,198.2929349291043,0.0,False
9,9000,no_update,0.01956435500739298,0.002531645569620253,0.010425906199879403,0.02531645569620253,0.03093331890800245,0.0020393811533052043,0.013595357785827985,0.040787623066104076,0.010752253684743135,11.726300944475383,142.9692342434345,20.434791876386676,11.657414682612888,11.665824041242473,198.4535657881519,0.0,False
10,10000,no_update,0.01189794945159752,0.0018597997138769672,0.006233169306186999,0.017167381974248927,0.028925676135976564,0.0022889842632331904,0.011036875127914758,0.04148783977110158,0.007511404795948838,11.723535180096361,145.23293013874718,20.569238712696542,11.652592799482262,11.658494292588959,200.83679112361128,0.0,False
11,11000,no_update,0.02096774193548387,0.0029453015427769996,0.009815905603486155,0.029453015427769985,0.03551787156275235,0.0025245441795231417,0.013854303200115292,0.04908835904628331,0.010018428069743967,11.709811974449854,142.59854493456783,19.400768002253518,11.654590938099501,11.66588660996004,197.02960245933073,0.0,False
12,12000,no_update,0.01861010101010101,0.0029333333333333334,0.01005330426203247,0.028,0.04574343434343435,0.003266666666666667,0.017396367405197757,0.064,0.013782908182288988,11.728526631862596,142.30660025354135,20.49023021650229,11.65546667544629,11.667292584862949,197.84811636221548,0.0,False
13,13000,no_update,0.023347805113362277,0.0030390738060781476,0.01050395294239803,0.02894356005788712,0.032392667631452,0.002243125904486252,0.013031285052845884,0.04341534008683068,0.00966243702771058,11.69345179616874,142.42744321537248,20.46144580171265,11.655816854487869,11.666011909020664,197.9041695767624,0.0,False
14,14000,no_update,0.02621477162293489,0.004081632653061225,0.014809901464613544,0.037900874635568516,0.038196469063816,0.003206997084548105,0.018215700324695466,0.05830903790087463,0.015238139308162054,11.723870225487099,142.4248716188595,19.259835971169228,11.656619273060862,11.663700193588305,196.728897282165,0.0,False
15,15000,no_update,0.018101415094339622,0.002515723270440252,0.007975265473382967,0.025157232704402517,0.03647798742138365,0.0026729559748427676,0.012978308119658426,0.05188679245283019,0.008131594577393104,11.6972574974155,141.8828463055372,19.682457407072754,11.656390612623923,11.670112915533343,196.5890647381827,0.0,False
16,16000,no_update,0.01105392156862745,0.0022058823529411764,0.005957279522947581,0.01911764705882353,0.019534313725490197,0.001911764705882353,0.008456205502790118,0.03235294117647059,0.005962139640545212,11.726379494391304,143.5357277707011,20.232668105084514,11.659715056676433,11.672906341498711,198.82739676835203,0.0,False
17,17000,no_update,0.011723973256924546,0.0020057306590257878,0.006244490155452479,0.01862464183381089,0.016809933142311363,0.00171919770773639,0.00793307635516885,0.027220630372492838,0.006874057572481641,11.749014800205034,135.10111966059077,20.86815078513292,11.658646370208553,11.674370450276937,191.0513020664142,0.0,False
18,18000,no_update,0.02245467224546722,0.0032078103207810317,0.013538225472685917,0.03207810320781032,0.035867038586703856,0.002649930264993027,0.017208547458482628,0.0502092050209205,0.014280506801427301,11.782025431937917,133.42412566383007,20.239830984392864,11.658659623486368,11.674600726968317,188.7792424306155,0.0,False
19,19000,no_update,0.018852016727370833,0.002407932011331445,0.009457099670970578,0.024079320113314446,0.02676042088223391,0.001841359773371105,0.011691117995804058,0.036827195467422094,0.008064328235966298,11.758566917013068,133.34056173443503,20.77567164155813,11.659334421113867,11.674870802912997,189.2090055170331,0.0,False
20,20000,no_update,0.016954436450839327,0.0024460431654676263,0.008840160298511032,0.02446043165467626,0.032038369304556356,0.002517985611510791,0.013031534515660014,0.04748201438848921,0.010002742911957336,11.790535999567885,135.233917797177,20.053754653848003,11.65811975936768,11.675424472201366,190.41175268216196,0.0,False
21,21000,no_update,0.02481698389458272,0.0032210834553440706,0.013889744238257966,0.032210834553440704,0.035919960956564176,0.002562225475841874,0.017075871478196974,0.04978038067349927,0.013398170329947818,11.7552188047031,140.41720939106295,20.08780471885515,11.655276170416569,11.673424843477477,195.58893392851525,0.0,False
22,22000,no_update,0.012345679012345678,0.0017094017094017096,0.006418425078772034,0.01566951566951567,0.027113010446343778,0.002136752136752137,0.010694876118966393,0.038461538461538464,0.007236669482971512,11.752247779131704,133.6500383370817,19.51459105094082,11.658678659798825,11.6788216161217,188.25437744307473,0.0,False
23,23000,no_update,0.0063581112669471715,0.001262272089761571,0.004539515844185283,0.012622720897615708,0.019915848527349227,0.0014726507713884993,0.008071546086162206,0.028050490883590462,0.006204874779640626,11.750330544804676,135.45892285149375,20.666958869076936,11.659169326739931,11.676234676386358,191.2116162685017,0.0,False
24,24000,no_update,0.012566844919786097,0.0017379679144385028,0.00704787448430181,0.017379679144385027,0.02253787878787879,0.0015374331550802138,0.009682894545799436,0.03074866310160428,0.007688091176412975,11.759810864482406,135.8892903537603,22.82447695207534,11.657855501934037,11.675584934629432,193.80701860688148,0.0,False
