metric,mean_incremental,mean_content_init,pct_improvement,win_rate,wilcoxon_p
Recall@10,0.023954481947880052,0.01768606508770021,-26.16803349710759,0.1765873015873016,2.843883397887298e-60
Precision@10,0.0035561361970566376,0.0027090494781845317,-23.820423963886064,0.17063492063492064,1.3983264616618837e-56
NDCG@10,0.013000074822099006,0.009704710727486084,-25.3488086777092,0.14484126984126985,8.694103949486428e-59
