training_emissions_mg,incremental_id_mapping_emissions_mg,incremental_checkpoint_load_emissions_mg,incremental_build_user_history_emissions_mg,incremental_total_batch_emissions_mg,incremental_total_update_emissions_mg,incremental_streaming_emissions_mg,incremental_n_updates,incremental_avg_emissions_per_update_mg
1832435.5559161347,136.1259849647014,137.38873883810143,49.97337363305118,108465.36725813296,16264.086409533784,125052.9417651026,25,650.5634563813513
