batch,interactions,recall_existing,precision_existing,ndcg_existing,hr_existing,mrr_existing,recall_new_content,precision_new_content,ndcg_new_content,hr_new_content,mrr_new_content,recall_overall_content,precision_overall_content,ndcg_overall_content,hr_overall_content,mrr_overall_content,n_new_users,pct_new_users,n_users_trained,id_resolution_emissions_mg,recovered_history_seed_emissions_mg,expand_embeddings_emissions_mg,gt_split_emissions_mg,scoring_emissions_mg,history_update_emissions_mg,apply_content_seeds_emissions_mg,batch_emissions_mg
1,1000,0.029757217847769028,0.004133858267716535,0.015606667803340453,0.04133858267716536,0.013160854893138356,0.009335624284077892,0.002061855670103093,0.006353497187920807,0.020618556701030927,0.00781786941580756,0.024113643558088,0.0035612535612535613,0.013049523787113371,0.03561253561253561,0.011684303350970019,194,0.27635327635327633,65679,11.712723873257328,34.894952996806516,137.75783562294245,11.659983310798689,14.533818461097457,11.671497033878671,12.206095683165232,234.43690698194635
2,2000,0.016584158415841585,0.0019801980198019802,0.00871553019508882,0.019801980198019802,0.006716171617161716,0.026255707762557076,0.0036529680365296807,0.0216438434025041,0.0319634703196347,0.021961295933898672,0.01950966850828729,0.0024861878453038676,0.01262616637246996,0.023480662983425413,0.01132761115495922,205,0.28314917127071826,65679,11.772459566399863,35.602464590111204,137.88969528186678,11.660742777541657,14.876644753965751,11.676848636966866,12.509521376886283,235.98837698373842
3,3000,0.03220439691027926,0.004313725490196079,0.01855497532118222,0.041176470588235294,0.01644880174291939,0.0189873417721519,0.002109704641350211,0.009181087061402655,0.02109704641350211,0.007735583684950773,0.028011034035130417,0.0036144578313253013,0.015580930451613604,0.03480589022757698,0.013684367098021715,207,0.27710843373493976,65679,11.741245796000532,35.501115165681526,138.84745187142406,11.661766950015048,14.699410425714861,11.670663251166745,12.732271505126215,236.853924965129
4,4000,0.01546267629858961,0.0025490196078431374,0.006732912791890686,0.025490196078431372,0.00631730469965764,0.015918367346938776,0.0033333333333333335,0.01231088242002985,0.02857142857142857,0.015918367346938776,0.015595586187691449,0.002777777777777778,0.00835982060009794,0.02638888888888889,0.009117614638447973,179,0.24861111111111112,65679,11.741450147106665,33.55661200328866,139.0658809242017,11.680705376823598,14.906707976253438,11.669084409154971,12.303331690580784,234.92377252740985
5,5000,0.021623419827012644,0.0023952095808383238,0.013438500734088735,0.023952095808383235,0.011377245508982036,0.03357000498256103,0.005381165919282512,0.019126712606106145,0.04932735426008968,0.016228913089899637,0.025303100061387352,0.0033149171270718232,0.015190532843839956,0.031767955801104975,0.012871612733491187,178,0.24585635359116023,65679,11.748022265357102,33.75387898727064,153.46101504895938,11.663115103977429,14.930025286438546,11.665328623116245,12.94656888848819,250.1679542036075
6,6000,0.02906162464985994,0.004201680672268907,0.01579322997549973,0.03991596638655462,0.013674636521275178,0.012971698113207548,0.0023584905660377358,0.010065115219714104,0.018867924528301886,0.010220125786163521,0.024103682170542633,0.003633720930232558,0.014028171358891367,0.03343023255813953,0.01261016519010705,169,0.24563953488372092,65679,11.750893059115416,30.718916809018786,136.40094159521203,11.660472688190815,14.40684775217728,11.664209061817543,12.80321167487471,229.40549264040658
7,7000,0.013888888888888888,0.0020833333333333333,0.007408088128895929,0.020833333333333332,0.006128472222222222,0.007178217821782178,0.0014851485148514854,0.00738850220353967,0.01485148514851485,0.010451045104510451,0.011901270772238515,0.0019061583577712614,0.007402287019039675,0.01906158357771261,0.0074087650700553915,147,0.2155425219941349,65679,11.762992511675941,27.93940838524125,135.4673732921162,11.663042758957264,14.38421239682115,11.665513954587334,12.840629669806386,225.72317296920554
8,8000,0.025978407557354928,0.004251012145748988,0.01432178403639014,0.03643724696356275,0.013941906047169206,0.015873015873015872,0.0019047619047619048,0.012521024972853326,0.01904761904761905,0.012585034013605442,0.022964015151515152,0.0035511363636363635,0.01378462579300558,0.03125,0.013537157287157287,151,0.21448863636363635,65679,11.719017376651212,29.538973203600133,141.6825617722179,11.663709717352894,14.889694144215767,11.666048892375844,12.5416879546438,233.70169306105754
9,9000,0.0274781919111816,0.0032989690721649486,0.013511671200204944,0.032989690721649485,0.009953362788414334,0.018109987357774967,0.004424778761061947,0.012058380621562927,0.04424778761061947,0.015228613569321533,0.024500394120647282,0.0036568213783403666,0.013049725109103542,0.03656821378340366,0.011630165427633782,160,0.2250351617440225,65679,11.731008256112007,29.35731345390805,134.80504140449008,11.66525096909501,14.543831411979735,11.669282811356107,12.746721975781787,226.51845028272277
10,10000,0.016767473118279568,0.002620967741935484,0.008784244647227242,0.024193548387096774,0.008142921146953405,0.02134646962233169,0.0024630541871921183,0.012519639163227908,0.024630541871921183,0.010509031198686371,0.018097281831187407,0.002575107296137339,0.009869058791359053,0.024320457796852647,0.008830074709903036,151,0.21602288984263232,65679,11.731757064771184,29.10079737607294,137.38410887542165,11.662893526592082,14.576355597300823,11.668413735280678,12.430647512105907,228.55497368754524
11,11000,0.02949260042283298,0.004228329809725159,0.013462602413772031,0.042283298097251586,0.011967683479311386,0.014027777777777776,0.002916666666666667,0.008716997846678178,0.029166666666666667,0.0109375,0.02428705002337541,0.0037868162692847127,0.011865203962015335,0.037868162692847124,0.01162091765177319,152,0.2131837307152875,65679,11.70294442884431,30.84456413458055,143.0168489679885,11.678427903774688,14.766612450744024,11.732513400890353,12.89622570466208,236.6381369914845
12,12000,0.026595999520900707,0.004150197628458498,0.01449722489908274,0.039525691699604744,0.016465901248509947,0.00628415300546448,0.001639344262295082,0.004694326452107692,0.01639344262295082,0.006505334374186833,0.01998787878787879,0.0033333333333333335,0.011308015271000192,0.032,0.013225396825396824,158,0.21066666666666667,65679,11.788369462341786,41.70312402660726,147.54870025604495,11.680242394002896,14.77534303519993,11.668190182662855,12.987070809800626,252.15104016666032
13,13000,0.03261494252873563,0.004310344827586207,0.014809005767160554,0.040948275862068964,0.012439278872468526,0.02055800293685756,0.003524229074889868,0.010193228249221135,0.030837004405286344,0.012261380323054334,0.02865412445730825,0.004052098408104197,0.01329267943348147,0.03762662807525326,0.012380837525555325,141,0.2040520984081042,65679,11.791184834233134,37.5489744594967,159.9128833551836,11.671114210120951,14.595442272810448,11.676227715583764,13.358930186246377,260.554757033675
14,14000,0.032407407407407406,0.004732510288065843,0.018112519398175365,0.04526748971193416,0.01602570383434581,0.026416666666666665,0.0045000000000000005,0.017834753447322903,0.045,0.020388888888888887,0.030660835762876575,0.004664723032069971,0.018031538071396222,0.04518950437317784,0.01729776944791522,122,0.17784256559766765,65679,11.755498446627302,33.38713390495761,155.0106841212472,11.679007740151084,14.524514601044203,11.67998867582145,14.240817807329234,252.27764529717808
15,15000,0.02661764705882353,0.0035294117647058825,0.011650488325581349,0.03529411764705882,0.009218487394957982,0.021287519747235386,0.0037914691943127963,0.012298255577911067,0.037914691943127965,0.011058451816745654,0.02484931865828092,0.0036163522012578613,0.011865392241055518,0.036163522012578615,0.009828915843066787,124,0.1949685534591195,65679,11.79433648571763,33.53543677073103,145.74920604369396,11.662991472496074,14.42625817170938,11.6752472509472,13.672347498189241,242.51582369348452
16,16000,0.014449371766444938,0.0031042128603104213,0.008124384187072757,0.026607538802660754,0.007224685883222469,0.021591460456089277,0.0030567685589519655,0.011096657856833047,0.03056768558951965,0.009405974908158313,0.016854575163398694,0.0030882352941176473,0.009125341055271442,0.027941176470588237,0.007959267040149395,138,0.20294117647058824,65679,11.771498514451771,39.61369448042366,136.799910951225,11.6660104906045,14.429320475783761,11.663197501289059,12.326248052365978,238.26988046614372
