training_emissions_mg,id_mapping_emissions_mg,checkpoint_load_emissions_mg,build_user_history_emissions_mg,embedding_snapshot_emissions_mg,content_build_emissions_mg,total_batch_emissions_mg,total_update_emissions_mg,n_updates,avg_emissions_per_update_mg,streaming_emissions_mg
1832435.5559161347,150.83312382080396,138.618300290638,51.28186196859668,18.103373286582524,0.0,121865.1162419629,16097.21237881633,25,643.8884951526531,138321.16528014583
