batch,interactions,recall_existing,precision_existing,ndcg_existing,hr_existing,mrr_existing,recall_new_content,precision_new_content,ndcg_new_content,hr_new_content,mrr_new_content,recall_overall_content,precision_overall_content,ndcg_overall_content,hr_overall_content,mrr_overall_content,n_new_users,pct_new_users,n_users_trained,content_seed_emissions_mg
16,16000,0.02450090971830102,0.011304347826086957,0.021379889018805196,0.10434782608695652,0.04183574879227053,0.03968253968253968,0.009523809523809525,0.0401209863365907,0.09523809523809523,0.06746031746031746,0.028562237479434927,0.010828025477707007,0.02639343097642934,0.10191082802547771,0.04869072894550602,42,0.267515923566879,59868,29.55279387857455
17,17000,0.035434282493106026,0.02254901960784314,0.03270451100887428,0.20588235294117646,0.07187986305633365,0.016025641025641024,0.0038461538461538464,0.020815883053619515,0.038461538461538464,0.038461538461538464,0.028880715244351606,0.016233766233766232,0.02869016910190514,0.14935064935064934,0.06059575345289631,52,0.33766233766233766,59868,31.746581185614275
18,18000,0.03104960502742147,0.02148760330578512,0.0334186864783118,0.18181818181818182,0.0794503476321658,0.03216374269005848,0.007017543859649123,0.018765972545855814,0.07017543859649122,0.020175438596491225,0.03140637944747939,0.016853932584269662,0.028726525275221963,0.14606741573033707,0.06046905653647226,57,0.3202247191011236,59868,31.902473423870074
19,19000,0.03639151619622208,0.0256,0.03476038320441631,0.208,0.0776984126984127,0.031073446327683614,0.00847457627118644,0.026598859991330135,0.06779661016949153,0.03790018832391714,0.03468626553185376,0.020108695652173915,0.03214337304369846,0.16304347826086957,0.06493702553485163,59,0.32065217391304346,59868,32.30605194867279
20,20000,0.047771227892849884,0.02380952380952381,0.039966980607827655,0.20634920634920634,0.07264739229024943,0.018518518518518517,0.003703703703703704,0.007974520673825316,0.037037037037037035,0.0060185185185185185,0.038995415080550475,0.017777777777777778,0.030369242627626955,0.15555555555555556,0.052658730158730155,54,0.3,59868,31.606130242210607
21,21000,0.0334576866877287,0.02053571428571429,0.028341295608771085,0.17857142857142858,0.05778415532879818,0.020833333333333332,0.0058823529411764705,0.020208060644101286,0.058823529411764705,0.0392156862745098,0.028688486531623782,0.015000000000000001,0.02526874017767361,0.13333333333333333,0.05076940035273368,68,0.37777777777777777,59868,38.73591113881518
22,22000,0.0365235402120648,0.02131147540983607,0.03021098176787285,0.1721311475409836,0.05711358313817331,0.0,0.0,0.0,0.0,0.0,0.025032988235235424,0.014606741573033709,0.020706403234160044,0.11797752808988764,0.03914526484751204,56,0.3146067415730337,59868,32.01599283912892
23,23000,0.04865047227248141,0.024528301886792454,0.037568839885551535,0.18867924528301888,0.06050464210841569,0.022727272727272728,0.00681818181818182,0.011929911634039302,0.045454545454545456,0.010227272727272727,0.04104633373922019,0.019333333333333334,0.030048087598441277,0.14666666666666667,0.04575661375661376,44,0.29333333333333333,59868,30.034058956148936
24,24000,0.0405423223101932,0.02543859649122807,0.040939312785245645,0.21929824561403508,0.08756613756613757,0.018018018018018018,0.005405405405405406,0.0253664176228517,0.05405405405405406,0.05405405405405406,0.03502312192071982,0.020529801324503313,0.037123437811678914,0.17880794701986755,0.07935456743403763,37,0.24503311258278146,59868,32.40604151738239
25,25000,0.04047563547563547,0.02181818181818182,0.03887127891804962,0.19090909090909092,0.07943001443001443,0.043478260869565216,0.010869565217391304,0.03106115025584662,0.08695652173913043,0.03894927536231884,0.04136102501487116,0.01858974358974359,0.03656829226124617,0.16025641025641027,0.06749338624338626,46,0.2948717948717949,59868,30.77851828754673
