training_emissions_mg,id_mapping_emissions_mg,checkpoint_load_emissions_mg,build_user_history_emissions_mg,embedding_snapshot_emissions_mg,content_build_emissions_mg,total_batch_emissions_mg,total_update_emissions_mg,n_updates,avg_emissions_per_update_mg,streaming_emissions_mg
1800197.1478978004,127.25099527663623,122.72494291831599,47.25389855785879,15.663304524386083,0.0,127391.36186767663,33102.75009770642,59,561.0635609780749,160807.00510666025
