training_emissions_mg,no_update_id_mapping_emissions_mg,no_update_checkpoint_load_emissions_mg,no_update_build_user_history_emissions_mg,no_update_batch_scoring_emissions_mg,no_update_update_total_emissions_mg,no_update_streaming_emissions_mg
125522.72833458475,40.576614742107964,55.82304563290522,19.47732144386434,5443.097938824234,0.0,5558.974920643112
