training_emissions_mg,incremental_id_mapping_emissions_mg,incremental_checkpoint_load_emissions_mg,incremental_build_user_history_emissions_mg,incremental_total_batch_emissions_mg,incremental_total_update_emissions_mg,incremental_streaming_emissions_mg,incremental_n_updates,incremental_avg_emissions_per_update_mg
1800197.1478978004,126.79746082277521,121.34884091094845,44.72279481802912,107283.01612922257,14247.44990188176,121823.33512765609,26,547.9788423800677
