batch,interactions,recall_existing,precision_existing,ndcg_existing,hr_existing,mrr_existing,recall_new_content,precision_new_content,ndcg_new_content,hr_new_content,mrr_new_content,recall_overall_content,precision_overall_content,ndcg_overall_content,hr_overall_content,mrr_overall_content,n_new_users,pct_new_users,n_users_trained,content_seed_emissions_mg,update_emissions_mg,updated
11,11000,0.031191684607382284,0.02307692307692308,0.029578823064700957,0.20192307692307693,0.06521672771672772,0.008771929824561403,0.002631578947368421,0.0038958146179719107,0.02631578947368421,0.003289473684210526,0.025192031919021765,0.017605633802816902,0.02270590531135093,0.15492957746478872,0.048644645651687905,38,0.2676056338028169,59868,29.191892468232346,0.0,False
12,12000,0.03269442165436001,0.019090909090909092,0.03104119145331965,0.16363636363636364,0.05704184704184703,0.02564102564102564,0.005128205128205128,0.021321913579067247,0.05128205128205128,0.029914529914529916,0.030848230751540955,0.015436241610738253,0.028497219392273718,0.1342281879194631,0.049941408330670074,39,0.26174496644295303,59868,29.16721876113055,0.0,False
13,13000,0.019924843674843675,0.014166666666666666,0.017122429317983096,0.11666666666666667,0.03271825396825397,0.0319634703196347,0.00821917808219178,0.016031819772309934,0.0821917808219178,0.015449010654490107,0.0244783138565522,0.011917098445595856,0.016709918971692213,0.10362694300518134,0.026186364010198207,73,0.37823834196891193,59868,34.029437786040106,0.0,False
14,14000,0.04273621476562653,0.022400000000000003,0.031171018861435473,0.208,0.05678730158730159,0.028571428571428567,0.008571428571428572,0.026382805225650185,0.08571428571428572,0.048072562358276644,0.03765141972155547,0.01743589743589744,0.029452172940897168,0.1641025641025641,0.05365893365893365,70,0.358974358974359,59868,33.49111016422252,0.0,False
15,15000,0.02226115368867976,0.01565217391304348,0.024780574901577732,0.12173913043478261,0.0513768115942029,0.025157232704402514,0.007547169811320755,0.013965307777817815,0.07547169811320754,0.016561844863731655,0.02317479766387801,0.013095238095238096,0.021368615630391566,0.10714285714285714,0.040393518518518516,53,0.31547619047619047,59868,31.143954359212273,0.0,False
16,16000,0.02450090971830102,0.011304347826086957,0.021379889018805196,0.10434782608695652,0.04183574879227053,0.03968253968253968,0.009523809523809525,0.0401209863365907,0.09523809523809523,0.06746031746031746,0.028562237479434927,0.010828025477707007,0.02639343097642934,0.10191082802547771,0.04869072894550602,42,0.267515923566879,59868,29.515948121899015,0.0,False
17,17000,0.035434282493106026,0.02254901960784314,0.03270451100887428,0.20588235294117646,0.07187986305633365,0.016025641025641024,0.0038461538461538464,0.020815883053619515,0.038461538461538464,0.038461538461538464,0.028880715244351606,0.016233766233766232,0.02869016910190514,0.14935064935064934,0.06059575345289631,52,0.33766233766233766,59868,31.077040785888936,0.0,False
18,18000,0.03104960502742147,0.02148760330578512,0.0334186864783118,0.18181818181818182,0.0794503476321658,0.03216374269005848,0.007017543859649123,0.018765972545855814,0.07017543859649122,0.020175438596491225,0.03140637944747939,0.016853932584269662,0.028726525275221963,0.14606741573033707,0.06046905653647226,57,0.3202247191011236,59868,37.08442967431506,0.0,False
19,19000,0.03639151619622208,0.0256,0.03476038320441631,0.208,0.0776984126984127,0.031073446327683614,0.00847457627118644,0.026598859991330135,0.06779661016949153,0.03790018832391714,0.03468626553185376,0.020108695652173915,0.03214337304369846,0.16304347826086957,0.06493702553485163,59,0.32065217391304346,59868,32.24991252953808,0.0,False
20,20000,0.047771227892849884,0.02380952380952381,0.039966980607827655,0.20634920634920634,0.07264739229024943,0.018518518518518517,0.003703703703703704,0.007974520673825316,0.037037037037037035,0.0060185185185185185,0.038995415080550475,0.017777777777777778,0.030369242627626955,0.15555555555555556,0.052658730158730155,54,0.3,59868,31.517619415626143,550.0563470773366,True
21,21000,0.029753623540730776,0.02053571428571429,0.027162281634861445,0.1875,0.0581313775510204,0.020833333333333332,0.0058823529411764705,0.02048438823161794,0.058823529411764705,0.03970588235294118,0.026383736129047295,0.015000000000000001,0.02463952190474723,0.1388888888888889,0.05117063492063492,68,0.37777777777777777,59868,39.02401247458175,0.0,False
22,22000,0.03589302318810515,0.020491803278688527,0.029370112039887323,0.1721311475409836,0.05505139214155607,0.005952380952380952,0.0017857142857142859,0.002643588490766654,0.017857142857142856,0.002232142857142857,0.02647349529372001,0.014606741573033709,0.020961767552523516,0.12359550561797752,0.03843410023185304,56,0.3146067415730337,59868,31.751086456527315,0.0,False
23,23000,0.049545042474410356,0.024528301886792454,0.03651267524898389,0.19811320754716982,0.056521413596885284,0.022727272727272728,0.00681818181818182,0.011929911634039302,0.045454545454545456,0.010227272727272727,0.04167849668191665,0.019333333333333334,0.029301731255266812,0.15333333333333332,0.04294179894179894,44,0.29333333333333333,59868,29.912700893167514,0.0,False
24,24000,0.03974345012974208,0.02368421052631579,0.03971062188419935,0.21052631578947367,0.08693260930103035,0.018018018018018018,0.005405405405405406,0.0253664176228517,0.05405405405405406,0.05405405405405406,0.03441999987720042,0.019205298013245036,0.036195816866518134,0.17218543046357615,0.07887627457163882,37,0.24503311258278146,59868,29.170112359328197,0.0,False
25,25000,0.041750223460749775,0.024545454545454547,0.03950848140294194,0.21818181818181817,0.07866883116883117,0.05072463768115942,0.013043478260869568,0.03450021148444776,0.10869565217391304,0.042753623188405795,0.04439652508984492,0.021153846153846155,0.038031683862873145,0.1858974358974359,0.06807844932844932,46,0.2948717948717949,59868,34.702558979436034,0.0,False
26,26000,0.02363107702090753,0.011864406779661017,0.014896895268966228,0.11016949152542373,0.020113666935700835,0.029569892473118278,0.008064516129032258,0.02346152503009132,0.08064516129032258,0.036962365591397844,0.025676669010002342,0.010555555555555556,0.017846934408909314,0.1,0.025917107583774246,62,0.34444444444444444,59868,31.81714728272313,0.0,False
27,27000,0.03280428042086637,0.025531914893617023,0.03318664274755985,0.20212765957446807,0.07211246200607903,0.04166666666666666,0.011111111111111112,0.021919028765874017,0.1111111111111111,0.02469135802469136,0.03525847968893415,0.02153846153846154,0.030066380414169928,0.17692307692307693,0.058980463980463985,36,0.27692307692307694,59868,29.01512228219149,0.0,False
28,28000,0.028447258309958538,0.017543859649122806,0.02995895006125806,0.14912280701754385,0.07019980506822612,0.013888888888888886,0.0035714285714285718,0.006323639566074598,0.03571428571428571,0.005654761904761905,0.02227098037374717,0.011616161616161615,0.019931848639059016,0.10101010101010101,0.042817059483726154,84,0.42424242424242425,59868,34.940302504666356,0.0,False
29,29000,0.015350357673727236,0.009375000000000001,0.01323467783536027,0.09375,0.025399925595238092,0.025423728813559317,0.006779661016949153,0.010645638485858143,0.06779661016949153,0.008333333333333333,0.018528587070786556,0.008556149732620321,0.012417815152897032,0.0855614973262032,0.02001527883880825,59,0.3155080213903743,59868,31.84692385838989,0.0,False
30,30000,0.033460136849967355,0.021186440677966104,0.028807450540756126,0.19491525423728814,0.053070352434759216,0.015151515151515152,0.004545454545454546,0.011215223900222168,0.045454545454545456,0.017045454545454544,0.026892913849435585,0.015217391304347827,0.022497195332738515,0.14130434782608695,0.04014837819185645,66,0.358695652173913,59868,32.602391878115014,0.0,False
31,31000,0.025521466900312016,0.022018348623853216,0.02847976414362661,0.1834862385321101,0.06653560506771516,0.01633986928104575,0.00392156862745098,0.015300149955522757,0.0392156862745098,0.022875816993464054,0.022594832659170894,0.01625,0.024278762121168508,0.1375,0.05261904761904762,51,0.31875,59868,30.696822298872803,0.0,False
32,32000,0.03752896023729357,0.02735042735042735,0.03776852640206811,0.18803418803418803,0.07268009768009767,0.010582010582010581,0.0031746031746031746,0.004636162149841798,0.031746031746031744,0.003854875283446712,0.028097527857944525,0.018888888888888893,0.026172198913788906,0.13333333333333333,0.04859126984126983,63,0.35,59868,32.81184166134439,0.0,False
33,33000,0.03322561889295964,0.018181818181818184,0.031634106836889886,0.1590909090909091,0.06664261664261664,0.017295597484276726,0.0056603773584905665,0.01917141543438573,0.05660377358490566,0.04043126684636118,0.02866188302993156,0.014594594594594595,0.02806371416482113,0.12972972972972974,0.059133419133419136,53,0.2864864864864865,59868,31.533986949831146,0.0,False
34,34000,0.037224530471656914,0.0246031746031746,0.03288504114438568,0.20634920634920634,0.06722726127488034,0.02083333333333333,0.005555555555555556,0.01805908888480689,0.05555555555555555,0.029513888888888888,0.031264095148630155,0.017676767676767676,0.027493785777266116,0.15151515151515152,0.05351330767997435,71,0.35858585858585856,59868,33.800343096948026,0.0,False
35,35000,0.03192968034237377,0.01926605504587156,0.030387826791281165,0.1834862385321101,0.05996432212028543,0.02586206896551724,0.006896551724137932,0.013392060667436183,0.06896551724137931,0.014846743295019157,0.029822366211489468,0.014970059880239521,0.02448510562252063,0.1437125748502994,0.04429474384564205,58,0.3473053892215569,59868,31.664686732847347,0.0,False
36,36000,0.04386491135487567,0.02627118644067797,0.038951824778349305,0.211864406779661,0.07460990045735809,0.0,0.0,0.0,0.0,0.0,0.03275987050554006,0.019620253164556962,0.02909060331547606,0.15822784810126583,0.05572131806309021,40,0.25316455696202533,59868,28.9927114936875,0.0,False
37,37000,0.02241020553520553,0.016666666666666666,0.026106080510033956,0.15833333333333333,0.06835648148148148,0.008771929824561403,0.002631578947368421,0.004398959341215849,0.02631578947368421,0.0043859649122807015,0.01913011390859492,0.013291139240506329,0.020885380482090363,0.12658227848101267,0.05297116736990155,38,0.24050632911392406,59868,29.14702177858032,0.0,False
38,38000,0.0335916884236212,0.01938775510204082,0.029664300625286476,0.1836734693877551,0.0682661159701976,0.037037037037037035,0.008333333333333335,0.020565177066134453,0.08333333333333333,0.022701719576719577,0.03505089489518556,0.014705882352941176,0.025810554176704442,0.1411764705882353,0.048968253968253966,71,0.4176470588235294,59868,34.12970643835143,0.0,False
39,39000,0.0342428398039123,0.021698113207547172,0.032132756137504444,0.1792452830188679,0.06233902365977837,0.01694915254237288,0.005084745762711865,0.01830210889670071,0.05084745762711865,0.035781544256120526,0.028059036480089106,0.01575757575757576,0.02718725197261099,0.13333333333333333,0.05284271284271284,59,0.3575757575757576,59868,32.62269237184121,0.0,False
40,40000,0.020703088911692948,0.01666666666666667,0.020714206165383317,0.1574074074074074,0.04661596119929454,0.04569892473118279,0.009677419354838712,0.020274879739489424,0.0967741935483871,0.016173835125448028,0.029819217269389242,0.014117647058823528,0.020553981233586722,0.13529411764705881,0.03551353874883287,62,0.36470588235294116,59868,37.01695844551515,485.0546046258185,True
41,41000,0.03116426057602528,0.020512820512820513,0.025169676012407216,0.16666666666666666,0.04018620268620269,0.041666666666666664,0.009375000000000001,0.03647376421769382,0.09375,0.052083333333333336,0.03421950598421187,0.017272727272727276,0.028458138035763317,0.14545454545454545,0.04364718614718615,32,0.2909090909090909,59868,31.13930375558066,0.0,False
42,42000,0.03234980660070988,0.02110091743119266,0.03145461676978762,0.1651376146788991,0.06624435707004514,0.011574074074074073,0.002777777777777778,0.009812172761000732,0.027777777777777776,0.016666666666666666,0.024085426811108895,0.013812154696132596,0.022845467771817143,0.11049723756906077,0.046522844865386305,72,0.39779005524861877,59868,40.03443818993984,0.0,False
43,43000,0.036421544972879694,0.022330097087378646,0.033634733710516194,0.1941747572815534,0.07489212513484358,0.01818181818181818,0.005454545454545455,0.010766614944213281,0.05454545454545454,0.013636363636363636,0.03007227298864942,0.016455696202531647,0.025674312620980373,0.14556962025316456,0.053568917018284104,55,0.34810126582278483,59868,35.77704343324631,0.0,False
44,44000,0.024990896358543416,0.015000000000000001,0.02600752099974857,0.13333333333333333,0.06121362433862434,0.029999999999999995,0.008,0.029054345104640812,0.08,0.048666666666666664,0.026464162135442414,0.012941176470588237,0.026903645736481588,0.11764705882352941,0.0575233426704015,50,0.29411764705882354,59868,34.39547786737482,0.0,False
45,45000,0.03332123963907202,0.025233644859813085,0.033435786512576275,0.22429906542056074,0.07534490431686693,0.022727272727272728,0.004545454545454546,0.008839956690183053,0.045454545454545456,0.005772005772005772,0.03023425590318348,0.019205298013245033,0.02626878974313719,0.17218543046357615,0.05507200672763587,44,0.2913907284768212,59868,33.11899257584268,0.0,False
46,46000,0.024644777265745006,0.014516129032258067,0.02616580913028867,0.13709677419354838,0.062368791602662565,0.018518518518518517,0.004761904761904762,0.010112442059571729,0.047619047619047616,0.011967750062988157,0.02258085052202699,0.011229946524064172,0.020757455518228954,0.10695187165775401,0.04538876156523215,63,0.33689839572192515,59868,37.05431116812428,0.0,False
47,47000,0.03030561829375473,0.02100840336134454,0.02758147824225317,0.17647058823529413,0.056125783646792056,0.006802721088435374,0.0020408163265306124,0.0027684076210703627,0.02040816326530612,0.0020408163265306124,0.02345060660886991,0.015476190476190477,0.020344332644408183,0.13095238095238096,0.0403510015117158,49,0.2916666666666667,59868,34.125025744811744,0.0,False
48,48000,0.027904278625422392,0.018852459016393444,0.02854047948990906,0.1557377049180328,0.06292935206869633,0.03819444444444444,0.008333333333333333,0.024359702960410724,0.08333333333333333,0.029596560846560847,0.03080973720961686,0.015882352941176472,0.027360024940403647,0.13529411764705881,0.053517740429505134,48,0.2823529411764706,59868,33.974440225111266,0.0,False
49,49000,0.02769887215381009,0.014678899082568808,0.02480183371701589,0.13761467889908258,0.05454710936362313,0.0065359477124183,0.00196078431372549,0.0027699406443103722,0.0196078431372549,0.0021786492374727667,0.020953189988116457,0.010625,0.017779167800091002,0.1,0.03785466269841269,51,0.31875,59868,35.183215052723995,0.0,False
50,50000,0.0496860424227111,0.032692307692307694,0.05477536142917283,0.25961538461538464,0.12392399267399266,0.004975124378109453,0.0014925373134328358,0.003016527559709665,0.014925373134328358,0.0037313432835820895,0.03216772950465081,0.020467836257309944,0.03449558441599136,0.16374269005847952,0.07683096630465051,67,0.391812865497076,59868,38.08152056519107,0.0,False
51,51000,0.06612425621608736,0.035416666666666666,0.06874351619055069,0.2916666666666667,0.14832175925925925,0.042553191489361694,0.010638297872340425,0.030774426777774627,0.10638297872340426,0.043794326241134746,0.058377123054156536,0.02727272727272727,0.05626416512481311,0.23076923076923078,0.11396658896658898,47,0.32867132867132864,59868,33.54978326951412,0.0,False
52,52000,0.045087829004306225,0.028703703703703703,0.03734644261806083,0.25,0.0724243092298648,0.0,0.0,0.0,0.0,0.0,0.031826702826569096,0.020261437908496733,0.02636219478921941,0.17647058823529413,0.051123041809316316,45,0.29411764705882354,59868,32.823840837068865,0.0,False
53,53000,0.03055360869700651,0.019512195121951223,0.031140109746777604,0.17886178861788618,0.07080913666279519,0.011574074074074073,0.002777777777777778,0.005840199508058005,0.027777777777777776,0.005456349206349206,0.02354578052853915,0.013333333333333334,0.02179860442786575,0.12307692307692308,0.04667887667887667,72,0.36923076923076925,59868,38.19563349410396,0.0,False
54,54000,0.024734703931335852,0.017346938775510207,0.022879446592477155,0.14285714285714285,0.04444039520570133,0.03061224489795918,0.00816326530612245,0.01819448803210847,0.08163265306122448,0.0228377065111759,0.02669388425354363,0.014285714285714289,0.021317793739020926,0.12244897959183673,0.03723949897419285,49,0.3333333333333333,59868,33.579097149753885,0.0,False
55,55000,0.03124736618917579,0.0211864406779661,0.02949437093749677,0.19491525423728814,0.06632364810330912,0.023391812865497075,0.005263157894736843,0.012755936485990192,0.03508771929824561,0.01023391812865497,0.028688700249463295,0.016,0.02404242371614891,0.14285714285714285,0.048054421768707486,57,0.32571428571428573,59868,36.83182725923184,0.0,False
56,56000,0.034449606620037286,0.022321428571428575,0.03529023287019827,0.17857142857142858,0.08152281746031746,0.02046783625730994,0.005263157894736843,0.016510803540411068,0.05263157894736842,0.026900584795321637,0.029733861586454694,0.016568047337278107,0.028956342504530403,0.13609467455621302,0.06309993425378041,57,0.33727810650887574,59868,35.60015436368219,0.0,False
57,57000,0.029513988894962515,0.021904761904761906,0.02867091464540428,0.17142857142857143,0.06352607709750567,0.019047619047619046,0.005714285714285714,0.010645344819113672,0.05714285714285714,0.012301587301587303,0.02532744095602513,0.01542857142857143,0.02146068671488804,0.12571428571428572,0.043036281179138325,70,0.4,59868,34.49321412258989,0.0,False
58,58000,0.02841221522171794,0.021621621621621626,0.02346078849496872,0.18018018018018017,0.039010439010439005,0.006802721088435374,0.0020408163265306124,0.006042487978895209,0.02040816326530612,0.01020408163265306,0.021794307643400155,0.015625,0.018126433961921207,0.13125,0.030188492063492063,48,0.3,59868,34.06682435687632,0.0,False
59,59000,0.03276295545799092,0.014893617021276596,0.027340270194069077,0.14184397163120568,0.056664415175053474,0.017948717948717947,0.004615384615384616,0.00792305548795451,0.046153846153846156,0.006923076923076923,0.02808856012739508,0.011650485436893204,0.021213479146023215,0.11165048543689321,0.04096933271690553,65,0.3155339805825243,59868,37.21853442345353,0.0,False
60,60000,0.033021568366395956,0.020720720720720728,0.03451020858439595,0.16216216216216217,0.07316959816959817,0.03333333333333333,0.00909090909090909,0.02366447937963311,0.07272727272727272,0.031818181818181815,0.03312486398797159,0.016867469879518072,0.030916744088841992,0.13253012048192772,0.05946882769171926,55,0.3313253012048193,59868,35.855105131294785,633.266104452749,True
61,61000,0.029549833475693774,0.024299065420560748,0.02923131090942908,0.205607476635514,0.05707239282005637,0.014492753623188404,0.004347826086956522,0.009507584430993352,0.043478260869565216,0.013285024154589374,0.025022868291280392,0.01830065359477124,0.02330130164140265,0.1568627450980392,0.04390756302521009,46,0.3006535947712418,59868,31.050326095878972,0.0,False
62,62000,0.016886754701880752,0.010924369747899159,0.018158004477889615,0.10084033613445378,0.0458516740029345,0.01366120218579235,0.004918032786885246,0.008706788860306878,0.04918032786885246,0.011839708561020037,0.01579365079365079,0.008888888888888889,0.014955092518597684,0.08333333333333333,0.03432539682539683,61,0.3388888888888889,59868,33.14803194284853,0.0,False
63,63000,0.03626226131478232,0.025510204081632657,0.0424334252713711,0.1836734693877551,0.09460641399416908,0.0261437908496732,0.005882352941176471,0.015139048538956285,0.058823529411764705,0.016176470588235292,0.032798892229409404,0.01879194630872483,0.033091054711953956,0.14093959731543623,0.06776126558005752,51,0.3422818791946309,59868,31.223460781791555,0.0,False
64,64000,0.03405923856505252,0.02166666666666667,0.03607077630251446,0.18333333333333332,0.08698412698412697,0.027777777777777773,0.007575757575757576,0.0233585543817341,0.07575757575757576,0.0365079365079365,0.03183033312440665,0.016666666666666666,0.03155998787901175,0.14516129032258066,0.06907322068612391,66,0.3548387096774194,59868,34.06356510696726,0.0,False
65,65000,0.03128848313518956,0.01764705882352941,0.027812840206420893,0.16806722689075632,0.0600907029478458,0.015625,0.004687500000000001,0.012257502132373302,0.046875,0.020182291666666668,0.025810543678074088,0.013114754098360656,0.022372721972874196,0.12568306010928962,0.04613366293694162,64,0.34972677595628415,59868,34.13058251471725,0.0,False
66,66000,0.018581590585722816,0.01322314049586777,0.020690698232162488,0.1322314049586777,0.05447658402203856,0.009433962264150943,0.0018867924528301887,0.00729910957046305,0.018867924528301886,0.009433962264150943,0.01579524402800265,0.009770114942528737,0.01661165111107013,0.09770114942528736,0.04075670498084291,53,0.3045977011494253,59868,31.04458984694496,0.0,False
67,67000,0.049211159211159206,0.02761904761904762,0.04473650896012325,0.22857142857142856,0.0808843537414966,0.01633986928104575,0.00392156862745098,0.016786892808966627,0.0392156862745098,0.029411764705882353,0.03846477596477597,0.019871794871794874,0.0355991344491682,0.16666666666666666,0.06405677655677657,51,0.3269230769230769,59868,31.022179263429205,0.0,False
68,68000,0.03695665445665445,0.02076923076923077,0.027955121519660554,0.16923076923076924,0.04573565323565324,0.02586206896551724,0.006896551724137932,0.01213580705603304,0.06896551724137931,0.011398467432950194,0.0335338568051334,0.01648936170212766,0.02307469471705207,0.13829787234042554,0.03514226612630868,58,0.30851063829787234,59868,31.68028892769789,0.0,False
69,69000,0.04566712246253473,0.027731092436974792,0.040184916376342174,0.25210084033613445,0.08283646792050153,0.015723270440251572,0.0037735849056603774,0.009858580767301686,0.03773584905660377,0.011320754716981131,0.03644023782776143,0.020348837209302327,0.030840173427044818,0.18604651162790697,0.06079964931709118,53,0.3081395348837209,59868,31.739526160620155,0.0,False
70,70000,0.025069741215574547,0.014583333333333332,0.017775231922913647,0.14583333333333334,0.03145667989417989,0.014619883040935672,0.0035087719298245615,0.013501288329351647,0.03508771929824561,0.020050125313283207,0.02117665679757183,0.010457516339869282,0.0161829784272729,0.10457516339869281,0.027207179167963478,57,0.37254901960784315,59868,31.97390144921426,0.0,False
71,71000,0.0296791344688541,0.018691588785046728,0.03202156501805392,0.18691588785046728,0.08139741878059635,0.03508771929824561,0.008771929824561403,0.01958559134576038,0.08771929824561403,0.021219715956558066,0.03155894748882554,0.01524390243902439,0.027699305875854334,0.1524390243902439,0.06048199767711962,57,0.3475609756097561,59868,31.71369812752275,0.0,False
72,72000,0.029336497203345028,0.023863636363636365,0.028355167527690007,0.19318181818181818,0.05643939393939394,0.01282051282051282,0.0038461538461538464,0.008908507037155143,0.038461538461538464,0.01282051282051282,0.023201988718293064,0.016428571428571428,0.0211321222026342,0.1357142857142857,0.04023809523809523,52,0.37142857142857144,59868,31.244141138432965,0.0,False
73,73000,0.02690294003780374,0.013821138211382115,0.024307069157206384,0.13821138211382114,0.05024519292811976,0.01075268817204301,0.0032258064516129032,0.004910761249847066,0.03225806451612903,0.004320276497695852,0.02149042319630555,0.01027027027027027,0.01780668488555083,0.10270270270270271,0.034854139854139855,62,0.33513513513513515,59868,32.865589928162905,0.0,False
74,74000,0.05043489875902626,0.030000000000000002,0.041178246652970894,0.24545454545454545,0.07268398268398267,0.0,0.0,0.0,0.0,0.0,0.0332205919969634,0.01976047904191617,0.027123395998962865,0.16167664670658682,0.04787567721699458,57,0.3413173652694611,59868,31.529542481583135,0.0,False
75,75000,0.02531768995665807,0.01904761904761905,0.027130079188415743,0.17142857142857143,0.07335600907029478,0.0,0.0,0.0,0.0,0.0,0.018460815593396504,0.013888888888888888,0.01978234940821981,0.125,0.05348875661375661,39,0.2708333333333333,59868,29.1377764976273,0.0,False
76,76000,0.032098614174085875,0.018867924528301886,0.0239129747496085,0.16981132075471697,0.04572476789457921,0.010416666666666666,0.003125,0.0077842071479127,0.03125,0.01171875,0.023935998641880996,0.012941176470588237,0.017840968123087726,0.11764705882352941,0.03292250233426704,64,0.3764705882352941,59868,32.82585808689707,0.0,False
77,77000,0.03958462833462833,0.022500000000000003,0.03815581067249669,0.175,0.07753306878306879,0.02011494252873563,0.005172413793103449,0.008900606362318146,0.05172413793103448,0.007519157088122606,0.03324057340911273,0.016853932584269662,0.02862321600962952,0.1348314606741573,0.054719546994827895,58,0.3258426966292135,59868,32.13114794226364,0.0,False
78,78000,0.025603717270383936,0.015384615384615385,0.023828770706767085,0.1282051282051282,0.051410934744268076,0.018518518518518517,0.004761904761904762,0.01624272997180159,0.047619047619047616,0.026455026455026457,0.02312389770723104,0.011666666666666667,0.021173656449529163,0.1,0.042676366843033504,63,0.35,59868,32.967863712343906,0.0,False
79,79000,0.025972580705495078,0.01791044776119403,0.022130000942924843,0.16417910447761194,0.04045842217484008,0.018518518518518517,0.005555555555555556,0.017147768930713583,0.05555555555555555,0.03125,0.02336727741684308,0.01359223300970874,0.02038863829788013,0.1262135922330097,0.03723994452149792,36,0.34951456310679613,59868,28.786044737211846,0.0,False
80,80000,0.019586913512744716,0.013445378151260505,0.019992431182760343,0.10084033613445378,0.043577430972388954,0.0078125,0.0015625,0.002769363856000746,0.015625,0.0015625,0.015469085836156398,0.009289617486338797,0.01396906337449469,0.07103825136612021,0.02888368462138954,64,0.34972677595628415,59868,33.10786046488574,656.6649198928983,True
81,81000,0.04093416460151312,0.034523809523809526,0.036087799646887915,0.25,0.05360449735449736,0.03741496598639455,0.01020408163265306,0.03142105968631823,0.08163265306122448,0.044217687074829926,0.03963761774331154,0.025563909774436094,0.03436847439825698,0.18796992481203006,0.050146198830409355,49,0.3684210526315789,59868,35.92610350991323,0.0,False
82,82000,0.039798825159948946,0.026956521739130435,0.03601295304449076,0.22608695652173913,0.07197722567287784,0.03252032520325203,0.007317073170731709,0.01473110557567148,0.07317073170731707,0.012195121951219513,0.037885886068765785,0.021794871794871797,0.030419646978967742,0.1858974358974359,0.05626526251526251,41,0.26282051282051283,59868,32.617469129624986,0.0,False
