batch,interactions,recall_existing,recall_new_content,recall_overall_content,n_new_users,pct_new_users,n_users_trained
268,268000,0.03365949596212754,0.03763440860215053,0.03501358708125625,62,0.34065934065934067,59868
269,269000,0.04209888643850908,0.0303030303030303,0.0380692461437803,55,0.3416149068322981,59868
270,270000,0.02916706673796057,0.037037037037037035,0.031031007071952364,36,0.23684210526315788,59868
271,271000,0.04148315029641961,0.011904761904761904,0.030585849310019397,56,0.3684210526315789,59868
272,272000,0.041024489137696685,0.01515151515151515,0.032185895539932806,54,0.33540372670807456,59868
273,273000,0.02925624818916803,0.016666666666666666,0.02514200586155321,50,0.32679738562091504,59868
274,274000,0.0527230950026474,0.008333333333333333,0.03800825688022284,60,0.3314917127071823,59868
275,275000,0.023706819496293177,0.01639344262295082,0.02137113368857651,61,0.3193717277486911,59868
276,276000,0.03488988187867739,0.016431924882629106,0.02823752174304578,71,0.3604060913705584,59868
277,277000,0.028290707763184823,0.006172839506172839,0.020963315825279015,54,0.3312883435582822,59868
278,278000,0.03499294164091347,0.02333333333333333,0.03134931404479467,50,0.3125,59868
279,279000,0.04900428971225431,0.016129032258064516,0.03735705564276993,62,0.35428571428571426,59868
280,280000,0.029256940020828907,0.03439153439153439,0.031148632683720395,63,0.3684210526315789,59868
281,281000,0.03727563060423546,0.026785714285714284,0.033581068881989,56,0.3522012578616352,59868
282,282000,0.022937932619305167,0.008620689655172414,0.01793552242701782,58,0.3493975903614458,59868
283,283000,0.03174187250657839,0.0,0.02180073661166098,57,0.3131868131868132,59868
284,284000,0.024956606648182732,0.01736111111111111,0.022424774802492192,48,0.3333333333333333,59868
285,285000,0.03190143873641411,0.01818181818181818,0.0274886952831815,55,0.3216374269005848,59868
286,286000,0.03512588425879214,0.01736111111111111,0.029588812108865586,48,0.3116883116883117,59868
287,287000,0.026836020652024173,0.027777777777777776,0.027166247176639072,54,0.35064935064935066,59868
288,288000,0.024664485314390437,0.03666666666666667,0.028113388001826133,50,0.28735632183908044,59868
289,289000,0.036288278062251995,0.027210884353741496,0.03341865037375513,49,0.3161290322580645,59868
290,290000,0.03002952593824304,0.010416666666666666,0.02468056431872221,48,0.2727272727272727,59868
291,291000,0.03422270404252386,0.012658227848101266,0.025256421835369202,78,0.4105263157894737,59868
292,292000,0.03382265206029295,0.011904761904761904,0.02760271025939901,42,0.28378378378378377,59868
293,293000,0.043834203498664744,0.0070921985815602835,0.031410647879212154,47,0.3381294964028777,59868
294,294000,0.031630776009772175,0.010869565217391304,0.02587766940465458,46,0.27710843373493976,59868
295,295000,0.027026449355834908,0.02032520325203252,0.02513161425062182,41,0.2827586206896552,59868
296,296000,0.018292548500881835,0.028205128205128206,0.02210507915636121,64,0.378698224852071,59868
297,297000,0.03726725652325352,0.015873015873015872,0.029737439981549766,63,0.35195530726256985,59868
298,298000,0.031139815350341663,0.0,0.021514781514781513,51,0.3090909090909091,59868
299,299000,0.03939001280671525,0.030054644808743168,0.03651396509016829,61,0.30808080808080807,59868
300,300000,0.019693520785167052,0.0,0.013488712866552776,46,0.3150684931506849,59868
301,301000,0.03660305440420933,0.0,0.024153035899376226,50,0.3401360544217687,59868
302,302000,0.03441061068943978,0.023809523809523808,0.031873598444673565,28,0.23931623931623933,59868
303,303000,0.02674586395516628,0.006172839506172839,0.01984559488531755,54,0.33540372670807456,59868
304,304000,0.03539006153642559,0.03508771929824561,0.03527686936843703,76,0.37438423645320196,59868
