training_emissions_mg,no_update_id_mapping_emissions_mg,no_update_checkpoint_load_emissions_mg,no_update_build_user_history_emissions_mg,no_update_total_batch_emissions_mg,no_update_total_update_emissions_mg,no_update_streaming_emissions_mg
1800197.1478978004,127.44029007132225,122.57059024864701,45.4206227946403,92728.90842230013,0.0,93024.33992541474
