training_emissions_mg,id_mapping_emissions_mg,checkpoint_load_emissions_mg,build_user_history_emissions_mg,embedding_snapshot_emissions_mg,content_build_emissions_mg,total_batch_emissions_mg,streaming_emissions_mg
1800197.1478978004,146.35816417299893,133.7914293756289,50.46116528615013,17.284344665868986,0.0,113973.59256323215,114321.4876667327
