training_emissions_mg,id_mapping_emissions_mg,checkpoint_load_emissions_mg,build_user_history_emissions_mg,embedding_snapshot_emissions_mg,content_build_emissions_mg,total_batch_emissions_mg,streaming_emissions_mg
188839.35132525885,40.549326911489445,56.678789731347194,19.57341035593479,13.407277404013932,119.09362791778815,19795.390066548618,20044.692498869183
