metric,mean_full_retrain,pct_vs_no_update,pct_vs_incremental
Recall@10,0.06324852554104884,5.173548790856039,-0.911800138935428
Precision@10,0.10748174837173259,2.980999079059228,-0.18484982506430714
NDCG@10,0.12091276989365057,3.9587159464680415,0.5767905117153431
HR@10,0.5231020690451325,2.5812725238607106,-0.23974165214551318
Recall@20,0.10902926822906742,2.6715708253841832,0.9470201675521088
Precision@20,0.09609499483694295,2.661510765172623,0.6685051788552434
NDCG@20,0.12911694781756475,3.4861027013531025,0.9089224721941551
HR@20,0.6759630691818714,0.47436266539927624,-0.5160844210078375
MRR,0.2504055089440575,4.358921848148036,2.83812352535489
