training_emissions_mg,incremental_id_mapping_emissions_mg,incremental_checkpoint_load_emissions_mg,incremental_build_user_history_emissions_mg,incremental_total_batch_emissions_mg,incremental_total_update_emissions_mg,incremental_streaming_emissions_mg,incremental_n_updates,incremental_avg_emissions_per_update_mg
1800197.1478978004,135.49659287389508,122.56831899621257,44.38061638979782,103338.97254124648,15349.633035496736,118991.05110500312,26,590.3705013652591
