batch,interactions,strategy,recall_at_10,ndcg_at_10,hr_at_10,recall_at_20,ndcg_at_20,hr_at_20,mrr,update_energy_uwh,updated
12,12000,incremental,0.06878409569961445,0.09502687940412374,0.6052631578947368,0.11663660737468151,0.11630174409556468,0.6842105263157895,0.20027151211361738,0.0,False
13,13000,incremental,0.035850757810661424,0.06835493275897121,0.40540540540540543,0.06689845776636855,0.07755659172192222,0.5675675675675675,0.1440913926208044,0.0,False
14,14000,incremental,0.08143117540202958,0.12350534542479875,0.5555555555555556,0.14045549148176056,0.13967746103960224,0.7111111111111111,0.2457075422761697,0.0,False
15,15000,incremental,0.06050463347211196,0.10363384673470373,0.5,0.10971139652354649,0.12168934216952804,0.7,0.262711345671872,0.0,False
16,16000,incremental,0.047933875906564984,0.10316444569749887,0.5142857142857142,0.11074711157030928,0.12294036261304161,0.6857142857142857,0.24473459080601936,0.0,False
17,17000,incremental,0.05888876849356321,0.1198964282371073,0.625,0.1168106569331886,0.13880824854858503,0.75,0.28140094688807926,0.0,False
18,18000,incremental,0.06726466010401684,0.09466527451777532,0.4716981132075472,0.11252338103584492,0.10779481807825436,0.5849056603773585,0.20710869319359884,0.0,False
19,19000,incremental,0.06057209545970867,0.09080663861052343,0.4418604651162791,0.11024234548728348,0.1118694136258799,0.6046511627906976,0.19877040983672134,0.0,False
20,20000,incremental,0.05317171926573412,0.12496058278363624,0.56,0.09246649835906919,0.13170464329244563,0.72,0.2103203463203463,401.24257465031485,True
21,21000,incremental,0.04654733462849218,0.07585395133418671,0.3333333333333333,0.07265604878068459,0.0802837495887379,0.4444444444444444,0.16602564102564102,0.0,False
22,22000,incremental,0.07952329273888097,0.10543097920076303,0.5588235294117647,0.12427127902661915,0.1209608768933555,0.6764705882352942,0.2004754352721481,0.0,False
23,23000,incremental,0.02444851989093243,0.0800849804197939,0.45454545454545453,0.08622185722031867,0.10597706038396315,0.7727272727272727,0.21167355371900823,0.0,False
24,24000,incremental,0.061280731549764,0.1430380946986842,0.48148148148148145,0.08471908084365966,0.13889961451104876,0.6296296296296297,0.29071614055274186,0.0,False
25,25000,incremental,0.056812901668431906,0.10836516963481235,0.3125,0.08055311779572914,0.11172186496691852,0.46875,0.1715944212037962,0.0,False
26,26000,incremental,0.05573695946875491,0.11763293064368885,0.5185185185185185,0.10833501256288336,0.13485839272221176,0.6666666666666666,0.2353628881406659,0.0,False
27,27000,incremental,0.07195804075716146,0.11472714665703455,0.4523809523809524,0.10447652733121274,0.12392227979656723,0.5476190476190477,0.21846982382696667,0.0,False
28,28000,incremental,0.08077118520743136,0.10870285470427216,0.41025641025641024,0.1381584810906653,0.13357488792267236,0.717948717948718,0.22818792768185475,0.0,False
29,29000,incremental,0.06809205110767552,0.1150618187661102,0.5,0.11983384398037095,0.12793341815095483,0.7380952380952381,0.28403813883137186,0.0,False
30,30000,incremental,0.04089388473354674,0.08230461076898395,0.48,0.08136065242663354,0.09826204475055872,0.64,0.1601825396825397,0.0,False
31,31000,incremental,0.09068198285692741,0.19229856689698333,0.6451612903225806,0.141509163256567,0.18527109882408832,0.7741935483870968,0.3262113617376775,0.0,False
32,32000,incremental,0.044217888939299246,0.10171166063940837,0.39285714285714285,0.06756201400264783,0.10685110561729201,0.6071428571428571,0.21581719809135777,0.0,False
33,33000,incremental,0.06510555859867,0.1272471183733482,0.6285714285714286,0.11027622140354476,0.1354983661069788,0.6857142857142857,0.26531746031746034,0.0,False
34,34000,incremental,0.06330671999805731,0.11764654391769458,0.5833333333333334,0.11592819217889273,0.13478723092608533,0.6666666666666666,0.21240630511463843,0.0,False
35,35000,incremental,0.06465889578604744,0.190055522244544,0.7391304347826086,0.09081005804765171,0.15937854140450694,0.8260869565217391,0.32344455061846367,0.0,False
36,36000,incremental,0.06254180879446058,0.13036313820120043,0.5675675675675675,0.0949607235632985,0.12669517656736695,0.6486486486486487,0.2789329245211598,0.0,False
37,37000,incremental,0.04603196870948295,0.10190453720247267,0.45454545454545453,0.11801182373816449,0.12775484913329743,0.7272727272727273,0.23187044437044438,0.0,False
38,38000,incremental,0.06995877736745881,0.11967145434770662,0.696969696969697,0.10090811533880574,0.12216595689769809,0.7272727272727273,0.22686988936988936,0.0,False
39,39000,incremental,0.0506444545444561,0.09098197774225594,0.36363636363636365,0.10652214276417156,0.10649041924229358,0.6136363636363636,0.21349241729905957,0.0,False
40,40000,incremental,0.06601443187799465,0.09414787058947541,0.4827586206896552,0.10511958333536045,0.10620936666472897,0.5862068965517241,0.1276888341543514,448.6886534331759,True
41,41000,incremental,0.0660420390636295,0.09879902318897615,0.5,0.11377456960030047,0.11424782136765216,0.6590909090909091,0.19781550520186883,0.0,False
42,42000,incremental,0.048062116531493254,0.13758754556533678,0.3870967741935484,0.09357153081987335,0.13444665027662261,0.6129032258064516,0.29497079980950935,0.0,False
43,43000,incremental,0.07117213653605615,0.12867414208605688,0.5111111111111111,0.11939286621302202,0.13110142252802065,0.6888888888888889,0.25553637262099593,0.0,False
44,44000,incremental,0.05723622683885011,0.10109447736770867,0.46,0.1039133623763195,0.11353011212000816,0.64,0.24637233964865543,0.0,False
45,45000,incremental,0.0607061901949837,0.08730990492853546,0.46153846153846156,0.09349824654754595,0.09554870713067487,0.5769230769230769,0.20007020925543187,0.0,False
46,46000,incremental,0.05491643792315685,0.09946776254591883,0.5106382978723404,0.10674915376583935,0.11098518440274001,0.6808510638297872,0.22024840374916127,0.0,False
47,47000,incremental,0.07001529403107311,0.0996381018474202,0.46511627906976744,0.11880776877346064,0.11767752143010812,0.6511627906976745,0.23203454372365023,0.0,False
48,48000,incremental,0.058767021683738506,0.10383490306129806,0.43137254901960786,0.1037778180077119,0.11444600202585568,0.5686274509803921,0.2271287071892608,0.0,False
49,49000,incremental,0.0849234255719736,0.11530485996586343,0.5555555555555556,0.1390795963640342,0.13780830058480145,0.7777777777777778,0.2544286863043313,0.0,False
50,50000,incremental,0.0729921865588159,0.12799131239373332,0.5957446808510638,0.11816842417317376,0.12750441325198916,0.6808510638297872,0.27905249689964134,0.0,False
51,51000,incremental,0.05671964411732062,0.11233292784493379,0.6,0.1009816982361705,0.1143936946257531,0.7333333333333333,0.2419062818082426,0.0,False
52,52000,incremental,0.08013373298376124,0.14956231949275595,0.4772727272727273,0.1391995329746836,0.163872848646924,0.5909090909090909,0.2596579556806829,0.0,False
53,53000,incremental,0.05985064403857554,0.1274170982380283,0.5,0.0957830756875224,0.12071042247356469,0.6190476190476191,0.26232828990181933,0.0,False
54,54000,incremental,0.07890788669488369,0.10627575031929773,0.5740740740740741,0.13837417352230943,0.1249951524843959,0.8148148148148148,0.20874009302371874,0.0,False
55,55000,incremental,0.052366329170669516,0.12167672405830468,0.45454545454545453,0.0966739761927079,0.13618839151754225,0.6666666666666666,0.24678046255586364,0.0,False
56,56000,incremental,0.04917510184092405,0.1411359683550049,0.5789473684210527,0.10111900255712798,0.14479261830606607,0.8157894736842105,0.35738323424081936,0.0,False
57,57000,incremental,0.0879289508681979,0.17840400261389616,0.6222222222222222,0.13886619591339305,0.17404166901291712,0.7333333333333333,0.35255731922398587,0.0,False
58,58000,incremental,0.05552233106774309,0.11047014238472133,0.5135135135135135,0.11361767429210481,0.12818667874439574,0.6756756756756757,0.24695068445068444,0.0,False
59,59000,incremental,0.06226922644629141,0.15310859630593837,0.5333333333333333,0.10034319931919213,0.14655743243881186,0.6666666666666666,0.32005952380952374,0.0,False
60,60000,incremental,0.0888232969969435,0.14618389039729607,0.71875,0.1265888119711957,0.15224246162335958,0.8125,0.291729797979798,447.09063844169174,True
61,61000,incremental,0.08326847488118405,0.1364069661991296,0.5652173913043478,0.15055129651454602,0.15816767441073537,0.8043478260869565,0.2860375309544107,0.0,False
62,62000,incremental,0.044199314368048206,0.09202576159667923,0.48717948717948717,0.09569288665480634,0.1037896991063259,0.6666666666666666,0.21642815609236182,0.0,False
63,63000,incremental,0.04304653986832424,0.17891606342439778,0.52,0.08166547106055543,0.17610159057064337,0.68,0.3278799533799534,0.0,False
64,64000,incremental,0.0720972399942078,0.09876778128626958,0.6153846153846154,0.1165438844367511,0.11498133853303198,0.7692307692307693,0.19391617264920433,0.0,False
65,65000,incremental,0.07605065203475331,0.13770547378471243,0.6285714285714286,0.13651080544150265,0.1540734494552554,0.8,0.28777973193939577,0.0,False
66,66000,incremental,0.09418234099909778,0.1564839990433925,0.6590909090909091,0.14208772532898106,0.16103944353676364,0.7045454545454546,0.2812958283546519,0.0,False
67,67000,incremental,0.1018017612971746,0.1581085960090357,0.5531914893617021,0.14600653205701417,0.1543543918342882,0.7446808510638298,0.27619028818636876,0.0,False
68,68000,incremental,0.04621983401212669,0.08410630539500356,0.42857142857142855,0.08954778536335214,0.09534696911243683,0.6857142857142857,0.20642620328710554,0.0,False
69,69000,incremental,0.0689798861157649,0.12038047007507724,0.525,0.11115925574304172,0.1255376131264528,0.675,0.2586130189255189,0.0,False
70,70000,incremental,0.06818238413837632,0.1079078040300876,0.5428571428571428,0.12059941698184554,0.1322163448520839,0.8,0.22056570119153046,0.0,False
71,71000,incremental,0.07854404170632437,0.12308960367632014,0.6363636363636364,0.11117241190344597,0.13004183182331838,0.696969696969697,0.2392266824085006,0.0,False
72,72000,incremental,0.059415301330173684,0.11405746152020078,0.7142857142857143,0.09153886539407288,0.12520938511306806,0.7857142857142857,0.27418695548394795,0.0,False
73,73000,incremental,0.07087830210400498,0.09899150822416948,0.4888888888888889,0.1306118512852286,0.12246664534629019,0.7111111111111111,0.21339061036429455,0.0,False
74,74000,incremental,0.049899048081774394,0.14118764541364368,0.4838709677419355,0.09975624523869293,0.13960241336617388,0.6774193548387096,0.22948116541070698,0.0,False
75,75000,incremental,0.08416515615615101,0.14778411042333348,0.5151515151515151,0.16358377029476728,0.17643052411508175,0.7575757575757576,0.2537881013816843,0.0,False
76,76000,incremental,0.07779336621812567,0.14508557870589234,0.6190476190476191,0.10805476956552573,0.1413129884285891,0.6666666666666666,0.3308862433862434,0.0,False
77,77000,incremental,0.05688922256247222,0.16485082757222833,0.6333333333333333,0.09425681322571096,0.15371941581669663,0.7,0.30670634920634926,0.0,False
78,78000,incremental,0.05519901774747961,0.12033762148433125,0.6129032258064516,0.09793748775577787,0.1315557703331845,0.8064516129032258,0.2573053290795226,0.0,False
79,79000,incremental,0.059392541520678466,0.11603663514913809,0.5517241379310345,0.11429231967854253,0.12605597730571316,0.6551724137931034,0.25945539135194307,0.0,False
80,80000,incremental,0.046815032628897434,0.14721638728017625,0.5357142857142857,0.05909353969887184,0.12648619013506376,0.5357142857142857,0.3024234693877551,444.64250742333417,True
81,81000,incremental,0.0676078562251613,0.14601341673965984,0.631578947368421,0.1215229893748667,0.15322590292747615,0.8157894736842105,0.25933228436691036,0.0,False
82,82000,incremental,0.045464225924520756,0.10980546327262893,0.6333333333333333,0.06820630090477922,0.1080497349148838,0.6666666666666666,0.2956228956228956,0.0,False
83,83000,incremental,0.07942359925790896,0.12029147477950494,0.5277777777777778,0.11096804916113853,0.11971527511837314,0.6388888888888888,0.23609669651336318,0.0,False
84,84000,incremental,0.08193530222628526,0.1995118953472806,0.6060606060606061,0.12101236871504682,0.18536870254151488,0.7878787878787878,0.31748753326293433,0.0,False
85,85000,incremental,0.04798491287425266,0.16183256599031431,0.4666666666666667,0.09399752801222758,0.1605661402682233,0.6666666666666666,0.3293084985190248,0.0,False
86,86000,incremental,0.04680458989788087,0.1309042337950354,0.5151515151515151,0.0801714149575224,0.12134419681812363,0.6666666666666666,0.30116642616642614,0.0,False
87,87000,incremental,0.044159537824306434,0.08866818008519486,0.4594594594594595,0.0849672749292123,0.10252644287076292,0.5945945945945946,0.16058348279710508,0.0,False
88,88000,incremental,0.04444990027667319,0.08957304333288618,0.38095238095238093,0.09858480127108946,0.10658353308760975,0.6428571428571429,0.1559614302924785,0.0,False
89,89000,incremental,0.03620055980860392,0.12868749720468706,0.4,0.07527743016097568,0.1301438713330175,0.56,0.2921245421245421,0.0,False
90,90000,incremental,0.06808179835434351,0.14868072851999511,0.5769230769230769,0.09950605316367521,0.1425877962670217,0.6538461538461539,0.30566968456644567,0.0,False
91,91000,incremental,0.07250864587710064,0.1298408270346187,0.5714285714285714,0.11708253812422179,0.13509885331282784,0.7142857142857143,0.26483397554826127,0.0,False
92,92000,incremental,0.059962801887354304,0.11836312022945844,0.4666666666666667,0.09981522759442622,0.12059156906862878,0.6444444444444445,0.22590620164149577,0.0,False
93,93000,incremental,0.0580933652151375,0.12708961657382614,0.5,0.09564055072729567,0.13021419305714643,0.6578947368421053,0.2565391844997108,0.0,False
94,94000,incremental,0.05389220054315149,0.10834740913848084,0.4594594594594595,0.08642676250147763,0.11079328326798958,0.5405405405405406,0.18689403689403689,0.0,False
95,95000,incremental,0.080011117825342,0.13841631118226547,0.6060606060606061,0.1443417427218884,0.15011292041485638,0.7272727272727273,0.2941417292353121,0.0,False
96,96000,incremental,0.07472267882471176,0.10151797833513988,0.6666666666666666,0.10865699021308903,0.11453986749046187,0.7,0.1920117845117845,0.0,False
97,97000,incremental,0.0758352785558668,0.11624388042310968,0.5,0.11128225753685313,0.12903913359536628,0.625,0.2397794320080504,0.0,False
98,98000,incremental,0.04762539613431937,0.14152492640749506,0.5454545454545454,0.08859420963931004,0.14923706940357395,0.8181818181818182,0.3010770747999849,0.0,False
99,99000,incremental,0.07906277579248228,0.13373381614257437,0.6764705882352942,0.15265633340439966,0.155188975039194,0.7941176470588235,0.29615535608182664,0.0,False
100,100000,incremental,0.06005769975791405,0.0927450445842206,0.4,0.125648883062214,0.11460587301827813,0.6444444444444445,0.23956777561008727,481.92239535973727,True
101,101000,incremental,0.07074435935050032,0.097241743614926,0.47058823529411764,0.12046229689563137,0.10792857109957596,0.7352941176470589,0.21363138495491435,0.0,False
102,102000,incremental,0.06930516951919753,0.09454288946517263,0.45454545454545453,0.10841468766375217,0.11467582934820295,0.6136363636363636,0.18624352289125018,0.0,False
103,103000,incremental,0.062161223382211785,0.11525728923035201,0.5161290322580645,0.10826491226510455,0.1290233162256804,0.6774193548387096,0.21518646790917836,0.0,False
104,104000,incremental,0.08488094734500329,0.15369266899690673,0.6206896551724138,0.13465671825554978,0.16155016094223126,0.7931034482758621,0.27241852974611597,0.0,False
105,105000,incremental,0.07138148119115291,0.10428936332707169,0.5405405405405406,0.11067638860578266,0.11601665671456333,0.7027027027027027,0.21878046878046878,0.0,False
106,106000,incremental,0.053335024450228766,0.14979974088574513,0.5483870967741935,0.07851289554435946,0.1402070334506568,0.6129032258064516,0.2310834011023764,0.0,False
107,107000,incremental,0.04430628197695405,0.09594893566950205,0.5945945945945946,0.09784044930613484,0.11040620021853291,0.7297297297297297,0.19483938926663383,0.0,False
108,108000,incremental,0.050346709958987476,0.09706230398692954,0.3939393939393939,0.10489836261029678,0.11905671306774482,0.6060606060606061,0.18370818130176417,0.0,False
109,109000,incremental,0.04594307575572985,0.07683603160198958,0.2702702702702703,0.09599508967377471,0.1018044228589077,0.5675675675675675,0.16339836192777368,0.0,False
110,110000,incremental,0.03790237882775105,0.07789976960659546,0.5,0.06543462296161921,0.08757785641912638,0.625,0.18197466595904097,0.0,False
111,111000,incremental,0.05545264886203273,0.09810120967249429,0.5,0.08654150150276571,0.11695506185668235,0.6785714285714286,0.21986901618701707,0.0,False
112,112000,incremental,0.05082244836864159,0.11632651407417349,0.5833333333333334,0.0925694999080563,0.12382908512771827,0.7083333333333334,0.19351175444925447,0.0,False
113,113000,incremental,0.07287489326359102,0.12413534761332044,0.5581395348837209,0.10152224583221488,0.11951809640540363,0.627906976744186,0.21167377803834714,0.0,False
114,114000,incremental,0.06554161115582256,0.10423902266032772,0.5116279069767442,0.13349093568311401,0.12901651674540496,0.7674418604651163,0.22042413760590013,0.0,False
115,115000,incremental,0.06809857413472598,0.12046273673222178,0.5,0.11638439558136189,0.1338576014779983,0.6666666666666666,0.24370970610466408,0.0,False
116,116000,incremental,0.042734792058546696,0.09418323718868096,0.5263157894736842,0.08971507566870032,0.10697069759005733,0.7368421052631579,0.23216403479561368,0.0,False
117,117000,incremental,0.0744256367244312,0.11256355473875908,0.5,0.1299631625760341,0.12593348645701485,0.625,0.2036431246449629,0.0,False
118,118000,incremental,0.08467671642327665,0.13843044444505961,0.45454545454545453,0.1261718848442767,0.14390337760897726,0.5757575757575758,0.24647039120723332,0.0,False
119,119000,incremental,0.049281177104863745,0.09093493276548878,0.4418604651162791,0.09232546075961949,0.10336850783628772,0.6976744186046512,0.18549767416046484,0.0,False
120,120000,incremental,0.04767793853468571,0.11803821843816739,0.5428571428571428,0.09046127500649088,0.11523966480553846,0.7428571428571429,0.25661413688282325,522.5939754049377,True
121,121000,incremental,0.10461258266817842,0.19168797950724273,0.6666666666666666,0.1289360760391091,0.17905446815286716,0.7083333333333334,0.3684027777777777,0.0,False
122,122000,incremental,0.06008778327365078,0.10479553975106719,0.5714285714285714,0.12661109985850996,0.12708763489886693,0.7142857142857143,0.24951301322534022,0.0,False
123,123000,incremental,0.058205342869572844,0.11352930266599562,0.46511627906976744,0.08921302032459781,0.11326325253100143,0.6046511627906976,0.2685295946203859,0.0,False
124,124000,incremental,0.05556969286400412,0.08733593733876958,0.5813953488372093,0.099895148873511,0.0968525088206546,0.7209302325581395,0.22087397846271772,0.0,False
125,125000,incremental,0.05491088940171747,0.12122627983093637,0.5588235294117647,0.09482806570779935,0.12497154354913616,0.7352941176470589,0.2867695741398163,0.0,False
126,126000,incremental,0.046416893277965755,0.07314181820352927,0.48717948717948717,0.074194968618784,0.08438885039469475,0.6923076923076923,0.14685019396557852,0.0,False
127,127000,incremental,0.06961993063436693,0.1316321629902091,0.43902439024390244,0.12143204375486912,0.14179560690213622,0.7073170731707317,0.2741594085351165,0.0,False
128,128000,incremental,0.04158039464314292,0.11284359817727055,0.43243243243243246,0.06769402791703309,0.1040390308067958,0.5675675675675675,0.32213507213507214,0.0,False
129,129000,incremental,0.04629661503621451,0.07829338164563372,0.45161290322580644,0.09835254777537565,0.10243011550345796,0.6451612903225806,0.1269821576273189,0.0,False
130,130000,incremental,0.07900324474038824,0.12262788839062401,0.45454545454545453,0.14387289758080785,0.14488814307821296,0.6363636363636364,0.2275926186529902,0.0,False
131,131000,incremental,0.03466738000216963,0.06081082937133599,0.3111111111111111,0.08750803839080455,0.0816814070762102,0.5111111111111111,0.12863637270500014,0.0,False
132,132000,incremental,0.08176140508302593,0.1425693651896626,0.5510204081632653,0.1358700905095157,0.14706282950856517,0.6938775510204082,0.2969605791034362,0.0,False
133,133000,incremental,0.12047373041235447,0.1564033769105334,0.6590909090909091,0.1650398260494718,0.16162332829030937,0.7954545454545454,0.31489852381880246,0.0,False
134,134000,incremental,0.04800821276982086,0.1282087679634233,0.5142857142857142,0.07763238948955023,0.11943243602153486,0.6285714285714286,0.24313813170956025,0.0,False
135,135000,incremental,0.07655572051251146,0.13027336662658726,0.5151515151515151,0.11267321342486158,0.13898506707340172,0.6363636363636364,0.2314836678473042,0.0,False
136,136000,incremental,0.054767138554377724,0.13434822433901006,0.5,0.07637798869996477,0.1349173699797542,0.6,0.23832442067736184,0.0,False
137,137000,incremental,0.06953155300515139,0.1378260969305336,0.5714285714285714,0.09888164242242517,0.13517268262225768,0.7428571428571429,0.27045546890084704,0.0,False
138,138000,incremental,0.0430478399938676,0.08669426344770752,0.37209302325581395,0.0797696801483183,0.09235449703227726,0.46511627906976744,0.14984978301991764,0.0,False
139,139000,incremental,0.032212037508128434,0.07208739070130013,0.4,0.06622770100165129,0.08008876689105829,0.6,0.16270688665909255,0.0,False
140,140000,incremental,0.05397554862552976,0.0993130382803807,0.5405405405405406,0.10218015735987865,0.11248037185964391,0.7567567567567568,0.20503569253569254,443.8355095180146,True
141,141000,incremental,0.07824205045209265,0.14565666726617085,0.6774193548387096,0.12733084225682428,0.15408424271375587,0.8387096774193549,0.27931973607470456,0.0,False
142,142000,incremental,0.025886428858728827,0.07436997416127335,0.32142857142857145,0.04319281196248543,0.08091546594105957,0.42857142857142855,0.15122344392302375,0.0,False
143,143000,incremental,0.06419630433433694,0.11285851174894046,0.4857142857142857,0.11323712467168467,0.12651025957589676,0.6,0.21273912595341168,0.0,False
144,144000,incremental,0.024398460913239238,0.07783958928920284,0.40540540540540543,0.05822662879313125,0.07907755669504264,0.4864864864864865,0.18237813237813236,0.0,False
145,145000,incremental,0.08210654971290622,0.16635003821076425,0.675,0.12639009519562225,0.16100713906266856,0.725,0.3715724206349206,0.0,False
146,146000,incremental,0.0711165479855939,0.13441195487196786,0.6666666666666666,0.10112897447889797,0.13380744614922027,0.7666666666666667,0.27353294853294857,0.0,False
147,147000,incremental,0.029607798588673673,0.10427772445503736,0.3684210526315789,0.07303008250482702,0.10817302602460473,0.5789473684210527,0.2538887013263745,0.0,False
148,148000,incremental,0.06148128252516234,0.10955434182597172,0.4318181818181818,0.10936322589883173,0.12283486293172828,0.6590909090909091,0.20336404856440743,0.0,False
149,149000,incremental,0.05783359915091616,0.12259257461556779,0.5384615384615384,0.09306792756500813,0.11886745964556218,0.6410256410256411,0.23805898517436974,0.0,False
150,150000,incremental,0.07983850659761471,0.13476230671603223,0.5882352941176471,0.13459834433411255,0.14377265103529765,0.7058823529411765,0.2937525967324729,0.0,False
151,151000,incremental,0.06201375241660341,0.1074262128909423,0.5,0.10766352912423773,0.12062166011311615,0.71875,0.2334164213892832,0.0,False
152,152000,incremental,0.04405296274481334,0.137206585186345,0.4411764705882353,0.12005760311106324,0.14908643617255177,0.6764705882352942,0.26146659409612427,0.0,False
153,153000,incremental,0.07739053571171116,0.12715612207210789,0.575,0.126461279476975,0.1387303254607664,0.775,0.309265581232493,0.0,False
154,154000,incremental,0.07589364541376172,0.1683553023686092,0.5263157894736842,0.11995850212719983,0.16873907420884104,0.6052631578947368,0.32382518796992477,0.0,False
155,155000,incremental,0.06452052913387202,0.10033644116454978,0.5111111111111111,0.1326664236494734,0.1309694750794879,0.7333333333333333,0.2565275854749539,0.0,False
156,156000,incremental,0.07815879130375243,0.12280780787689456,0.5142857142857142,0.14346114199844692,0.14693011124674168,0.7428571428571429,0.23185684530222345,0.0,False
157,157000,incremental,0.09313153788284244,0.1348264075355877,0.6,0.12812675145219715,0.13170909229609787,0.725,0.2723298229548229,0.0,False
158,158000,incremental,0.04862666269694103,0.07985353634621291,0.45652173913043476,0.09719003730436597,0.09748012840392413,0.6521739130434783,0.16802456565883675,0.0,False
159,159000,incremental,0.07879157937803616,0.16686918352533328,0.6153846153846154,0.12425203950339207,0.16568534364409604,0.7692307692307693,0.32122215127097237,0.0,False
160,160000,incremental,0.07187335963782158,0.12790242172790578,0.6216216216216216,0.1195055169760455,0.13570159160273057,0.7837837837837838,0.24962219815160988,481.6313326845376,True
161,161000,incremental,0.07936353633459436,0.13502711455522665,0.5483870967741935,0.10644694435945411,0.1384814302799579,0.6451612903225806,0.2373731555183168,0.0,False
162,162000,incremental,0.06250552534551088,0.10553839394129046,0.5882352941176471,0.12713727208879969,0.13118965501378974,0.8235294117647058,0.23099535268652915,0.0,False
163,163000,incremental,0.08719523860432751,0.16313498030033574,0.6052631578947368,0.12662788096909453,0.15454532511511068,0.7105263157894737,0.31596315349777954,0.0,False
164,164000,incremental,0.049079439664306265,0.08343544760366446,0.575,0.1094516892632845,0.10562760180663713,0.75,0.221857146121852,0.0,False
165,165000,incremental,0.11464036009729352,0.1572527206861739,0.5681818181818182,0.17598042678206036,0.17501606593817295,0.7272727272727273,0.2760404368358914,0.0,False
166,166000,incremental,0.0913235750087179,0.13530316126138758,0.6111111111111112,0.1284988167855439,0.14002239295561483,0.6944444444444444,0.2259901477425987,0.0,False
167,167000,incremental,0.0981087656111012,0.12928760078797963,0.5581395348837209,0.17395344446147723,0.1566484848894232,0.6744186046511628,0.23244455802595335,0.0,False
168,168000,incremental,0.06733527972755804,0.1310717467654195,0.5789473684210527,0.11461231100415951,0.1361007190102439,0.7368421052631579,0.26619152046783623,0.0,False
169,169000,incremental,0.04770463457485563,0.11763804772791062,0.5277777777777778,0.0842840233256179,0.11804431232441319,0.7222222222222222,0.23668405790116318,0.0,False
