training_emissions_mg,incremental_id_mapping_emissions_mg,incremental_checkpoint_load_emissions_mg,incremental_build_user_history_emissions_mg,incremental_batch_scoring_emissions_mg,incremental_update_total_emissions_mg,incremental_streaming_emissions_mg,incremental_n_updates,incremental_avg_emissions_per_update_mg
1800197.1478978004,126.67760946701083,122.46391071131193,44.27673368447894,78975.2279219655,15922.404844493038,95191.05102032135,26,612.4001863266553
