training_emissions_mg,id_mapping_emissions_mg,checkpoint_load_emissions_mg,build_user_history_emissions_mg,embedding_snapshot_emissions_mg,content_build_emissions_mg,total_batch_emissions_mg,streaming_emissions_mg
1832435.5559161347,133.31038224961895,134.04968409061243,50.55906149042158,16.779879764066635,618.7803914489825,111468.92602093871,112422.40541998247
