training_emissions_mg,incremental_id_mapping_emissions_mg,incremental_checkpoint_load_emissions_mg,incremental_build_user_history_emissions_mg,incremental_total_batch_emissions_mg,incremental_total_update_emissions_mg,incremental_streaming_emissions_mg,incremental_n_updates,incremental_avg_emissions_per_update_mg
125522.72833458475,45.4233696033862,55.86731371167384,19.507050045786052,13629.654409649085,2208.56193726735,15959.014080277282,8,276.07024215841875
