training_emissions_mg,no_update_id_mapping_emissions_mg,no_update_checkpoint_load_emissions_mg,no_update_build_user_history_emissions_mg,no_update_total_batch_emissions_mg,no_update_total_update_emissions_mg,no_update_streaming_emissions_mg
1832435.5559161347,139.519888251926,145.71824072917696,51.51136314045333,94968.95090911741,0.0,95305.70040123897
