training_emissions_mg,id_mapping_emissions_mg,checkpoint_load_emissions_mg,build_user_history_emissions_mg,embedding_snapshot_emissions_mg,content_build_emissions_mg,total_batch_emissions_mg,total_update_emissions_mg,n_updates,avg_emissions_per_update_mg,streaming_emissions_mg
1832435.5559161347,147.73230272120912,144.12436218208265,52.64528930173023,17.22119352991756,665.7244804830905,146483.09092287233,1631.543516599665,1,1631.543516599665,149142.08206768997
