batch,interactions,recall_existing,precision_existing,ndcg_existing,recall_new_user,precision_new_user,ndcg_new_user,recall_overall,precision_overall,ndcg_overall,pct_new_user,n_new_users,n_new_user_interactions,n_unique_users,window_unique_users,n_users_trained
51,51000,0.10505510929774604,0.049999999999999996,0.09019934461232144,0.0655915525887958,0.2823529411764706,0.3137478031545233,0.08192130019249935,0.18620689655172412,0.22124499272326734,0.27586206896551724,8,878,29,228,5328
52,52000,0.006808278867102397,0.041666666666666664,0.03558017295487697,0.0974006799065699,0.19375000000000003,0.2598901327269382,0.05857536517536955,0.1285714285714286,0.16375729282462623,0.14285714285714285,4,747,28,243,5328
53,53000,0.09444444444444444,0.03333333333333333,0.04446505428610514,0.03721127376888979,0.2714285714285714,0.24291045828532618,0.054381224971556195,0.2,0.1833768370855599,0.25,5,904,20,255,5328
54,54000,0.007142857142857143,0.025,0.026528295746614323,0.04754774094657793,0.2833333333333333,0.29829545524256834,0.031385787425089615,0.18,0.18958859144418677,0.4,8,924,20,269,5328
55,55000,0.040405701754385966,0.03125,0.06730556977788378,0.03910353573044359,0.16923076923076924,0.17824244500361758,0.039821972157446275,0.09310344827586207,0.11703589315493686,0.1724137931034483,5,740,29,288,5328
56,56000,0.015895278167367927,0.04000000000000001,0.04198195542937388,0.05713570433065566,0.38888888888888895,0.3720682495726105,0.03136043797860083,0.1708333333333333,0.1657643157330876,0.2916666666666667,7,865,24,304,5328
57,57000,0.030288771752186385,0.07222222222222223,0.06217187534796584,0.06234625294587144,0.25000000000000006,0.2619273561787295,0.0443139197744236,0.15000000000000002,0.14956489821142493,0.28125,9,712,32,325,5328
58,58000,0.050571895424836595,0.03333333333333333,0.0446316598902373,0.03140576279585568,0.2,0.21766143649881856,0.039924043964291646,0.12592592592592594,0.14075931356167132,0.37037037037037035,10,795,27,344,5328
59,59000,0.05555567355299737,0.061111111111111116,0.08721573096910157,0.05168617368700219,0.2111111111111111,0.2472910866918392,0.0542658402643323,0.11111111111111113,0.14057418287668078,0.14814814814814814,4,752,27,361,5328
60,60000,0.04507079362170088,0.03125,0.06140521539998312,0.03799723942440236,0.14705882352941177,0.1631653841311574,0.04142684145945619,0.09090909090909091,0.11382712050392138,0.30303030303030304,10,689,33,379,5328
61,61000,0.022044578515166748,0.05999999999999999,0.05144863224484985,0.0606377812089971,0.29,0.2754196820557296,0.03748185959269889,0.152,0.14103705216920173,0.16,4,798,25,25,5328
62,62000,0.07113212874082439,0.02727272727272727,0.08428022390613453,0.03509796649947068,0.18571428571428572,0.187190314087588,0.057118843424742397,0.08888888888888889,0.12430081453225533,0.19444444444444445,7,755,36,58,5328
63,63000,0.054135338345864654,0.01578947368421053,0.026639298052206568,0.12081269896393441,0.26153846153846155,0.3735111243869272,0.0812230160969555,0.115625,0.1675559775006868,0.21875,7,836,32,83,5328
64,64000,0.06537771537771538,0.05,0.07141628267979466,0.044358493912443925,0.2416666666666667,0.25693763829586586,0.05795916662526662,0.11764705882352941,0.1368944081913492,0.20588235294117646,7,769,34,110,5328
65,65000,0.0307161753590325,0.05833333333333334,0.05887115449717701,0.03171430106401037,0.17333333333333334,0.1880605420049682,0.03127068963957575,0.12222222222222223,0.1306430364459499,0.2222222222222222,6,871,27,129,5328
66,66000,0.05009740259740259,0.016666666666666666,0.023070210376888594,0.039200772543469174,0.1733333333333333,0.18953319534598825,0.04590639103819743,0.07692307692307691,0.08709443536500383,0.20512820512820512,8,621,39,161,5328
67,67000,0.02107864357864358,0.06000000000000001,0.06107801361385494,0.03875882590632767,0.325,0.3630858113034183,0.02893650239094762,0.17777777777777778,0.19530370147588308,0.16666666666666666,3,732,18,173,5328
68,68000,0.025074033109747394,0.09,0.09942099514404901,0.04100042497043749,0.25,0.2762794427129876,0.033037229040092445,0.16999999999999998,0.1878502189285183,0.3,6,776,20,187,5328
69,69000,0.00816221469086731,0.0411764705882353,0.03141843411379577,0.035936930641163906,0.16923076923076924,0.19857887914455555,0.020197924935995835,0.09666666666666668,0.10385462696045834,0.16666666666666666,5,700,30,210,5328
70,70000,0.015656565656565657,0.049999999999999996,0.04246159762940479,0.044709944978237666,0.18000000000000002,0.18346520619171525,0.030684175650533937,0.11724137931034484,0.1153944986099102,0.13793103448275862,4,721,29,228,5328
71,71000,0.1013888888888889,0.020000000000000004,0.05556662296729121,0.03292969050445785,0.23846153846153845,0.26975906906711705,0.0696042610675459,0.12142857142857143,0.1550131157993532,0.32142857142857145,9,810,28,252,5328
72,72000,0.009563810414621654,0.04736842105263158,0.0423626306019121,0.07427527996818431,0.1823529411764706,0.2290290551704054,0.04012200437047068,0.1111111111111111,0.13051066442592282,0.19444444444444445,7,777,36,276,5328
73,73000,0.0327485380116959,0.04,0.06511542882944164,0.0769523185896554,0.3125,0.3627179415241777,0.05995086452120945,0.20769230769230768,0.24825543664158695,0.38461538461538464,10,955,26,294,5328
