training_emissions_mg,id_mapping_emissions_mg,checkpoint_load_emissions_mg,build_user_history_emissions_mg,embedding_snapshot_emissions_mg,content_build_emissions_mg,total_batch_emissions_mg,streaming_emissions_mg
1800197.1478978004,128.5299579821183,123.03644817281078,47.01726232767163,15.838741837435238,602.8783725360776,111506.80747774552,112424.10826060166
