batch,interactions,strategy,recall_at_10,precision_at_10,ndcg_at_10,hr_at_10,recall_at_20,precision_at_20,ndcg_at_20,hr_at_20,mrr,id_resolution_emissions_mg,expand_embeddings_emissions_mg,scoring_emissions_mg,update_prep_emissions_mg,history_update_emissions_mg,batch_emissions_mg,update_emissions_mg,updated
1,1000,no_update,0.05513505485945336,0.11481481481481481,0.12031361844656975,0.5555555555555556,0.08380334089102677,0.0962962962962963,0.12325311609945944,0.6666666666666666,0.23925977798526818,11.72760194568998,55.06883931566902,13.29263616120212,11.656082625680384,11.659815579754683,103.40497562799618,0.0,False
2,2000,no_update,0.0773859319774522,0.08571428571428572,0.1073293465085967,0.5,0.11883097388222208,0.0773809523809524,0.12232321823206448,0.6666666666666666,0.24924722414218212,11.714637153160544,54.81102140532067,13.223988733555945,11.65478128150471,11.660611056322221,103.06503962986409,0.0,False
3,3000,no_update,0.04665526984228189,0.13030303030303034,0.13746286707128416,0.48484848484848486,0.06807987395938575,0.09696969696969697,0.12213992265154613,0.6060606060606061,0.24757290639643578,11.725250986836755,54.64221587030696,13.231950123778368,11.658236878609015,11.66079677172361,102.91845063125471,0.0,False
4,4000,no_update,0.07163121994360878,0.13513513513513514,0.1498620344832649,0.5135135135135135,0.11684072035815535,0.11351351351351349,0.14925353835438243,0.7027027027027027,0.28257249228611453,11.71562809389702,54.295818928560536,13.359849948526495,11.656369128279563,11.658624858269947,102.68629095753356,0.0,False
5,5000,no_update,0.06402803196482891,0.19999999999999998,0.21328231721680255,0.6538461538461539,0.10238411606690495,0.175,0.19822096135534514,0.8461538461538461,0.4136427674889213,11.713172220486896,54.34510084380577,13.32770452849711,11.657901234021967,11.660309798512072,102.70418862532381,0.0,False
6,6000,no_update,0.0752500052351872,0.10270270270270272,0.126034761417777,0.5405405405405406,0.1331313440162844,0.0972972972972973,0.14119841692640994,0.7567567567567568,0.25905025905025897,11.725182859784255,54.503285689654135,13.320974789999305,11.658416349753287,11.659087366923826,102.8669470561148,0.0,False
7,7000,no_update,0.04612688159297531,0.11562499999999999,0.11740022599287678,0.5625,0.07816544883384055,0.0890625,0.11033601956977439,0.625,0.22435628607503605,11.716077148226766,54.568969761094515,13.265321654470897,11.655734362490477,11.659173653890223,102.86527658017287,0.0,False
8,8000,no_update,0.05955892041606778,0.09705882352941175,0.10741684599784032,0.5,0.0868946063748456,0.07647058823529411,0.10526269784789206,0.6470588235294118,0.21404619202606817,11.712391767191916,54.30127288774168,13.319490991359032,11.656845765353449,11.659116289975714,102.64911770162179,0.0,False
9,9000,no_update,0.07721377953601685,0.08611111111111111,0.11071669234068533,0.5555555555555556,0.16332937120414473,0.08749999999999998,0.1454870975454103,0.75,0.2487845601203444,11.711081537564539,54.82344059240865,13.255974508300005,11.656376377767357,11.661328625533086,103.10820164157364,0.0,False
10,10000,no_update,0.08734967377276638,0.12500000000000003,0.14597740273653376,0.6071428571428571,0.11082787124005086,0.09821428571428571,0.14190827680803259,0.6785714285714286,0.29342185592185593,11.707755366880063,54.448602110147455,13.246831973878857,11.659087018763957,11.660482378898037,102.72275884856836,0.0,False
11,11000,no_update,0.057335490684827864,0.11875000000000001,0.12439922038408735,0.5625,0.10528497727372985,0.0953125,0.12659476921252397,0.6875,0.25769898504273503,11.711661409868684,54.19481243948139,13.310381932984471,11.656364338650475,11.66108123232452,102.53430135330954,0.0,False
12,12000,no_update,0.06878409569961445,0.09473684210526315,0.09502687940412374,0.6052631578947368,0.11663660737468151,0.09210526315789473,0.11630174409556468,0.6842105263157895,0.20027151211361738,11.713353985922607,54.28937372975581,13.34278416199831,11.656458353352097,11.659393599640746,102.66136383066957,0.0,False
13,13000,no_update,0.035850757810661424,0.07027027027027029,0.06835493275897121,0.40540540540540543,0.06689845776636855,0.07027027027027029,0.07755659172192222,0.5675675675675675,0.1440913926208044,11.71415199330652,54.55748385205217,13.295525342511437,11.656190126242738,11.660208770847323,102.88356008496018,0.0,False
14,14000,no_update,0.08143117540202958,0.10666666666666666,0.12350534542479875,0.5555555555555556,0.14045549148176056,0.09888888888888887,0.13967746103960224,0.7111111111111111,0.2457075422761697,11.723926885024621,54.28992075971967,13.331552192256654,11.65547458326175,11.6613867870033,102.66226120726598,0.0,False
15,15000,no_update,0.06050463347211196,0.08666666666666668,0.10363384673470373,0.5,0.10971139652354649,0.09166666666666666,0.12168934216952804,0.7,0.262711345671872,11.714565052490167,54.12724122345067,13.385189778437846,11.655785948568985,11.661072650412862,102.54385465336054,0.0,False
16,16000,no_update,0.047933875906564984,0.09142857142857143,0.10316444569749887,0.5142857142857142,0.11074711157030928,0.09714285714285716,0.12294036261304161,0.6857142857142857,0.24473459080601936,11.709854738149987,54.64708966216171,13.280001666714355,11.659540634710629,11.659380354247032,102.95586705598372,0.0,False
17,17000,no_update,0.05888876849356321,0.1125,0.1198964282371073,0.625,0.1168106569331886,0.1171875,0.13880824854858503,0.75,0.28140094688807926,11.717897246143332,54.11875247407949,13.325759651679247,11.656515008947244,11.660906042280624,102.47983042312994,0.0,False
18,18000,no_update,0.06726466010401684,0.07547169811320754,0.09466527451777532,0.4716981132075472,0.11252338103584492,0.06981132075471698,0.10779481807825436,0.5849056603773585,0.20710869319359884,11.713936866034622,11.6570575497397,13.346020552499823,11.657252655179533,11.661750652952174,60.03601827640585,0.0,False
19,19000,no_update,0.06057209545970867,0.07906976744186048,0.09080663861052343,0.4418604651162791,0.11024234548728348,0.08023255813953487,0.1118694136258799,0.6046511627906976,0.19877040983672134,11.71388258249537,54.8747018927142,13.328596315159528,11.656451628161165,11.660953800598106,103.23458621912837,0.0,False
