batch,interactions,recall_existing,precision_existing,ndcg_existing,hr_existing,mrr_existing,recall_new_content,precision_new_content,ndcg_new_content,hr_new_content,mrr_new_content,recall_overall_content,precision_overall_content,ndcg_overall_content,hr_overall_content,mrr_overall_content,n_new_users,pct_new_users,n_users_trained,id_resolution_emissions_mg,recovered_history_seed_emissions_mg,expand_embeddings_emissions_mg,gt_split_emissions_mg,scoring_emissions_mg,history_update_emissions_mg,apply_content_seeds_emissions_mg,batch_emissions_mg
11,11000,0.07002535700117979,0.15000000000000002,0.19478426669144489,0.5625,0.36934523809523806,0.1008289853215724,0.36,0.4055056037417426,0.9,0.72,0.08187290635517695,0.23076923076923078,0.27583093478771326,0.6923076923076923,0.5042124542124541,7,0.2692307692307692,5328,11.724725436415431,11.668991263259027,57.099755087361466,11.66222760539239,11.741623949288078,11.66685548686648,11.761091374757694,127.32527020334058
12,12000,0.07431623931623932,0.08421052631578947,0.09376148802641289,0.5789473684210527,0.19143692564745196,0.059005273815499464,0.2090909090909091,0.23940407225372623,0.8181818181818182,0.5069264069264069,0.06870221863263469,0.13,0.1471637689097611,0.6666666666666666,0.3071164021164021,8,0.26666666666666666,5328,11.719284607068694,11.657139655413305,57.10370470339977,11.660691380723865,11.751577397850618,11.668648783102597,11.773327653970874,127.33437418152971
13,13000,0.042807641044496456,0.08461538461538462,0.09121259186693974,0.38461538461538464,0.16666666666666666,0.07148963953128194,0.4222222222222223,0.4171522091900618,1.0,0.5444444444444445,0.05454118587999961,0.22272727272727275,0.22455152622639876,0.6363636363636364,0.3212121212121212,8,0.36363636363636365,5328,11.713014257339234,11.656693789158581,56.92449204485633,11.661859389578646,11.726421710790301,11.671502956543158,11.796287968711058,127.1502721169773
14,14000,0.027035768645357686,0.041666666666666664,0.04876750903188495,0.25,0.10357142857142858,0.19725733832483652,0.26,0.3171266835951646,0.9,0.5033333333333333,0.10440920940875714,0.1409090909090909,0.17074895201519394,0.5454545454545454,0.2852813852813853,6,0.2727272727272727,5328,11.730832343504394,11.655832386289191,56.4334182029942,11.662156691288374,11.731790344208116,11.6707806726026,11.759772113355531,126.6445827542424
15,15000,0.013157894736842105,0.025,0.01590519704973793,0.25,0.025,0.02485433848275131,0.27142857142857146,0.3258458273107121,0.8571428571428571,0.6785714285714286,0.0206010862115116,0.18181818181818185,0.21314014357944877,0.6363636363636364,0.44090909090909086,6,0.5454545454545454,5328,11.750644357666658,11.658476687252499,56.62819546667667,11.660881759058705,11.693740577291019,11.678209399038682,11.76426985930075,126.834418106285
16,16000,0.004878048780487805,0.04,0.028403811435525405,0.2,0.03333333333333333,0.03505269829690272,0.34,0.3427577293413223,0.8,0.5,0.019965373538695264,0.19,0.18558077038842385,0.5,0.2666666666666667,3,0.3,5328,11.726630616808869,11.656118774567517,56.41055087680837,11.660532364491175,11.689968222112352,11.72118174561608,11.71715556662692,126.58213816703129
17,17000,0.005233796054691577,0.09,0.0930095496192381,0.3,0.1625,0.05119748546472685,0.4166666666666667,0.3922707263215713,0.8333333333333334,0.4444444444444444,0.0224701795834548,0.2125,0.20523249088261306,0.5,0.26822916666666663,4,0.25,5328,11.718728265049366,11.657033396606648,56.500203865750365,11.660862166913526,11.709200774423934,11.680479348117213,11.734924298998674,126.66143211585974
18,18000,0.03481673554892126,0.10909090909090911,0.09593412690905588,0.5454545454545454,0.14177489177489175,0.06827775407192768,0.31,0.3359565323637043,0.9,0.5092857142857143,0.050750553893210024,0.20476190476190478,0.21023051045888846,0.7142857142857143,0.3167800453514739,7,0.3333333333333333,5328,11.716966529117748,11.655820059400332,57.250155243029376,11.663545238248512,11.72446172641086,11.668420623309455,11.772754286988075,127.45212370650437
19,19000,0.0725999245852187,0.10588235294117646,0.12906827829374332,0.5882352941176471,0.22628384687208214,0.054097247258586854,0.31428571428571433,0.3583993610893654,0.8571428571428571,0.6571428571428571,0.06720331036495109,0.16666666666666666,0.19595651077579976,0.6666666666666666,0.35195105820105815,3,0.125,5328,11.711510999748779,11.655969933396793,56.46102565982393,11.663864661170653,11.736844928409393,11.67885752788745,11.706907188074444,126.61498089851143
20,20000,0.01685823754789272,0.05000000000000001,0.04417909994213212,0.3333333333333333,0.075,0.04834096085216721,0.4333333333333333,0.44153881668111444,0.8333333333333334,0.638888888888889,0.03259959920002996,0.2416666666666667,0.2428589583116233,0.5833333333333334,0.35694444444444445,4,0.3333333333333333,5328,11.72714234235015,11.656014206913937,56.238822204767935,11.661977768093537,11.700458474354306,11.712710579090887,11.739244520722007,126.43637009629276
