training_emissions_mg,incremental_id_mapping_emissions_mg,incremental_checkpoint_load_emissions_mg,incremental_build_user_history_emissions_mg,incremental_total_batch_emissions_mg,incremental_total_update_emissions_mg,incremental_streaming_emissions_mg,incremental_n_updates,incremental_avg_emissions_per_update_mg
188839.35132525885,40.40543636833722,63.02788328439027,19.798614263410308,16802.5681848576,1728.3851986227573,18654.185317396492,8,216.04814982784467
