metric,mean_no_update,mean_incremental,mean_gap,pct_improvement,win_rate,wilcoxon_p,n_batches
Recall@10,0.04824119349444922,0.049251299261314864,0.0010101057668656446,2.0938656233326203,0.463855421686747,0.14259914451468256,166
Precision@10,0.10135515948699379,0.10105717772760761,-0.00029798175938618165,-0.2939976227104843,0.3855421686746988,0.8722172507380243,166
NDCG@10,0.11725627917469468,0.11643359183081319,-0.0008226873438814952,-0.7016147447897537,0.4879518072289157,0.8734964989704324,166
HR@10,0.3732046178811145,0.37328995968161144,8.534180049696305e-05,0.022867294885442428,0.3674698795180723,0.8846150933408179,166
Recall@20,0.08241870158157862,0.08175753179914343,-0.0006611697824351892,-0.8022084426806442,0.41566265060240964,0.5822191553621003,166
Precision@20,0.09238623292508955,0.09153168042848321,-0.0008545524966063339,-0.9249781807850519,0.3795180722891566,0.0782867458067634,166
NDCG@20,0.118369247080448,0.1171173310598691,-0.0012519160205789054,-1.05763621164884,0.40963855421686746,0.18957222596102286,166
HR@20,0.45124003222421355,0.44888398787905354,-0.0023560443451600133,-0.522126623727687,0.3253012048192771,0.4219331367284017,166
MRR,0.20646310642532714,0.20344354078679291,-0.0030195656385342273,-1.4625206850824621,0.43373493975903615,0.7361192902592626,166
