metric,mean_existing,mean_new,mean_overall,pct_existing,pct_new
Recall@10,0.044306036992476386,0.053715095177903925,0.048624120109851024,-8.880537288118072,10.47006106547827
Precision@10,0.04409262156681668,0.1658514599968729,0.1025099819776669,-56.98699705515233,61.79054643966842
NDCG@10,0.05787136942172292,0.18415373602875904,0.11882085998567142,-51.2952780945184,54.98434875068745
