metric,mean_no_update,mean_content_init,mean_gap,pct_improvement,win_rate,wilcoxon_p,n_batches
Recall@10,0.04824119349444922,0.048624120109851024,0.0003829266154018046,0.7937751694428236,0.5662650602409639,0.11599640660856025,166
Precision@10,0.10135515948699379,0.1025099819776669,0.001154822490673113,1.1393820467731626,0.4879518072289157,0.08615020152901141,166
NDCG@10,0.11725627917469468,0.11882085998567142,0.00156458081097674,1.334325822027615,0.5240963855421686,0.18901076725373922,166
