batch,interactions,recall_existing,precision_existing,ndcg_existing,recall_new_user,precision_new_user,ndcg_new_user,recall_overall,precision_overall,ndcg_overall,pct_new_user,n_new_users,n_new_user_interactions,n_unique_users,window_unique_users,n_users_trained,n_first_time_new_user_interactions,n_untrained_users_active,pct_untrained_users,window_unique_untrained_users
83,83000,0.0448717948717948,0.0363636363636363,0.0335667607725223,0.0481871783270831,0.1888888888888888,0.2032781871207526,0.0469296190854221,0.1310344827586207,0.1389048874714238,0.2068965517241379,6,931,29,76,5328,500,18,0.6206896551724138,40
84,84000,0.0526315789473684,0.0052631578947368,0.0526315789473684,0.0467540137288231,0.2583333333333333,0.3071310480165829,0.0503563924111573,0.1032258064516129,0.1511475024580321,0.1935483870967742,6,925,31,100,5328,695,12,0.3870967741935484,49
85,85000,0.0,0.0,0.0,0.0777096408805769,0.3266666666666666,0.3406568863895292,0.0555068863432692,0.2333333333333333,0.2433263474210922,0.4761904761904761,10,838,21,116,5328,687,15,0.7142857142857143,60
86,86000,0.0113636363636363,0.0045454545454545,0.0068645281012638,0.0365410418159438,0.2615384615384615,0.2801002371785305,0.0207152441030648,0.1,0.1083520771871057,0.1714285714285714,6,937,35,140,5328,576,13,0.37142857142857144,68
87,87000,0.0947402597402597,0.045,0.0661756402896364,0.0619016134483455,0.35,0.3485938282462442,0.081218464208295,0.1705882352941176,0.1824654823894161,0.2352941176470588,8,822,34,162,5328,666,14,0.4117647058823529,78
88,88000,0.0209259259259259,0.0166666666666666,0.0206411371074133,0.0515686625823725,0.2066666666666666,0.2126842192436188,0.0311401714780747,0.08,0.0846554978194818,0.1777777777777777,8,866,45,196,5328,562,15,0.3333333333333333,90
89,89000,0.0158214690911209,0.0647058823529411,0.0671619667303743,0.0257525998905309,0.1333333333333333,0.1287230044156645,0.0179000778630905,0.0790697674418604,0.0800468350831094,0.0465116279069767,2,206,43,220,5328,156,9,0.20930232558139536,93
90,90000,0.0062882035405255,0.0105263157894736,0.0094461634255693,0.0186229690760923,0.1384615384615384,0.1479173584953467,0.0094323594613562,0.0431372549019607,0.0447427425610027,0.0196078431372549,1,722,51,253,5328,156,13,0.2549019607843137,103
91,91000,0.011260696003343,0.0083333333333333,0.0173659274775366,0.0471576559523568,0.14375,0.151285720370673,0.0202349359905965,0.0421874999999999,0.0508458757008207,0.0,0,507,64,287,5328,0,16,0.25,110
92,92000,0.0218636401049191,0.0209302325581395,0.0307000615983185,0.0219654500235262,0.1111111111111111,0.1110248792379433,0.0218812610523703,0.0365384615384615,0.0446024338820997,0.0,0,383,52,313,5328,0,9,0.17307692307692307,115
93,93000,0.058621167720214,0.0625,0.1038334889536466,0.0790406189373591,0.0684210526315789,0.0883288665031672,0.0662284142520916,0.0647058823529411,0.0980572570603308,0.0196078431372549,1,349,51,335,5328,94,19,0.37254901960784315,121
94,94000,0.0159430964781153,0.043076923076923,0.0427775358742856,0.027030980294788,0.0625,0.0642142080029289,0.0181332957505445,0.0469135802469135,0.0470119402453757,0.0123456790123456,1,366,81,367,5328,1,16,0.19753086419753085,126
95,95000,0.0369618919856732,0.0413793103448275,0.0502566973089814,0.1189062888585827,0.1111111111111111,0.1537889411900901,0.0563697754555728,0.0578947368421052,0.0747774919124019,0.0131578947368421,1,465,76,401,5328,24,18,0.23684210526315788,133
96,96000,0.0198463330399335,0.0333333333333333,0.0420379864143842,0.0476060250268757,0.075,0.0810437650470199,0.0261914054940917,0.0428571428571428,0.0509535929589867,0.0,0,343,70,433,5328,0,16,0.22857142857142856,138
97,97000,0.0465567408570612,0.065079365079365,0.0846673204457418,0.0542353479853479,0.04,0.0607229059192639,0.0480333960740394,0.0602564102564102,0.0800626253444961,0.0256410256410256,2,126,78,471,5328,54,15,0.19230769230769232,145
98,98000,0.0680729626983497,0.032,0.0608246055758885,0.0281791125541125,0.095,0.0985047741472898,0.059674257404826,0.0452631578947368,0.0687572726435519,0.0105263157894736,1,454,95,509,5328,22,20,0.21052631578947367,152
99,99000,0.0280277340847926,0.0285714285714285,0.0358330570675468,0.0057164836330839,0.0916666666666666,0.0806960321524696,0.0223312446077606,0.0446808510638297,0.0472874336849739,0.0425531914893617,2,492,47,530,5328,205,12,0.2553191489361702,156
100,100000,0.0261370350636476,0.0333333333333333,0.0362868992026101,0.0239357156969277,0.04375,0.0368207481921004,0.0254597060277338,0.0365384615384615,0.0364511604301456,0.0,0,349,52,549,5328,0,16,0.3076923076923077,161
101,101000,0.0564022493890095,0.0319444444444444,0.0434107674276307,0.0833587708587708,0.0375,0.0577997677180378,0.0613034351107842,0.0329545454545454,0.0460269492986138,0.0,0,123,88,88,5328,0,16,0.18181818181818182,16
102,102000,0.0675036730177582,0.0509433962264151,0.0801314345874906,0.028344671201814,0.1857142857142857,0.1848288047762826,0.0629351228058981,0.0666666666666666,0.092346127776183,0.0,0,141,60,139,5328,0,7,0.11666666666666667,22
103,103000,0.0264165362906468,0.0317460317460317,0.041317383551011,0.0205393785421145,0.0642857142857143,0.0869037666560468,0.02534796215455,0.0376623376623376,0.0496058168428357,0.0129870129870129,1,244,77,197,5328,34,14,0.18181818181818182,34
104,104000,0.0384220414159392,0.0333333333333333,0.036197728561526,0.0138232500977599,0.0916666666666666,0.1141210871460198,0.0335022831523033,0.045,0.0517824002784247,0.0166666666666666,1,397,60,232,5328,102,12,0.2,43
105,105000,0.0244643071515326,0.0324324324324324,0.0388401975625151,0.0581450461371896,0.1384615384615384,0.1662640971402586,0.0332212992878034,0.06,0.0719704114527284,0.0,0,602,50,255,5328,0,13,0.26,48
106,106000,0.0651766072972757,0.0348314606741573,0.0660941811221538,0.0145086143658676,0.0588235294117647,0.0709510514335899,0.0570506084309178,0.0386792452830188,0.0668731131532332,0.0283018867924528,3,194,106,310,5328,124,17,0.16037735849056603,53
107,107000,0.0350519310924208,0.025,0.03605630730853,0.025825699598021,0.05625,0.0612851076996167,0.0333744344570754,0.0306818181818181,0.0406433619250912,0.0113636363636363,1,335,88,349,5328,89,16,0.18181818181818182,60
108,108000,0.0455642973780387,0.04375,0.0615141805666893,0.0516987337921594,0.0705882352941176,0.0839958061023825,0.0466394047908227,0.0484536082474226,0.0654542592688211,0.0103092783505154,1,169,97,391,5328,14,17,0.17525773195876287,66
109,109000,0.0691486541459752,0.0509615384615384,0.0819200849482602,0.0606617647058823,0.0117647058823529,0.0226409469836768,0.0679562812494332,0.0454545454545454,0.0735916110193518,0.0,0,130,121,436,5328,0,17,0.14049586776859505,71
110,110000,0.0262003401264905,0.0310344827586206,0.0360429023672281,0.0090920983778126,0.0357142857142857,0.0255841516652231,0.0228737375642476,0.0319444444444444,0.0340092563973938,0.0138888888888888,1,141,72,463,5328,91,14,0.19444444444444445,79
111,111000,0.0273282405387442,0.04,0.0449440408562751,0.0038966365873666,0.0125,0.020633603090445,0.0229688723617437,0.0348837209302325,0.0404211687137951,0.0116279069767441,1,132,86,488,5328,53,16,0.18604651162790697,85
112,112000,0.0407813416484699,0.0407407407407407,0.0598766307861444,0.0056972789115646,0.08,0.0820522894914182,0.0352994568458285,0.046875,0.0633415774588435,0.0,0,341,64,506,5328,0,10,0.15625,88
113,113000,0.0664522470488282,0.0373493975903614,0.0589338047021593,0.0865534253094061,0.0727272727272727,0.0955601889313564,0.0688045125899596,0.0414893617021276,0.0632198709417462,0.0,0,195,94,530,5328,0,11,0.11702127659574468,91
114,114000,0.042115046233704,0.0242424242424242,0.0331541382050195,0.0281914780913636,0.0944444444444444,0.1008184914641485,0.0399729588271901,0.035042735042735,0.0435640387064239,0.0085470085470085,1,276,117,558,5328,114,18,0.15384615384615385,99
115,115000,0.0292813156526578,0.0298969072164948,0.0365492396803266,0.0113821138211382,0.025,0.0285561992403286,0.0267469153933276,0.0292035398230088,0.0354174817419198,0.0,0,113,113,583,5328,0,16,0.1415929203539823,104
116,116000,0.0268370967240886,0.0244186046511627,0.0330150550681317,0.0108661663539712,0.023076923076923,0.0183760441410987,0.0247399038472045,0.0242424242424242,0.0310927607039759,0.0,0,179,99,600,5328,0,13,0.13131313131313133,108
117,117000,0.0272909965578396,0.0303370786516853,0.0342249104550758,0.0469696969696969,0.0333333333333333,0.0563339919476997,0.0296290599731098,0.0306930693069306,0.0368517320185559,0.0099009900990099,1,114,101,623,5328,13,12,0.1188118811881188,111
