metric,mean_incremental,mean_content_init,pct_improvement,win_rate,wilcoxon_p
Recall@10,0.049251299261314864,0.048624120109851024,-1.2734266118263946,0.46987951807228917,0.37091185302405816
Precision@10,0.10105717772760761,0.1025099819776669,1.4376061975283188,0.4759036144578313,0.05824535044441734
NDCG@10,0.11643359183081319,0.11882085998567142,2.0503259560412053,0.5060240963855421,0.07167890030260389
