training_emissions_mg,no_update_id_mapping_emissions_mg,no_update_checkpoint_load_emissions_mg,no_update_build_user_history_emissions_mg,no_update_total_batch_emissions_mg,no_update_total_update_emissions_mg,no_update_streaming_emissions_mg
188839.35132525885,43.883429150006506,58.839224538126544,19.743862483473006,17163.901078838036,0.0,17286.367595009644
