training_emissions_mg,full_retrain_id_mapping_emissions_mg,full_retrain_checkpoint_load_emissions_mg,full_retrain_build_user_history_emissions_mg,full_retrain_total_batch_emissions_mg,full_retrain_total_update_emissions_mg,full_retrain_streaming_emissions_mg,full_retrain_n_updates,full_retrain_avg_emissions_per_update_mg
188839.35132525885,40.53046469044458,57.12891843341826,20.007682137455518,10009.580141481889,1341305.9163825791,1351433.1635893222,8,167663.2395478224
