training_emissions_mg,id_mapping_emissions_mg,checkpoint_load_emissions_mg,build_user_history_emissions_mg,embedding_snapshot_emissions_mg,content_build_emissions_mg,total_batch_emissions_mg,total_update_emissions_mg,n_updates,avg_emissions_per_update_mg,streaming_emissions_mg
188839.35132525885,40.8724352174598,56.375879671313136,19.622908785620986,13.224382866716542,0.0,20673.930639295144,1814.1753594363734,8,226.77191992954667,22618.201605272636
