training_emissions_mg,full_retrain_id_mapping_emissions_mg,full_retrain_checkpoint_load_emissions_mg,full_retrain_build_user_history_emissions_mg,full_retrain_total_batch_emissions_mg,full_retrain_total_update_emissions_mg,full_retrain_streaming_emissions_mg,full_retrain_n_updates,full_retrain_avg_emissions_per_update_mg
188839.35132525885,40.475702665981395,56.30275831222948,19.40877069589122,17967.492027497236,1369484.7109946795,1387568.3902538507,8,171185.58887433494
