batch,interactions,recall_existing,precision_existing,ndcg_existing,hr_existing,mrr_existing,recall_new_content,precision_new_content,ndcg_new_content,hr_new_content,mrr_new_content,recall_overall_content,precision_overall_content,ndcg_overall_content,hr_overall_content,mrr_overall_content,n_new_users,pct_new_users,n_users_trained,id_resolution_emissions_mg,recovered_history_seed_emissions_mg,expand_embeddings_emissions_mg,gt_split_emissions_mg,scoring_emissions_mg,history_update_emissions_mg,apply_content_seeds_emissions_mg,batch_emissions_mg,update_emissions_mg,updated
1,1000,0.03134302775133304,0.02149532710280374,0.03157621458754149,0.1588785046728972,0.0646417445482866,0.0,0.0,0.0,0.0,0.0,0.02220996006220288,0.015231788079470197,0.02237519841633735,0.11258278145695365,0.045805739514348784,44,0.2913907284768212,59868,11.695199784839865,17.758935072779504,124.48358347916813,11.657865929775733,12.236682953765856,11.661138970905688,11.656001358843998,201.1494075500788,0.0,False
2,2000,0.024530075971373796,0.014166666666666668,0.026841565359537446,0.14166666666666666,0.07045965608465607,0.0065359477124183,0.00196078431372549,0.0030671812158350096,0.0196078431372549,0.0028011204481792717,0.01916340613975549,0.010526315789473686,0.019750959562292857,0.10526315789473684,0.050280794579040194,50,0.29239766081871343,59868,11.697126669863259,19.04669201426305,123.35092613450529,11.65746264347549,12.40802317000768,11.660307371519655,11.656572235096952,201.47711023873137,483.1244739102919,True
3,3000,0.04539882979732604,0.02406015037593985,0.04058211539067108,0.18796992481203006,0.07599952261606396,0.011737089201877934,0.0028169014084507044,0.0070487930782303,0.028169014084507043,0.009054325955734405,0.03368322400185145,0.016666666666666666,0.02891120419369414,0.1323529411764706,0.05269996887643946,71,0.3480392156862745,59868,11.73026439007705,22.675336666238938,133.2379727440958,11.676247446271766,12.501359027679596,11.675241502506198,11.671747430651866,215.1681692075212,0.0,False
4,4000,0.035123684541808885,0.023728813559322035,0.03026072370036402,0.2033898305084746,0.05497713209577616,0.02032520325203252,0.004878048780487805,0.008794801428865196,0.04878048780487805,0.007113821138211381,0.031307723957652724,0.01886792452830189,0.02472548588192722,0.16352201257861634,0.04263502046520914,41,0.2578616352201258,59868,11.722765927090016,17.863306278016093,128.02240474563456,11.677095949084267,12.352813371713712,11.662337639790866,11.657488138460412,204.95821204978998,473.59376169262066,True
5,5000,0.03682110152100588,0.02032520325203252,0.03491301347040879,0.1951219512195122,0.07377726158213964,0.014367816091954021,0.003448275862068966,0.01127335211728146,0.034482758620689655,0.019157088122605366,0.02962612607965224,0.014917127071823206,0.027337873368301686,0.143646408839779,0.056274664561957385,58,0.32044198895027626,59868,11.784014560083534,20.573815152913344,126.79719870275922,11.657520711277035,12.444255526377312,11.665496930785697,11.655054137391357,206.57735572158748,0.0,False
6,6000,0.028582977854429554,0.01834862385321101,0.030984022502763053,0.1651376146788991,0.07154143002766856,0.03205128205128205,0.007692307692307693,0.023609122804076663,0.07692307692307693,0.0347985347985348,0.029703175483226634,0.014906832298136647,0.028602067320578628,0.13664596273291926,0.05967415951888001,52,0.32298136645962733,59868,11.716467328995536,19.782038633900203,132.98803705262583,11.663643786368697,12.307014072196996,11.69236942292519,11.674937723505762,211.82450802051824,408.14019724048524,True
7,7000,0.02979428863367329,0.0191304347826087,0.02569775051372261,0.17391304347826086,0.04493788819875777,0.00980392156862745,0.00196078431372549,0.0037926745807308005,0.0196078431372549,0.0024509803921568627,0.023652669836580893,0.013855421686746987,0.018967877787321515,0.12650602409638553,0.031884681583476765,51,0.3072289156626506,59868,11.709148244274,19.107334608808088,122.03376429353094,11.661501602738127,12.46652395346182,11.66528259489508,11.658691533152684,200.30224683086072,0.0,False
8,8000,0.0220290009763694,0.01891891891891892,0.021055112551286972,0.17117117117117117,0.046417846417846416,0.026515151515151512,0.00681818181818182,0.024600589063368518,0.06818181818181818,0.03787878787878787,0.023302488871249482,0.015483870967741937,0.02206157039987786,0.14193548387096774,0.04399385560675883,44,0.2838709677419355,59868,11.72225741547829,18.051744523334307,122.9364000518594,11.67797894700666,12.383082226692395,11.681376021903649,11.66964357576317,200.12248276203783,416.73342337384975,True
9,9000,0.03059682560779052,0.016666666666666666,0.029947970753259827,0.14285714285714285,0.059533257747543464,0.03286384976525821,0.008450704225352114,0.02437161844280708,0.08450704225352113,0.039593114241001565,0.03141387492342608,0.013705583756345178,0.027938219412944373,0.1218274111675127,0.052346708564982684,71,0.3604060913705584,59868,11.71033476508876,21.869086110795024,127.2074221666899,11.80005586052038,12.671066864247335,11.744939824684387,11.747225763332828,208.75013135535863,0.0,False
10,10000,0.04845618493831006,0.027358490566037737,0.04278294549039019,0.2358490566037736,0.08099730458221024,0.029411764705882353,0.007352941176470588,0.01749312346056422,0.07352941176470588,0.02050653594771242,0.041013537950924515,0.019540229885057474,0.03289956676609039,0.1724137931034483,0.05735723408137202,68,0.39080459770114945,59868,11.884652459353239,22.108953166587174,133.76996321512718,11.712780546284385,12.432375331954473,11.687393875520549,11.65703858567544,215.25315718050243,405.82158766919,True
