training_emissions_mg,id_mapping_emissions_mg,checkpoint_load_emissions_mg,build_user_history_emissions_mg,embedding_snapshot_emissions_mg,content_build_emissions_mg,total_batch_emissions_mg,total_update_emissions_mg,n_updates,avg_emissions_per_update_mg,streaming_emissions_mg
1800197.1478978004,127.03226388033559,123.04508237049372,46.3245933361674,15.683591156571671,0.0,118505.13217753937,1138.822282886108,1,1138.822282886108,119956.03999116908
